ID,example,week,method,timehorizon,iteration,lowerbound,upperbound,path_count,arc_count
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,1,-3.779130074902294e7,5.032012178870802e6,407,1861
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,2,-3.1772331805697422e7,3.755003983917328e6,531,2268
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,3,-2.5775170630621113e7,2.8613717914985176e6,644,2675
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,4,-2.784841576762372e7,2.6499371056250483e6,727,3082
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,5,-2.8699455624667007e7,2.4044251670587743e6,792,3489
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,6,-2.9840755478028547e7,2.2261867684952826e6,831,3896
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,7,-3.060365741327618e7,2.0777474186772378e6,874,4303
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,8,-3.113182400223062e7,2.0403950896777797e6,921,4710
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,9,-3.1383335090625975e7,1.9348073676198872e6,959,5117
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,10,-3.2889622318403315e7,1.825872304555785e6,1008,5524
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,11,-3.3526060550364517e7,1.743753524781079e6,1057,5930
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,12,-5.366421649662216e7,1.7386183757528374e6,1100,6335
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,13,-3.575599101658242e7,1.6973766313240733e6,1153,6741
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,14,-3.624134590174315e7,1.5941462468014308e6,1212,7147
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,15,-6.00886659139358e7,1.5657447883191488e6,1262,7550
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,16,-3.658129076295415e7,1.542028186131245e6,1304,7954
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,17,-5.010149521786142e7,1.5069931270173623e6,1343,8356
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,18,-3.937173579810701e7,1.502947981512154e6,1371,8760
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,19,-3.986081024080695e7,1.5024843779083118e6,1401,9162
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,20,-4.055581220763844e7,1.414390740337783e6,1451,9562
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,21,-4.0411650769913584e7,1.4067893802905083e6,1492,9964
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,22,-4.139565132799635e7,1.371920925635833e6,1545,10364
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,23,-4.218366269459915e7,1.3691960696099317e6,1585,10765
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,24,-4.3612360054463625e7,1.3112537726639127e6,1639,11166
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,25,-4.353902582738603e7,1.3083929718915673e6,1679,11564
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,26,-7.564388943568774e7,1.2651327108098275e6,1710,11959
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,27,-4.492527013113243e7,1.1276403248571374e6,1757,12355
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,28,-4.5802250536730394e7,1.0493604834171708e6,1802,12751
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,29,-4.455332822334184e7,988073.0267558793,1854,13148
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,30,-4.5208024793720886e7,954236.6372196992,1894,13543
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,31,-8.027897479185714e7,953666.3176559922,1939,13935
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,32,-4.6837464587413125e7,953446.3996166528,1973,14331
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,33,-4.824930092244241e7,877103.3040021735,2021,14728
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,34,-4.830235779690382e7,837933.4606860426,2073,15119
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,35,-5.240233356584416e7,817668.6664919585,2119,15513
ex4_exp66_sag_rundate2026-03-23,4,2019-06-30T08:00:00.0,sag,96,36,-8.252768450019479e7,817251.1522754497,2175,15904
