ID,example,week,method,timehorizon,iteration,lowerbound,upperbound,path_count,arc_count
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,1,-1.7668539853107575e7,2.7325080489891474e6,326,1375
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,2,-2.9335312720437746e7,1.4359236627476176e6,691,2030
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,3,-3.1942098951912075e7,938965.1282057347,1016,2924
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,4,-3.5784023663030066e7,681117.7264657732,1344,3891
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,5,-2.9472207876004927e7,537428.772348597,1727,4814
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,6,-2.955151423081602e7,530665.429279737,2097,5677
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,7,-3.07638730959355e7,504812.4042536437,2548,6479
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,8,-3.2194928392132793e7,501866.0567811444,3036,7223
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,9,-3.364855506104236e7,465581.6928727282,3531,7980
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,10,-3.2124487283826318e7,461457.0765544825,4132,8612
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,11,-3.3337943637727715e7,457790.82967981714,4716,9252
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,12,-2.056914168983033e6,427523.2895641561,5555,9888
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,13,-1.6434807645849183e6,425982.0537387201,6343,10444
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,14,-1.4960130039743944e6,424430.39418543555,7134,10944
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,15,-1.1679243904497114e6,423289.0197817506,7933,11398
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,16,-872044.2064560896,422467.2556902394,8886,11769
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,17,-630733.3833411988,421593.6741970896,9567,12112
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,18,-410301.09063609503,420809.5750857374,10423,12448
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,19,-316879.33209187165,420167.0362257605,11099,12750
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,20,-360856.39253599476,419705.10971881077,11995,13053
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,21,-419571.2425321289,418835.64373412676,13136,13364
ex4_exp983_mag_rundate2024-05-06,4,2019-07-28T08:00:00.0,mag,72,22,-97006.42014233448,418748.450072946,14123,13607
