ID,example,week,method,timehorizon,iteration,lowerbound,upperbound,path_count,arc_count
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,1,-2.0017416848679602e7,5.032012178870802e6,407,1861
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,2,-2.6914842362453476e7,2.450789556434049e6,877,2916
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,3,-3.1716315642171957e7,1.8563495182230102e6,1356,4566
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,4,-3.6413093066508636e7,1.3559957134563653e6,1953,6385
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,5,-4.123682185078088e7,1.0277264452734243e6,2621,8211
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,6,-4.475100214825852e7,877460.4628966956,3440,9983
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,7,-4.944527090827967e7,605522.4880543993,4473,11582
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,8,-5.074502212835491e7,574270.7596592616,5603,13147
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,9,-5.352435276373357e7,500154.28474539344,7193,14661
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,10,-2.516126333277361e6,439191.920049163,8802,16191
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,11,-2.4307056869344735e6,435521.725017142,10684,17692
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,12,-1.9764038644963861e6,430532.26187845314,13023,19177
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,13,-2.447386887714849e6,427900.49164720386,15450,20555
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,14,-1.982165456394863e6,424647.6235861832,18440,21971
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,15,-2.101151776626131e6,422871.7629081553,21731,23381
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,16,-2.3976507688060612e6,420275.2528001903,24744,24522
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,17,-2.3375580194455893e6,417867.32433503337,28668,25739
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,18,-1.9511424437581855e6,415683.953422573,32061,26981
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,19,-1.6920552297160584e6,414153.7872386557,36791,28033
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,20,-2.371379941848477e6,413211.9091429568,42723,29105
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,21,-1.744112147075151e6,412378.2442208123,49945,30198
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,22,-2.2644455579497903e6,411228.4936679647,55831,31129
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,23,-1.3439146225974953e6,409934.1824713704,62325,32069
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,24,-1.1011458681917368e6,408252.10953745,68442,32834
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,25,-1.1813621984376477e6,406689.87877781567,75856,33587
ex4_exp42_mag_rundate2026-03-23,4,2019-06-30T08:00:00.0,mag,96,26,-1.1427286459581181e6,405839.7584951707,84197,34536
