ID,example,week,method,timehorizon,iteration,lowerbound,upperbound,path_count,arc_count
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,1,-3.558061612704197e7,4.087327722753699e6,427,1954
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,2,-2.4112211704163946e7,3.1314165333308633e6,542,2381
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,3,-2.671653901107277e7,2.4138598184297327e6,637,2808
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,4,-2.846602558808754e7,2.0322482234356022e6,725,3235
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,5,-3.1421004731086865e7,1.6843829794609565e6,790,3662
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,6,-3.269973899536501e7,1.6009312862842241e6,844,4089
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,7,-3.305169191752688e7,1.5448470930469704e6,877,4516
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,8,-3.358044007142127e7,1.509082651278196e6,914,4943
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,9,-3.334339440535881e7,1.3494913640672297e6,945,5369
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,10,-3.458538398016564e7,1.2386808393040579e6,969,5794
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,11,-3.501725623620777e7,1.217027742544173e6,1019,6220
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,12,-3.562772290103052e7,1.1686375673594333e6,1060,6643
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,13,-3.388480275299198e7,1.0923771019344016e6,1094,7066
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,14,-3.6710553125168934e7,1.0795360682920213e6,1122,7489
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,15,-5.8359237150898635e7,1.0209194219206097e6,1160,7914
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,16,-3.927116075117925e7,1.0112795580456193e6,1196,8337
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,17,-6.506857509605104e7,1.0096046357637768e6,1245,8758
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,18,-4.055832320678888e7,959698.8972213964,1284,9177
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,19,-4.214217368037473e7,918986.9768319207,1324,9596
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,20,-4.3244166992972374e7,888652.2407163141,1353,10015
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,21,-4.30979113044729e7,884325.0082403321,1390,10434
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,22,-4.278157649249172e7,862285.845434631,1435,10849
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,23,-4.508207639872418e7,840791.5088450018,1472,11264
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,24,-4.762124823618439e7,795732.8733070504,1524,11678
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,25,-4.585113804809784e7,779784.3685354934,1574,12093
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,26,-4.634667142090941e7,740515.3132001775,1619,12506
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,27,-4.87937296075791e7,644105.0266664256,1665,12920
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,28,-4.7595065654302776e7,637496.2511500092,1709,13336
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,29,-4.801043021140725e7,583040.2981485372,1748,13744
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,30,-4.964253003494457e7,575344.5778854217,1791,14155
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,31,-5.051577007322524e7,565780.6389145403,1843,14562
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,32,-5.0683221171597764e7,565465.652210463,1882,14974
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,33,-5.1402077298133075e7,564805.9039065824,1914,15383
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,34,-5.1602833852701105e7,563548.6676030444,1964,15788
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,35,-5.178682945015234e7,563078.8538446516,2015,16191
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,36,-5.19715544851816e7,562777.1358244017,2055,16598
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,37,-5.233791623829676e7,561721.8654746868,2092,16997
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,38,-5.2115091445658766e7,561683.0397715253,2130,17403
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,39,-8.79621813722442e7,554045.2502181572,2166,17804
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,40,-5.283950797261176e7,552729.2329393382,2200,18197
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,41,-5.320997764126995e7,551464.821598997,2260,18597
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,42,-5.5507619368101284e7,550617.2527194737,2330,19004
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,43,-5.3573312167039365e7,550489.2255242604,2396,19407
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,44,-5.371937509604746e7,550424.5080269824,2440,19810
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,45,-9.260579938282214e7,550029.0565548111,2519,20214
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,46,-5.3807476988165416e7,549596.3070465398,2566,20618
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,47,-5.4294609428181805e7,549398.8518875339,2634,21021
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,48,-5.477575631505957e7,548765.5754825667,2694,21422
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,49,-5.487084835703484e7,548515.9556148968,2743,21822
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,50,-5.468090822712111e7,531399.0223305235,2803,22220
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,51,-5.697027403336307e7,531067.9499235491,2867,22619
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,52,-5.696138327985831e7,529441.1846820685,2935,23016
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,53,-5.606647890365994e7,529062.6947917251,3002,23413
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,54,-5.519632589588592e7,528563.3547735823,3088,23813
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,55,-5.576079639657142e7,528312.3833815242,3179,24208
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,56,-5.674140307491188e7,527243.3459099735,3241,24608
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,57,-5.775472434685291e7,526459.7355995413,3324,24998
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,58,-6.077197001295196e7,525927.9947828134,3389,25393
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,59,-5.8608843795611195e7,525502.685258661,3469,25786
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,60,-5.961447664749045e7,524845.673193687,3547,26184
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,61,-5.8883650929527044e7,524008.10773195524,3594,26579
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,62,-5.977720808193005e7,523838.0153914696,3670,26972
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,63,-6.0381864534024075e7,523356.6806650744,3730,27367
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,64,-5.908854523946865e7,523353.03590678074,3785,27751
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,65,-5.917755399988163e7,522750.1085581455,3872,28126
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,66,-5.300604638086986e7,500324.30894036934,3942,28508
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,67,-5.325785063587324e7,499997.77952988056,4035,28887
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,68,-5.308175371264405e7,499293.0931850648,4102,29273
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,69,-5.3472308170130625e7,498991.9068298353,4188,29662
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,70,-5.465517823698841e7,498351.2185915597,4245,30037
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,71,-5.5727085433780886e7,498062.1925649696,4327,30418
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,72,-5.416163862421406e7,497527.87131305697,4388,30796
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,73,-5.598919639191683e7,496771.674629313,4460,31166
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,74,-5.569610159458771e7,496592.66966695513,4533,31548
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,75,-5.583876508245868e7,496205.48413969536,4600,31918
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,76,-5.667712397682039e7,496115.85080482543,4704,32294
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,77,-5.611278590453547e7,495870.67426060286,4769,32657
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,78,-5.522673967113921e7,495851.71373167203,4832,33031
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,79,-5.526685920381367e7,495796.956299283,4901,33395
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,80,-5.5619183879153214e7,495456.24700930587,4962,33752
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,81,-5.638078969898259e7,495067.359196138,5011,34118
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,82,-5.572962924634323e7,495021.9512508359,5082,34484
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,83,-5.5581284886516936e7,494119.52205972053,5154,34849
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,84,-5.822385912059373e7,493699.34698977746,5241,35222
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,85,-2.9287829813950425e6,460552.1943963435,5310,35598
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,86,-3.0478225603013593e6,460079.92338953755,5390,35963
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,87,-2.761317361044363e6,459920.7241106159,5460,36324
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,88,-3.270294134624818e6,459365.7037293251,5515,36683
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,89,-3.582971325931119e6,459260.8588807018,5599,37043
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,90,-2.8413713414687766e6,459260.85888070165,5642,37392
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,91,-2.5895486887538363e6,458944.0108727463,5712,37735
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,92,-2.582912344524328e6,458934.86646412313,5764,38084
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,93,-3.3724231681416e6,458678.9754250222,5851,38418
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,94,-2.9311640694502722e6,458622.84620478214,5941,38781
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,95,-3.9227153516185856e6,458543.9947837076,6021,39144
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,96,-3.107414124347588e6,458543.9947837078,6089,39497
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,97,-2.9974540436934684e6,458539.9197006308,6127,39836
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,98,-4.4004924821500145e6,458539.9197006312,6176,40173
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,99,-2.6767851765844724e6,458053.9098683946,6226,40510
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,100,-2.9577099508676e6,457641.44529302226,6319,40854
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,101,-3.0370951429287023e6,457493.42132055305,6368,41202
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,102,-2.8188775219998416e6,457087.838839248,6445,41554
ex4_exp69_sag_rundate2026-03-23,4,2019-07-21T08:00:00.0,sag,96,103,-2.745804341864174e6,457070.67332513334,6543,41896
