ID,example,week,method,timehorizon,iteration,lowerbound,upperbound,path_count,arc_count
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,1,-3.330253637524557e6,2.208504906278904e6,311,1342
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,2,-1.7099362757468245e6,1.6664617256038215e6,386,1653
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,3,-1.21085746230357e6,1.1695037399263703e6,459,1964
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,4,-1.4700342438215706e6,1.0035556597671574e6,503,2275
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,5,-849056.2500658492,935653.2479607055,545,2586
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,6,-1.0717590987245925e6,860139.7763060085,577,2897
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,7,-953708.0810854181,844596.9515691896,600,3208
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,8,-687426.0770379383,758317.0490998615,622,3519
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,9,-608926.8492628728,685953.7806931426,645,3829
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,10,-611367.3379029835,685215.953444413,685,4139
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,11,-603988.1159373581,673446.4576315585,720,4449
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,12,-677721.2497415391,650798.3831013713,742,4756
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,13,-344856.50551316596,613690.2408144152,772,5063
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,14,-351309.68627297215,602599.3934920891,796,5368
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,15,-316688.61742710567,591281.7267940802,823,5677
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,16,-269779.2906504468,589864.752178915,848,5983
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,17,-259669.36021714122,567132.0090415584,867,6285
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,18,-232003.70333122858,566065.2933651279,899,6589
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,19,-271899.7141510231,564948.8997596496,928,6888
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,20,-1.1585120063865324e6,508123.72614849673,964,7185
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,21,-370015.1607947081,507613.67790182104,989,7483
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,22,-156253.98285957915,505956.0728600597,1004,7781
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,23,-556225.3975363193,505438.5902625179,1020,8081
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,24,-312052.61661855946,504854.5693508511,1047,8379
ex4_exp29_sag_rundate2026-04-29,4,2019-07-21T08:00:00.0,sag,72,25,-325633.7312520946,488650.91833491495,1081,8677
