ID,example,week,method,timehorizon,iteration,lowerbound,upperbound,path_count,arc_count
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,1,-1.3051028059206748e7,2.208504906278904e6,622,0
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,2,-1.3972942157919036e7,1.0358270212883662e6,933,819
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,3,-1.409185482438159e7,761691.4725159387,1241,1763
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,4,-1.4402429972122993e7,629175.8146219411,1547,2625
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,5,-1.4212110536241531e7,529149.6390628532,1847,3406
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,6,-1.4055683394443654e7,456787.5934441035,2135,4227
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,7,-1.4063530470881395e7,414159.1074794829,2419,4989
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,8,-1.4011648112762984e7,413449.03749688575,2679,5682
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,9,-1.2525296256056702e7,389667.9004691033,2937,6357
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,10,-1.238796049120522e7,388593.9780149951,3191,6996
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,11,-1.2518743408445476e7,386043.2384485265,3431,7524
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,12,-721096.0644636787,346741.80684128526,3667,8112
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,13,-625308.1177073384,346521.6933951956,3899,8680
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,14,-595131.1191200188,345402.7979172959,4120,9243
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,15,-551276.892829347,342370.3922614745,4335,9749
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,16,-599947.1951359678,342221.9691930981,4545,10252
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,17,-603930.2690113927,341871.91691313696,4751,10805
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,18,-595652.7609335221,340371.9806555183,4954,11280
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,19,-697159.7372700393,340110.0078964283,5137,11643
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,20,-678845.4376707927,339939.53407498746,5334,12106
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,21,-590682.9584675992,339558.3110187005,5524,12504
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,22,-503230.9722937664,339153.6588603985,5728,12900
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,23,-546651.0109333581,337464.4028741333,5924,13301
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,24,-528192.674153077,336935.5123979949,6133,13743
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,25,-407712.23383945477,336304.1482167147,6321,14133
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,26,-461249.94484259863,334990.5383571568,6496,14492
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,27,-325643.2307462885,334257.2538687969,6687,14863
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,28,-296652.0187943924,332983.73722125735,6874,15229
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,29,-253341.09062188002,332666.7593097001,7052,15632
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,30,-318830.764737114,331828.15181030106,7225,15948
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,31,-279731.2633611102,331757.6700152158,7425,16355
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,32,-267857.16560702637,331469.030018432,7595,16633
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,33,-276460.3408974205,331321.3544204337,7760,16914
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,34,-259534.6222005121,330261.6730972846,7925,17237
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,35,-436395.5931184915,330049.81082643574,8109,17583
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,36,-345000.47669479094,330003.6084628902,8276,17936
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,37,-249862.2916978823,329901.3095256534,8434,18236
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,38,-285081.3818674062,329781.48026010627,8589,18522
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,39,-418952.8561389999,329580.560973663,8752,18825
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,40,-446132.00354963326,328821.6426794866,8901,19086
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,41,-307915.2284156643,328281.76605507697,9060,19442
ex4_exp21_cg_rundate2026-04-29,4,2019-07-21T08:00:00.0,cg,72,42,-260438.35878342012,328091.2765245855,9222,19808
