varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,78,2,5779,1,2,150.0,1078,-0.0
x,78,2,5845,2,2,150.0,1078,0.0
x,78,2,5911,3,2,150.0,1078,-0.0
x,78,2,5977,4,2,150.0,1078,-0.0
x,78,2,6043,5,2,150.0,1078,-0.0
x,78,2,6109,6,2,150.0,1078,-0.0
x,78,2,6175,7,2,150.0,1078,-0.0
x,78,2,6241,8,2,150.0,1078,-0.0
x,78,2,6307,9,2,150.0,1078,0.0
x,78,2,6373,10,2,150.0,1078,-0.0
x,78,2,6439,11,2,150.0,1078,-0.0
x,78,2,6505,12,2,150.0,1078,-0.0
x,78,2,6571,13,2,150.0,1078,-0.0
x,78,2,6637,14,2,150.0,1078,-0.0
x,78,2,6703,15,2,150.0,1078,0.0
x,78,2,6769,16,2,150.0,1078,-0.0
x,78,2,6835,17,2,150.0,1078,-0.0
x,78,2,6901,18,2,150.0,1078,-0.0
x,78,2,6967,19,2,150.0,1078,-0.0
x,78,2,7033,20,2,150.0,1078,-0.0
x,78,2,7099,21,2,150.0,1078,-0.0
x,78,2,7165,22,2,150.0,1078,-0.0
x,78,2,7231,23,2,150.0,1078,-0.0
x,78,2,7297,24,2,150.0,1078,-0.0
x,78,2,7363,25,2,150.0,1078,-0.0
x,78,2,7429,26,2,150.0,1078,-0.0
x,78,2,7495,27,2,150.0,1078,-0.0
x,78,2,7561,28,2,150.0,1078,-0.0
x,78,2,7627,29,2,150.0,1078,-0.0
x,78,2,7693,30,2,150.0,1078,-0.0
x,78,2,7759,31,2,150.0,1078,-0.0
x,78,2,7825,32,2,150.0,1078,-0.0
x,78,2,7891,33,2,150.0,1078,-0.0
x,78,2,7957,34,2,150.0,1078,-0.0
x,78,2,8023,35,2,150.0,1078,-0.0
x,78,2,8089,36,2,150.0,1078,-0.0
x,78,2,8155,37,2,150.0,1078,-0.0
x,78,2,8221,38,2,150.0,1078,-0.0
x,78,2,8287,39,2,150.0,1078,-0.0
x,78,2,8353,40,2,150.0,1078,-0.0
x,78,2,8419,41,2,150.0,1078,-0.0
x,78,2,8485,42,2,150.0,1078,-0.0
x,78,2,8551,43,2,150.0,1078,-0.0
x,78,2,8617,44,2,150.0,1078,-0.0
x,78,2,8683,45,2,150.0,1078,-0.0
x,78,2,8749,46,2,150.0,1078,-0.0
x,78,2,8815,47,2,150.0,1078,-0.0
x,78,2,8881,48,2,150.0,1078,-0.0
x,78,2,8947,49,2,150.0,1078,-0.0
x,78,2,9013,50,2,150.0,1078,-0.0
x,78,2,9079,51,2,150.0,1078,-0.0
x,78,2,9145,52,2,150.0,1078,-0.0
x,78,2,9211,53,2,150.0,1078,-0.0
x,78,2,9277,54,2,150.0,1078,-0.0
x,78,2,9343,55,2,150.0,1078,-0.0
x,78,2,9409,56,2,150.0,1078,-0.0
x,78,2,9475,57,2,150.0,1078,-0.0
x,78,2,9541,58,2,150.0,1078,-0.0
x,78,2,9607,59,2,150.0,1078,-0.0
x,78,2,9673,60,2,150.0,1078,-0.0
x,78,2,9739,61,2,150.0,1078,-0.0
x,78,2,9805,62,2,150.0,1078,-0.0
x,78,2,9871,63,2,150.0,1078,-0.0
x,78,2,9937,64,2,150.0,1078,-0.0
x,78,2,10003,65,2,150.0,1078,-0.0
x,78,2,10069,66,2,150.0,1078,-0.0
x,78,2,628,15,9,84.0,96.0,1.0
x,78,2,629,15,9,90.0,102.0,0.0
x,78,2,630,15,9,96.0,108.0,-0.0
x,78,2,631,15,9,102.0,114.0,0.0
x,78,2,632,15,9,108.0,120.0,0.0
x,78,2,633,15,9,114.0,126.0,0.0
x,78,2,634,15,9,120.0,132.0,0.0
x,78,2,635,15,9,126.0,138.0,0.0
x,78,2,636,15,9,132.0,144.0,0.0
x,78,2,637,15,9,138.0,150.0,0.0
x,78,2,5155,15,15,84.0,90.0,0.0
x,78,2,5156,15,15,90.0,96.0,0.0
x,78,2,5157,15,15,96.0,102.0,0.0
x,78,2,5158,15,15,102.0,108.0,0.0
x,78,2,5159,15,15,108.0,114.0,0.0
x,78,2,5160,15,15,114.0,120.0,-0.0
x,78,2,5161,15,15,120.0,126.0,0.0
x,78,2,5162,15,15,126.0,132.0,0.0
x,78,2,5163,15,15,132.0,138.0,0.0
x,78,2,5164,15,15,138.0,144.0,0.0
x,78,2,5165,15,15,144.0,150.0,0.0
x,78,2,1280,9,2,96.0,108.0,1.0
x,78,2,1281,9,2,102.0,114.0,0.0
x,78,2,1282,9,2,108.0,120.0,-0.0
x,78,2,1283,9,2,114.0,126.0,0.0
x,78,2,1284,9,2,120.0,132.0,0.0
x,78,2,1285,9,2,126.0,138.0,0.0
x,78,2,1286,9,2,132.0,144.0,-0.0
x,78,2,1287,9,2,138.0,150.0,0.0
x,78,2,5085,9,9,96.0,102.0,0.0
x,78,2,5086,9,9,102.0,108.0,-0.0
x,78,2,5087,9,9,108.0,114.0,0.0
x,78,2,5088,9,9,114.0,120.0,-0.0
x,78,2,5089,9,9,120.0,126.0,0.0
x,78,2,5090,9,9,126.0,132.0,-0.0
x,78,2,5091,9,9,132.0,138.0,0.0
x,78,2,5092,9,9,138.0,144.0,0.0
x,78,2,5093,9,9,144.0,150.0,0.0
x,78,7,5785,1,8,150.0,1078,-0.0
x,78,7,5851,2,8,150.0,1078,0.0
x,78,7,5917,3,8,150.0,1078,-0.0
x,78,7,5983,4,8,150.0,1078,-0.0
x,78,7,6049,5,8,150.0,1078,-0.0
x,78,7,6115,6,8,150.0,1078,-0.0
x,78,7,6181,7,8,150.0,1078,0.0
x,78,7,6247,8,8,150.0,1078,0.0
x,78,7,6313,9,8,150.0,1078,-0.0
x,78,7,6379,10,8,150.0,1078,-0.0
x,78,7,6445,11,8,150.0,1078,-0.0
x,78,7,6511,12,8,150.0,1078,-0.0
x,78,7,6577,13,8,150.0,1078,0.0
x,78,7,6643,14,8,150.0,1078,0.0
x,78,7,6709,15,8,150.0,1078,-0.0
x,78,7,6775,16,8,150.0,1078,-0.0
x,78,7,6841,17,8,150.0,1078,-0.0
x,78,7,6907,18,8,150.0,1078,-0.0
x,78,7,6973,19,8,150.0,1078,-0.0
x,78,7,7039,20,8,150.0,1078,0.0
x,78,7,7105,21,8,150.0,1078,0.0
x,78,7,7171,22,8,150.0,1078,-0.0
x,78,7,7237,23,8,150.0,1078,0.0
x,78,7,7303,24,8,150.0,1078,0.0
x,78,7,7369,25,8,150.0,1078,-0.0
x,78,7,7435,26,8,150.0,1078,-0.0
x,78,7,7501,27,8,150.0,1078,0.0
x,78,7,7567,28,8,150.0,1078,0.0
x,78,7,7633,29,8,150.0,1078,-0.0
x,78,7,7699,30,8,150.0,1078,0.0
x,78,7,7765,31,8,150.0,1078,0.0
x,78,7,7831,32,8,150.0,1078,-0.0
x,78,7,7897,33,8,150.0,1078,0.0
x,78,7,7963,34,8,150.0,1078,0.0
x,78,7,8029,35,8,150.0,1078,-0.0
x,78,7,8095,36,8,150.0,1078,-0.0
x,78,7,8161,37,8,150.0,1078,0.0
x,78,7,8227,38,8,150.0,1078,0.0
x,78,7,8293,39,8,150.0,1078,0.0
x,78,7,8359,40,8,150.0,1078,0.0
x,78,7,8425,41,8,150.0,1078,0.0
x,78,7,8491,42,8,150.0,1078,0.0
x,78,7,8557,43,8,150.0,1078,0.0
x,78,7,8623,44,8,150.0,1078,0.0
x,78,7,8689,45,8,150.0,1078,0.0
x,78,7,8755,46,8,150.0,1078,0.0
x,78,7,8821,47,8,150.0,1078,0.0
x,78,7,8887,48,8,150.0,1078,0.0
x,78,7,8953,49,8,150.0,1078,0.0
x,78,7,9019,50,8,150.0,1078,0.0
x,78,7,9085,51,8,150.0,1078,0.0
x,78,7,9151,52,8,150.0,1078,0.0
x,78,7,9217,53,8,150.0,1078,0.0
x,78,7,9283,54,8,150.0,1078,0.0
x,78,7,9349,55,8,150.0,1078,0.0
x,78,7,9415,56,8,150.0,1078,0.0
x,78,7,9481,57,8,150.0,1078,0.0
x,78,7,9547,58,8,150.0,1078,0.0
x,78,7,9613,59,8,150.0,1078,-0.0
x,78,7,9679,60,8,150.0,1078,0.0
x,78,7,9745,61,8,150.0,1078,0.0
x,78,7,9811,62,8,150.0,1078,-0.0
x,78,7,9877,63,8,150.0,1078,-0.0
x,78,7,9943,64,8,150.0,1078,0.0
x,78,7,10009,65,8,150.0,1078,-0.0
x,78,7,10075,66,8,150.0,1078,-0.0
x,78,7,12,25,17,102.0,114.0,0.0
x,78,7,13,25,17,108.0,120.0,-0.0
x,78,7,14,25,17,114.0,126.0,0.0
x,78,7,15,25,17,120.0,132.0,-0.0
x,78,7,16,25,17,126.0,138.0,0.0
x,78,7,17,25,17,132.0,144.0,-0.0
x,78,7,18,25,17,138.0,150.0,0.0
x,78,7,33,25,30,102.0,108.0,-0.0
x,78,7,34,25,30,108.0,114.0,-0.0
x,78,7,35,25,30,114.0,120.0,-0.0
x,78,7,36,25,30,120.0,126.0,-0.0
x,78,7,37,25,30,126.0,132.0,-0.0
x,78,7,38,25,30,132.0,138.0,-0.0
x,78,7,39,25,30,138.0,144.0,-0.0
x,78,7,40,25,30,144.0,150.0,0.0
x,78,7,55,25,19,102.0,108.0,-0.0
x,78,7,56,25,19,108.0,114.0,-0.0
x,78,7,57,25,19,114.0,120.0,-0.0
x,78,7,58,25,19,120.0,126.0,-0.0
x,78,7,59,25,19,126.0,132.0,-0.0
x,78,7,60,25,19,132.0,138.0,-0.0
x,78,7,61,25,19,138.0,144.0,-0.0
x,78,7,62,25,19,144.0,150.0,-0.0
x,78,7,68,3,5,108.0,114.0,-0.0
x,78,7,69,3,5,114.0,120.0,-0.0
x,78,7,70,3,5,120.0,126.0,-0.0
x,78,7,71,3,5,126.0,132.0,-0.0
x,78,7,72,3,5,132.0,138.0,-0.0
x,78,7,73,3,5,138.0,144.0,-0.0
x,78,7,74,3,5,144.0,150.0,-0.0
x,78,7,138,56,60,138.0,144.0,0.0
x,78,7,139,56,60,144.0,150.0,0.0
x,78,7,142,14,20,90.0,96.0,0.0
x,78,7,143,14,20,96.0,102.0,0.0
x,78,7,144,14,20,102.0,108.0,0.0
x,78,7,145,14,20,108.0,114.0,0.0
x,78,7,146,14,20,114.0,120.0,0.0
x,78,7,147,14,20,120.0,126.0,0.0
x,78,7,148,14,20,126.0,132.0,0.0
x,78,7,149,14,20,132.0,138.0,0.0
x,78,7,150,14,20,138.0,144.0,0.0
x,78,7,151,14,20,144.0,150.0,0.0
x,78,7,162,56,45,138.0,150.0,0.0
x,78,7,174,55,56,144.0,150.0,0.0
x,78,7,249,40,39,132.0,138.0,0.0
x,78,7,250,40,39,138.0,144.0,0.0
x,78,7,251,40,39,144.0,150.0,0.0
x,78,7,271,40,43,132.0,138.0,0.0
x,78,7,272,40,43,138.0,144.0,0.0
x,78,7,273,40,43,144.0,150.0,0.0
x,78,7,283,40,35,132.0,144.0,0.0
