varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,60,8,25,17,60.0,72.0,0.0
y,60,10,25,17,72.0,84.0,0.0
y,60,12,25,17,84.0,96.0,0.0
y,60,14,25,17,96.0,108.0,0.0
y,60,16,25,17,108.0,120.0,0.0
y,60,18,25,17,120.0,132.0,0.0
y,60,29,25,30,60.0,66.0,0.0
y,60,30,25,30,66.0,72.0,0.0
y,60,31,25,30,72.0,78.0,0.0
y,60,32,25,30,78.0,84.0,0.0
y,60,33,25,30,84.0,90.0,0.0
y,60,34,25,30,90.0,96.0,0.0
y,60,35,25,30,96.0,102.0,0.0
y,60,36,25,30,102.0,108.0,0.0
y,60,37,25,30,108.0,114.0,0.0
y,60,38,25,30,114.0,120.0,0.0
y,60,39,25,30,120.0,126.0,0.0
y,60,40,25,30,126.0,132.0,0.0
y,60,51,25,19,60.0,66.0,0.0
y,60,52,25,19,66.0,72.0,0.0
y,60,53,25,19,72.0,78.0,0.0
y,60,54,25,19,78.0,84.0,2.0000000000000044
y,60,55,25,19,84.0,90.0,0.0
y,60,56,25,19,90.0,96.0,1.0
y,60,57,25,19,96.0,102.0,0.0
y,60,58,25,19,102.0,108.0,1.0000000000000058
y,60,59,25,19,108.0,114.0,0.0
y,60,60,25,19,114.0,120.0,0.0
y,60,61,25,19,120.0,126.0,0.0
y,60,62,25,19,126.0,132.0,0.0
y,60,63,3,5,60.0,66.0,0.0
y,60,64,3,5,66.0,72.0,0.0
y,60,65,3,5,72.0,78.0,0.0
y,60,66,3,5,78.0,84.0,0.0
y,60,67,3,5,84.0,90.0,0.0
y,60,68,3,5,90.0,96.0,0.0
y,60,69,3,5,96.0,102.0,0.0
y,60,70,3,5,102.0,108.0,0.0
y,60,71,3,5,108.0,114.0,0.0
y,60,72,3,5,114.0,120.0,0.0
y,60,73,3,5,120.0,126.0,0.0
y,60,74,3,5,126.0,132.0,0.0
y,60,75,55,60,60.0,72.0,0.0
y,60,77,55,60,72.0,84.0,0.0
y,60,79,55,60,84.0,96.0,0.0
y,60,81,55,60,96.0,108.0,0.0
y,60,83,55,60,108.0,120.0,0.0
