varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,90,9,25,17,96.0,108.0,0.0
y,90,11,25,17,108.0,120.0,0.0
y,90,13,25,17,120.0,132.0,0.0
y,90,15,25,17,132.0,144.0,0.0
y,90,17,25,17,144.0,156.0,0.0
y,90,29,25,30,90.0,96.0,0.0
y,90,30,25,30,96.0,102.0,0.0
y,90,31,25,30,102.0,108.0,0.0
y,90,32,25,30,108.0,114.0,0.0
y,90,33,25,30,114.0,120.0,0.0
y,90,34,25,30,120.0,126.0,0.0
y,90,35,25,30,126.0,132.0,0.0
y,90,36,25,30,132.0,138.0,0.0
y,90,37,25,30,138.0,144.0,0.0
y,90,38,25,30,144.0,150.0,0.0
y,90,39,25,30,150.0,156.0,0.0
y,90,40,25,30,156.0,162.0,0.0
y,90,51,25,19,90.0,96.0,1.0
y,90,52,25,19,96.0,102.0,1.0
y,90,53,25,19,102.0,108.0,0.0
y,90,54,25,19,108.0,114.0,1.0
y,90,55,25,19,114.0,120.0,0.0
y,90,56,25,19,120.0,126.0,3.0
y,90,57,25,19,126.0,132.0,0.0
y,90,58,25,19,132.0,138.0,0.0
y,90,59,25,19,138.0,144.0,0.0
y,90,60,25,19,144.0,150.0,0.0
y,90,61,25,19,150.0,156.0,0.0
y,90,62,25,19,156.0,162.0,0.0
y,90,63,3,5,90.0,96.0,0.0
y,90,64,3,5,96.0,102.0,0.0
y,90,65,3,5,102.0,108.0,0.0
y,90,66,3,5,108.0,114.0,0.0
y,90,67,3,5,114.0,120.0,0.0
y,90,68,3,5,120.0,126.0,0.0
y,90,69,3,5,126.0,132.0,0.0
y,90,70,3,5,132.0,138.0,0.0
y,90,71,3,5,138.0,144.0,0.0
y,90,72,3,5,144.0,150.0,0.0
y,90,73,3,5,150.0,156.0,0.0
y,90,74,3,5,156.0,162.0,0.0
y,90,76,55,60,96.0,108.0,0.0
y,90,78,55,60,108.0,120.0,0.0
y,90,80,55,60,120.0,132.0,0.0
y,90,82,55,60,132.0,144.0,0.0
y,90,84,55,60,144.0,156.0,0.0
