varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,72,8,25,17,72.0,84.0,0.0
y,72,10,25,17,84.0,96.0,0.0
y,72,12,25,17,96.0,108.0,0.0
y,72,14,25,17,108.0,120.0,0.0
y,72,16,25,17,120.0,132.0,0.0
y,72,18,25,17,132.0,144.0,0.0
y,72,29,25,30,72.0,78.0,0.0
y,72,30,25,30,78.0,84.0,0.0
y,72,31,25,30,84.0,90.0,0.0
y,72,32,25,30,90.0,96.0,0.0
y,72,33,25,30,96.0,102.0,0.0
y,72,34,25,30,102.0,108.0,0.0
y,72,35,25,30,108.0,114.0,0.0
y,72,36,25,30,114.0,120.0,0.0
y,72,37,25,30,120.0,126.0,0.0
y,72,38,25,30,126.0,132.0,0.0
y,72,39,25,30,132.0,138.0,0.0
y,72,40,25,30,138.0,144.0,0.0
y,72,51,25,19,72.0,78.0,2.0
y,72,52,25,19,78.0,84.0,0.0
y,72,53,25,19,84.0,90.0,0.0
y,72,54,25,19,90.0,96.0,1.0
y,72,55,25,19,96.0,102.0,0.0
y,72,56,25,19,102.0,108.0,0.0
y,72,57,25,19,108.0,114.0,0.0
y,72,58,25,19,114.0,120.0,1.0
y,72,59,25,19,120.0,126.0,1.0
y,72,60,25,19,126.0,132.0,0.0
y,72,61,25,19,132.0,138.0,0.0
y,72,62,25,19,138.0,144.0,0.0
y,72,63,3,5,72.0,78.0,0.0
y,72,64,3,5,78.0,84.0,0.0
y,72,65,3,5,84.0,90.0,0.0
y,72,66,3,5,90.0,96.0,0.0
y,72,67,3,5,96.0,102.0,0.0
y,72,68,3,5,102.0,108.0,0.0
y,72,69,3,5,108.0,114.0,0.0
y,72,70,3,5,114.0,120.0,0.0
y,72,71,3,5,120.0,126.0,0.0
y,72,72,3,5,126.0,132.0,0.0
y,72,73,3,5,132.0,138.0,0.0
y,72,74,3,5,138.0,144.0,0.0
y,72,75,55,60,72.0,84.0,0.0
y,72,77,55,60,84.0,96.0,0.0
y,72,79,55,60,96.0,108.0,0.0
y,72,81,55,60,108.0,120.0,0.0
y,72,83,55,60,120.0,132.0,0.0
y,72,85,55,60,132.0,144.0,0.0
y,72,92,55,54,72.0,84.0,0.0
y,72,94,55,54,84.0,96.0,0.0
y,72,96,55,54,96.0,108.0,0.0
y,72,98,55,54,108.0,120.0,0.0
y,72,100,55,54,120.0,132.0,0.0
y,72,102,55,54,132.0,144.0,0.0
y,72,103,55,50,72.0,84.0,0.0
y,72,105,55,50,84.0,96.0,0.0
y,72,107,55,50,96.0,108.0,0.0
y,72,109,55,50,108.0,120.0,0.0
y,72,111,55,50,120.0,132.0,0.0
y,72,113,55,50,132.0,144.0,0.0
y,72,128,56,60,72.0,78.0,0.0
y,72,129,56,60,78.0,84.0,0.0
y,72,130,56,60,84.0,90.0,0.0
y,72,131,56,60,90.0,96.0,0.0
y,72,132,56,60,96.0,102.0,0.0
y,72,133,56,60,102.0,108.0,0.0
