varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,60,2,5779,1,2,132.0,1060,-0.0
x,60,2,5845,2,2,132.0,1060,0.0
x,60,2,5911,3,2,132.0,1060,-0.0
x,60,2,5977,4,2,132.0,1060,-0.0
x,60,2,6043,5,2,132.0,1060,-0.0
x,60,2,6109,6,2,132.0,1060,-0.0
x,60,2,6175,7,2,132.0,1060,-0.0
x,60,2,6241,8,2,132.0,1060,-0.0
x,60,2,6307,9,2,132.0,1060,0.0
x,60,2,6373,10,2,132.0,1060,-0.0
x,60,2,6439,11,2,132.0,1060,-0.0
x,60,2,6505,12,2,132.0,1060,-0.0
x,60,2,6571,13,2,132.0,1060,-0.0
x,60,2,6637,14,2,132.0,1060,-0.0
x,60,2,6703,15,2,132.0,1060,0.0
x,60,2,6769,16,2,132.0,1060,-0.0
x,60,2,6835,17,2,132.0,1060,-0.0
x,60,2,6901,18,2,132.0,1060,-0.0
x,60,2,6967,19,2,132.0,1060,-0.0
x,60,2,7033,20,2,132.0,1060,-0.0
x,60,2,7099,21,2,132.0,1060,-0.0
x,60,2,7165,22,2,132.0,1060,0.0
x,60,2,7231,23,2,132.0,1060,-0.0
x,60,2,7297,24,2,132.0,1060,-0.0
x,60,2,7363,25,2,132.0,1060,-0.0
x,60,2,7429,26,2,132.0,1060,-0.0
x,60,2,7495,27,2,132.0,1060,-0.0
x,60,2,7561,28,2,132.0,1060,-0.0
x,60,2,7627,29,2,132.0,1060,0.0
x,60,2,7693,30,2,132.0,1060,-0.0
x,60,2,7759,31,2,132.0,1060,-0.0
x,60,2,7825,32,2,132.0,1060,-0.0
x,60,2,7891,33,2,132.0,1060,-0.0
x,60,2,7957,34,2,132.0,1060,-0.0
x,60,2,8023,35,2,132.0,1060,-0.0
x,60,2,8089,36,2,132.0,1060,-0.0
x,60,2,8155,37,2,132.0,1060,-0.0
x,60,2,8221,38,2,132.0,1060,-0.0
x,60,2,8287,39,2,132.0,1060,-0.0
x,60,2,8353,40,2,132.0,1060,-0.0
x,60,2,8419,41,2,132.0,1060,-0.0
x,60,2,8485,42,2,132.0,1060,-0.0
x,60,2,8551,43,2,132.0,1060,-0.0
x,60,2,8617,44,2,132.0,1060,-0.0
x,60,2,8683,45,2,132.0,1060,-0.0
x,60,2,8749,46,2,132.0,1060,-0.0
x,60,2,8815,47,2,132.0,1060,-0.0
x,60,2,8881,48,2,132.0,1060,-0.0
x,60,2,8947,49,2,132.0,1060,-0.0
x,60,2,9013,50,2,132.0,1060,-0.0
x,60,2,9079,51,2,132.0,1060,-0.0
x,60,2,9145,52,2,132.0,1060,-0.0
x,60,2,9211,53,2,132.0,1060,-0.0
x,60,2,9277,54,2,132.0,1060,-0.0
x,60,2,9343,55,2,132.0,1060,-0.0
x,60,2,9409,56,2,132.0,1060,-0.0
x,60,2,9475,57,2,132.0,1060,-0.0
x,60,2,9541,58,2,132.0,1060,-0.0
x,60,2,9607,59,2,132.0,1060,-0.0
x,60,2,9673,60,2,132.0,1060,-0.0
x,60,2,9739,61,2,132.0,1060,-0.0
x,60,2,9805,62,2,132.0,1060,-0.0
x,60,2,9871,63,2,132.0,1060,-0.0
x,60,2,9937,64,2,132.0,1060,-0.0
x,60,2,10003,65,2,132.0,1060,-0.0
x,60,2,10069,66,2,132.0,1060,-0.0
x,60,2,1049,29,22,60.0,72.0,1.0
x,60,2,1050,29,22,66.0,78.0,0.0
x,60,2,1051,29,22,72.0,84.0,0.0
x,60,2,1052,29,22,78.0,90.0,0.0
x,60,2,1053,29,22,84.0,96.0,-0.0
x,60,2,1054,29,22,90.0,102.0,0.0
x,60,2,1055,29,22,96.0,108.0,-0.0
x,60,2,1056,29,22,102.0,114.0,0.0
x,60,2,1057,29,22,108.0,120.0,0.0
x,60,2,1058,29,22,114.0,126.0,0.0
x,60,2,1059,29,22,120.0,132.0,0.0
x,60,2,5322,29,29,60.0,66.0,0.0
x,60,2,5323,29,29,66.0,72.0,0.0
x,60,2,5324,29,29,72.0,78.0,0.0
x,60,2,5325,29,29,78.0,84.0,0.0
x,60,2,5326,29,29,84.0,90.0,0.0
x,60,2,5327,29,29,90.0,96.0,0.0
x,60,2,5328,29,29,96.0,102.0,0.0
x,60,2,5329,29,29,102.0,108.0,0.0
x,60,2,5330,29,29,108.0,114.0,0.0
x,60,2,5331,29,29,114.0,120.0,0.0
x,60,2,5332,29,29,120.0,126.0,0.0
x,60,2,5333,29,29,126.0,132.0,0.0
x,60,2,3704,22,15,72.0,84.0,0.0
x,60,2,3705,22,15,78.0,90.0,0.0
x,60,2,3706,22,15,84.0,96.0,1.0
x,60,2,3707,22,15,90.0,102.0,0.0
x,60,2,3708,22,15,96.0,108.0,0.0
x,60,2,3709,22,15,102.0,114.0,0.0
x,60,2,3710,22,15,108.0,120.0,0.0
x,60,2,3711,22,15,114.0,126.0,0.0
x,60,2,3712,22,15,120.0,132.0,0.0
x,60,2,5240,22,22,72.0,78.0,1.0
x,60,2,5241,22,22,78.0,84.0,1.0
x,60,2,5242,22,22,84.0,90.0,0.0
x,60,2,5243,22,22,90.0,96.0,0.0
x,60,2,5244,22,22,96.0,102.0,0.0
x,60,2,5245,22,22,102.0,108.0,0.0
x,60,2,5246,22,22,108.0,114.0,0.0
x,60,2,5247,22,22,114.0,120.0,0.0
x,60,2,5248,22,22,120.0,126.0,0.0
x,60,2,5249,22,22,126.0,132.0,0.0
x,60,2,630,15,9,78.0,90.0,0.0
x,60,2,631,15,9,84.0,96.0,0.0
x,60,2,632,15,9,90.0,102.0,0.0
x,60,2,633,15,9,96.0,108.0,-0.0
x,60,2,634,15,9,102.0,114.0,0.0
x,60,2,635,15,9,108.0,120.0,1.0
x,60,2,636,15,9,114.0,126.0,0.0
x,60,2,637,15,9,120.0,132.0,0.0
x,60,2,5157,15,15,78.0,84.0,0.0
x,60,2,5158,15,15,84.0,90.0,0.0
x,60,2,5159,15,15,90.0,96.0,0.0
x,60,2,5160,15,15,96.0,102.0,1.0
x,60,2,5161,15,15,102.0,108.0,1.0
x,60,2,5162,15,15,108.0,114.0,0.0
x,60,2,5163,15,15,114.0,120.0,0.0
x,60,2,5164,15,15,120.0,126.0,0.0
x,60,2,5165,15,15,126.0,132.0,0.0
x,60,2,1281,9,2,84.0,96.0,0.0
