varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,36,8,25,17,36.0,48.0,1.0000000000003553
y,36,10,25,17,48.0,60.0,0.0
y,36,12,25,17,60.0,72.0,0.0
y,36,14,25,17,72.0,84.0,0.0
y,36,16,25,17,84.0,96.0,0.0
y,36,18,25,17,96.0,108.0,0.0
y,36,29,25,30,36.0,42.0,0.0
y,36,30,25,30,42.0,48.0,0.0
y,36,31,25,30,48.0,54.0,0.0
y,36,32,25,30,54.0,60.0,0.0
y,36,33,25,30,60.0,66.0,0.0
y,36,34,25,30,66.0,72.0,0.0
y,36,35,25,30,72.0,78.0,0.0
y,36,36,25,30,78.0,84.0,0.0
y,36,37,25,30,84.0,90.0,0.0
y,36,38,25,30,90.0,96.0,0.0
y,36,39,25,30,96.0,102.0,0.0
y,36,40,25,30,102.0,108.0,0.0
y,36,51,25,19,36.0,42.0,0.0
y,36,52,25,19,42.0,48.0,0.0
y,36,53,25,19,48.0,54.0,0.0
y,36,54,25,19,54.0,60.0,0.0
y,36,55,25,19,60.0,66.0,1.0
y,36,56,25,19,66.0,72.0,0.0
y,36,57,25,19,72.0,78.0,0.0
y,36,58,25,19,78.0,84.0,1.0
y,36,59,25,19,84.0,90.0,0.0
y,36,60,25,19,90.0,96.0,0.0
y,36,61,25,19,96.0,102.0,0.0
y,36,62,25,19,102.0,108.0,0.0
y,36,63,3,5,36.0,42.0,0.0
y,36,64,3,5,42.0,48.0,0.0
y,36,65,3,5,48.0,54.0,0.0
y,36,66,3,5,54.0,60.0,0.0
y,36,67,3,5,60.0,66.0,0.0
y,36,68,3,5,66.0,72.0,0.0
y,36,69,3,5,72.0,78.0,0.0
y,36,70,3,5,78.0,84.0,0.0
y,36,71,3,5,84.0,90.0,0.0
y,36,72,3,5,90.0,96.0,0.0
y,36,73,3,5,96.0,102.0,0.0
y,36,74,3,5,102.0,108.0,0.0
y,36,75,55,60,36.0,48.0,0.0
y,36,77,55,60,48.0,60.0,0.0
y,36,79,55,60,60.0,72.0,0.0
y,36,81,55,60,72.0,84.0,0.0
y,36,83,55,60,84.0,96.0,0.0
y,36,85,55,60,96.0,108.0,0.0
y,36,92,55,54,36.0,48.0,0.0
y,36,94,55,54,48.0,60.0,0.0
y,36,96,55,54,60.0,72.0,0.0
y,36,98,55,54,72.0,84.0,0.0
y,36,100,55,54,84.0,96.0,0.0
y,36,102,55,54,96.0,108.0,0.0
y,36,103,55,50,36.0,48.0,0.0
y,36,105,55,50,48.0,60.0,0.0
y,36,107,55,50,60.0,72.0,0.0
y,36,109,55,50,72.0,84.0,0.0
y,36,111,55,50,84.0,96.0,0.0
y,36,113,55,50,96.0,108.0,0.0
y,36,128,56,60,36.0,42.0,0.0
y,36,129,56,60,42.0,48.0,0.0
y,36,130,56,60,48.0,54.0,0.0
y,36,131,56,60,54.0,60.0,0.0
y,36,132,56,60,60.0,66.0,0.0
y,36,133,56,60,66.0,72.0,0.0
y,36,134,56,60,72.0,78.0,0.0
y,36,135,56,60,78.0,84.0,0.0
y,36,136,56,60,84.0,90.0,0.0
y,36,137,56,60,90.0,96.0,0.0
y,36,138,56,60,96.0,102.0,0.0
y,36,139,56,60,102.0,108.0,0.0
y,36,142,14,20,48.0,54.0,0.0
y,36,143,14,20,54.0,60.0,0.0
y,36,152,56,45,36.0,48.0,0.0
y,36,154,56,45,48.0,60.0,0.0
y,36,156,56,45,60.0,72.0,0.0
y,36,158,56,45,72.0,84.0,0.0
y,36,160,56,45,84.0,96.0,0.0
y,36,162,56,45,96.0,108.0,0.0
y,36,163,55,56,36.0,42.0,0.0
y,36,164,55,56,42.0,48.0,0.0
y,36,165,55,56,48.0,54.0,0.0
y,36,166,55,56,54.0,60.0,0.0
y,36,167,55,56,60.0,66.0,1.0
y,36,168,55,56,66.0,72.0,0.0
y,36,169,55,56,72.0,78.0,0.0
y,36,170,55,56,78.0,84.0,0.0
y,36,171,55,56,84.0,90.0,0.0
y,36,172,55,56,90.0,96.0,0.0
y,36,173,55,56,96.0,102.0,0.0
y,36,174,55,56,102.0,108.0,0.0
y,36,175,64,55,36.0,48.0,0.0
y,36,177,64,55,48.0,60.0,0.0
y,36,179,64,55,60.0,72.0,0.0
y,36,181,64,55,72.0,84.0,0.0
y,36,183,64,55,84.0,96.0,0.0
y,36,185,64,55,96.0,108.0,0.0
y,36,197,64,60,36.0,48.0,0.0
y,36,199,64,60,48.0,60.0,0.0
y,36,201,64,60,60.0,72.0,0.0
y,36,203,64,60,72.0,84.0,0.0
y,36,205,64,60,84.0,96.0,0.0
y,36,207,64,60,96.0,108.0,0.0
y,36,229,64,53,36.0,48.0,0.0
y,36,231,64,53,48.0,60.0,0.0
y,36,233,64,53,60.0,72.0,0.0
y,36,235,64,53,72.0,84.0,0.0
y,36,237,64,53,84.0,96.0,0.0
y,36,239,64,53,96.0,108.0,0.0
y,36,240,40,39,36.0,42.0,0.0
y,36,241,40,39,42.0,48.0,0.0
y,36,242,40,39,48.0,54.0,0.0
y,36,243,40,39,54.0,60.0,0.0
y,36,244,40,39,60.0,66.0,0.0
y,36,245,40,39,66.0,72.0,0.0
y,36,246,40,39,72.0,78.0,0.0
y,36,247,40,39,78.0,84.0,0.0
y,36,248,40,39,84.0,90.0,0.0
y,36,249,40,39,90.0,96.0,0.0
y,36,250,40,39,96.0,102.0,0.0
y,36,251,40,39,102.0,108.0,0.0
y,36,262,40,43,36.0,42.0,0.0
y,36,263,40,43,42.0,48.0,0.0
y,36,264,40,43,48.0,54.0,0.0
y,36,265,40,43,54.0,60.0,0.0
y,36,266,40,43,60.0,66.0,0.0
y,36,267,40,43,66.0,72.0,0.0
y,36,268,40,43,72.0,78.0,0.0
y,36,269,40,43,78.0,84.0,0.0
y,36,270,40,43,84.0,90.0,0.0
y,36,271,40,43,90.0,96.0,0.0
y,36,272,40,43,96.0,102.0,0.0
y,36,273,40,43,102.0,108.0,0.0
y,36,274,40,35,36.0,48.0,0.0
