varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,42,9,25,17,48.0,60.0,1.0000000000024438
y,42,11,25,17,60.0,72.0,0.0
y,42,13,25,17,72.0,84.0,0.0
y,42,15,25,17,84.0,96.0,0.0
y,42,17,25,17,96.0,108.0,0.0
y,42,29,25,30,42.0,48.0,0.0
y,42,30,25,30,48.0,54.0,0.0
y,42,31,25,30,54.0,60.0,0.0
y,42,32,25,30,60.0,66.0,0.0
y,42,33,25,30,66.0,72.0,0.0
y,42,34,25,30,72.0,78.0,0.0
y,42,35,25,30,78.0,84.0,0.0
y,42,36,25,30,84.0,90.0,0.0
y,42,37,25,30,90.0,96.0,0.0
y,42,38,25,30,96.0,102.0,0.0
y,42,39,25,30,102.0,108.0,0.0
y,42,40,25,30,108.0,114.0,0.0
y,42,51,25,19,42.0,48.0,2.0
y,42,52,25,19,48.0,54.0,0.0
y,42,53,25,19,54.0,60.0,0.0
y,42,54,25,19,60.0,66.0,3.0
y,42,55,25,19,66.0,72.0,1.0
y,42,56,25,19,72.0,78.0,0.0
y,42,57,25,19,78.0,84.0,0.0
y,42,58,25,19,84.0,90.0,0.0
y,42,59,25,19,90.0,96.0,0.0
y,42,60,25,19,96.0,102.0,0.0
y,42,61,25,19,102.0,108.0,0.0
y,42,62,25,19,108.0,114.0,0.0
y,42,63,3,5,42.0,48.0,0.0
y,42,64,3,5,48.0,54.0,0.0
y,42,65,3,5,54.0,60.0,0.0
y,42,66,3,5,60.0,66.0,0.0
y,42,67,3,5,66.0,72.0,0.0
y,42,68,3,5,72.0,78.0,0.0
y,42,69,3,5,78.0,84.0,0.0
y,42,70,3,5,84.0,90.0,0.0
y,42,71,3,5,90.0,96.0,0.0
y,42,72,3,5,96.0,102.0,0.0
y,42,73,3,5,102.0,108.0,0.0
y,42,74,3,5,108.0,114.0,0.0
y,42,76,55,60,48.0,60.0,0.0
y,42,78,55,60,60.0,72.0,0.0
y,42,80,55,60,72.0,84.0,0.0
y,42,82,55,60,84.0,96.0,0.0
y,42,84,55,60,96.0,108.0,0.0
y,42,93,55,54,48.0,60.0,0.0
y,42,95,55,54,60.0,72.0,0.0
y,42,97,55,54,72.0,84.0,0.0
y,42,99,55,54,84.0,96.0,0.0
y,42,101,55,54,96.0,108.0,0.0
y,42,104,55,50,48.0,60.0,0.0
y,42,106,55,50,60.0,72.0,0.0
y,42,108,55,50,72.0,84.0,0.0
y,42,110,55,50,84.0,96.0,0.0
y,42,112,55,50,96.0,108.0,0.0
y,42,128,56,60,42.0,48.0,0.0
y,42,129,56,60,48.0,54.0,0.0
y,42,130,56,60,54.0,60.0,0.0
y,42,131,56,60,60.0,66.0,0.0
y,42,132,56,60,66.0,72.0,0.0
y,42,133,56,60,72.0,78.0,0.0
y,42,134,56,60,78.0,84.0,0.0
y,42,135,56,60,84.0,90.0,0.0
y,42,136,56,60,90.0,96.0,0.0
y,42,137,56,60,96.0,102.0,0.0
y,42,138,56,60,102.0,108.0,0.0
y,42,139,56,60,108.0,114.0,0.0
y,42,140,14,20,42.0,48.0,0.0
y,42,141,14,20,48.0,54.0,0.0
y,42,142,14,20,54.0,60.0,0.0
y,42,153,56,45,48.0,60.0,1.0
y,42,155,56,45,60.0,72.0,0.0
y,42,157,56,45,72.0,84.0,0.0
y,42,159,56,45,84.0,96.0,0.0
y,42,161,56,45,96.0,108.0,0.0
y,42,163,55,56,42.0,48.0,0.0
y,42,164,55,56,48.0,54.0,0.0
y,42,165,55,56,54.0,60.0,0.0
y,42,166,55,56,60.0,66.0,0.0
y,42,167,55,56,66.0,72.0,0.0
y,42,168,55,56,72.0,78.0,0.0
y,42,169,55,56,78.0,84.0,0.0
y,42,170,55,56,84.0,90.0,0.0
y,42,171,55,56,90.0,96.0,0.0
y,42,172,55,56,96.0,102.0,0.0
y,42,173,55,56,102.0,108.0,0.0
y,42,174,55,56,108.0,114.0,0.0
y,42,176,64,55,48.0,60.0,0.0
y,42,178,64,55,60.0,72.0,0.0
y,42,180,64,55,72.0,84.0,0.0
y,42,182,64,55,84.0,96.0,0.0
y,42,184,64,55,96.0,108.0,0.0
y,42,187,64,56,48.0,60.0,0.0
y,42,198,64,60,48.0,60.0,0.0
y,42,200,64,60,60.0,72.0,0.0
y,42,202,64,60,72.0,84.0,0.0
y,42,204,64,60,84.0,96.0,0.0
y,42,206,64,60,96.0,108.0,0.0
y,42,230,64,53,48.0,60.0,0.0
y,42,232,64,53,60.0,72.0,0.0
y,42,234,64,53,72.0,84.0,0.0
y,42,236,64,53,84.0,96.0,0.0
y,42,238,64,53,96.0,108.0,0.0
y,42,240,40,39,42.0,48.0,0.0
y,42,241,40,39,48.0,54.0,0.0
y,42,242,40,39,54.0,60.0,0.0
y,42,243,40,39,60.0,66.0,0.0
y,42,244,40,39,66.0,72.0,0.0
y,42,245,40,39,72.0,78.0,0.0
y,42,246,40,39,78.0,84.0,0.0
y,42,247,40,39,84.0,90.0,0.0
y,42,248,40,39,90.0,96.0,0.0
y,42,249,40,39,96.0,102.0,0.0
y,42,250,40,39,102.0,108.0,0.0
y,42,251,40,39,108.0,114.0,0.0
y,42,262,40,43,42.0,48.0,0.0
y,42,263,40,43,48.0,54.0,0.0
y,42,264,40,43,54.0,60.0,0.0
y,42,265,40,43,60.0,66.0,0.0
y,42,266,40,43,66.0,72.0,0.0
y,42,267,40,43,72.0,78.0,0.0
y,42,268,40,43,78.0,84.0,0.0
y,42,269,40,43,84.0,90.0,0.0
y,42,270,40,43,90.0,96.0,0.0
y,42,271,40,43,96.0,102.0,0.0
y,42,272,40,43,102.0,108.0,0.0
y,42,273,40,43,108.0,114.0,0.0
y,42,275,40,35,48.0,60.0,1.0
y,42,277,40,35,60.0,72.0,0.0
y,42,279,40,35,72.0,84.0,0.0
y,42,281,40,35,84.0,96.0,0.0
y,42,283,40,35,96.0,108.0,1.0
y,42,296,49,51,48.0,60.0,0.0
y,42,298,49,51,60.0,72.0,0.0
y,42,300,49,51,72.0,84.0,0.0
y,42,302,49,51,84.0,96.0,0.0
y,42,304,49,51,96.0,108.0,0.0
y,42,323,49,48,42.0,48.0,0.0
y,42,324,49,48,48.0,54.0,0.0
y,42,325,49,48,54.0,60.0,0.0
y,42,326,49,48,60.0,66.0,0.0
y,42,327,49,48,66.0,72.0,0.0
y,42,328,49,48,72.0,78.0,0.0
y,42,329,49,48,78.0,84.0,0.0
y,42,330,49,48,84.0,90.0,0.0
y,42,331,49,48,90.0,96.0,0.0
y,42,332,49,48,96.0,102.0,0.0
y,42,333,49,48,102.0,108.0,0.0
y,42,334,49,48,108.0,114.0,0.0
y,42,336,27,29,48.0,60.0,0.0
y,42,338,27,29,60.0,72.0,0.0
y,42,340,27,29,72.0,84.0,0.0
y,42,342,27,29,84.0,96.0,0.0
y,42,344,27,29,96.0,108.0,0.0
y,42,347,27,31,48.0,60.0,0.0
y,42,349,27,31,60.0,72.0,0.0
y,42,351,27,31,72.0,84.0,0.0
y,42,353,27,31,84.0,96.0,0.0
y,42,355,27,31,96.0,108.0,0.0
y,42,358,27,28,48.0,60.0,0.0
y,42,360,27,28,60.0,72.0,1.0
y,42,362,27,28,72.0,84.0,0.0
y,42,364,27,28,84.0,96.0,0.0
y,42,366,27,28,96.0,108.0,0.0
y,42,379,27,23,48.0,60.0,0.0
y,42,381,27,23,60.0,72.0,0.0
y,42,383,27,23,72.0,84.0,1.0
y,42,385,27,23,84.0,96.0,0.0
y,42,387,27,23,96.0,108.0,0.0
y,42,400,27,21,48.0,60.0,0.0
y,42,402,27,21,60.0,72.0,0.0
y,42,404,27,21,72.0,84.0,0.0
y,42,406,27,21,84.0,96.0,0.0
y,42,408,27,21,96.0,108.0,0.0
y,42,434,6,5,42.0,48.0,0.0
y,42,435,6,5,48.0,54.0,0.0
y,42,436,6,5,54.0,60.0,0.0
y,42,437,6,5,60.0,66.0,0.0
y,42,438,6,5,66.0,72.0,0.0
y,42,439,6,5,72.0,78.0,0.0
y,42,440,6,5,78.0,84.0,0.0
y,42,441,6,5,84.0,90.0,0.0
y,42,442,6,5,90.0,96.0,0.0
y,42,443,6,5,96.0,102.0,0.0
y,42,444,6,5,102.0,108.0,0.0
y,42,445,6,5,108.0,114.0,0.0
y,42,446,6,3,42.0,48.0,1.0
y,42,447,6,3,48.0,54.0,0.0
y,42,448,6,3,54.0,60.0,1.0000000000010227
y,42,449,6,3,60.0,66.0,0.0
y,42,450,6,3,66.0,72.0,1.000000000000767
y,42,451,6,3,72.0,78.0,0.0
y,42,452,6,3,78.0,84.0,1.0000000000008806
y,42,453,6,3,84.0,90.0,0.0
y,42,454,6,3,90.0,96.0,0.0
y,42,455,6,3,96.0,102.0,0.0
y,42,456,6,3,102.0,108.0,0.0
