varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,120,8,25,17,120.0,132.0,0.0
y,120,10,25,17,132.0,144.0,0.0
y,120,12,25,17,144.0,156.0,0.0
y,120,14,25,17,156.0,168.0,0.0
y,120,16,25,17,168.0,180.0,0.0
y,120,18,25,17,180.0,192.0,0.0
y,120,29,25,30,120.0,126.0,0.0
y,120,30,25,30,126.0,132.0,0.0
y,120,31,25,30,132.0,138.0,0.0
y,120,32,25,30,138.0,144.0,0.0
y,120,33,25,30,144.0,150.0,0.0
y,120,34,25,30,150.0,156.0,0.0
y,120,35,25,30,156.0,162.0,0.0
y,120,36,25,30,162.0,168.0,0.0
y,120,37,25,30,168.0,174.0,0.0
y,120,38,25,30,174.0,180.0,0.0
y,120,39,25,30,180.0,186.0,0.0
y,120,40,25,30,186.0,192.0,0.0
y,120,51,25,19,120.0,126.0,0.0
y,120,52,25,19,126.0,132.0,0.0
y,120,53,25,19,132.0,138.0,1.0
y,120,54,25,19,138.0,144.0,1.0
y,120,55,25,19,144.0,150.0,0.0
y,120,56,25,19,150.0,156.0,1.0
y,120,57,25,19,156.0,162.0,0.0
y,120,58,25,19,162.0,168.0,0.0
y,120,59,25,19,168.0,174.0,0.0
y,120,60,25,19,174.0,180.0,0.0
y,120,61,25,19,180.0,186.0,0.0
y,120,62,25,19,186.0,192.0,0.0
y,120,63,3,5,120.0,126.0,0.0
y,120,64,3,5,126.0,132.0,0.0
y,120,65,3,5,132.0,138.0,0.0
y,120,66,3,5,138.0,144.0,0.0
y,120,67,3,5,144.0,150.0,0.0
y,120,68,3,5,150.0,156.0,0.0
y,120,69,3,5,156.0,162.0,0.0
y,120,70,3,5,162.0,168.0,0.0
y,120,71,3,5,168.0,174.0,0.0
y,120,72,3,5,174.0,180.0,0.0
y,120,73,3,5,180.0,186.0,0.0
y,120,74,3,5,186.0,192.0,0.0
y,120,75,55,60,120.0,132.0,0.0
y,120,77,55,60,132.0,144.0,0.0
y,120,79,55,60,144.0,156.0,0.0
y,120,81,55,60,156.0,168.0,0.0
y,120,83,55,60,168.0,180.0,0.0
y,120,85,55,60,180.0,192.0,0.0
y,120,92,55,54,120.0,132.0,1.0
y,120,94,55,54,132.0,144.0,0.0
y,120,96,55,54,144.0,156.0,0.0
y,120,98,55,54,156.0,168.0,0.0
y,120,100,55,54,168.0,180.0,0.0
y,120,102,55,54,180.0,192.0,0.0
y,120,103,55,50,120.0,132.0,0.0
y,120,105,55,50,132.0,144.0,0.0
y,120,107,55,50,144.0,156.0,0.0
y,120,109,55,50,156.0,168.0,1.0
y,120,111,55,50,168.0,180.0,0.0
y,120,113,55,50,180.0,192.0,0.0
y,120,128,56,60,120.0,126.0,0.0
y,120,129,56,60,126.0,132.0,0.0
y,120,130,56,60,132.0,138.0,0.0
y,120,131,56,60,138.0,144.0,0.0
y,120,132,56,60,144.0,150.0,0.0
y,120,133,56,60,150.0,156.0,0.0
y,120,134,56,60,156.0,162.0,0.0
y,120,135,56,60,162.0,168.0,0.0
y,120,136,56,60,168.0,174.0,0.0
y,120,137,56,60,174.0,180.0,0.0
y,120,138,56,60,180.0,186.0,0.0
y,120,139,56,60,186.0,192.0,0.0
y,120,140,14,20,120.0,126.0,0.0
y,120,141,14,20,126.0,132.0,0.0
y,120,142,14,20,132.0,138.0,0.0
y,120,143,14,20,138.0,144.0,0.0
y,120,152,56,45,120.0,132.0,3.0
y,120,154,56,45,132.0,144.0,2.0
y,120,156,56,45,144.0,156.0,0.0
y,120,158,56,45,156.0,168.0,0.0
y,120,160,56,45,168.0,180.0,0.0
y,120,162,56,45,180.0,192.0,0.0
y,120,163,55,56,120.0,126.0,0.0
y,120,164,55,56,126.0,132.0,0.0
y,120,165,55,56,132.0,138.0,0.0
y,120,166,55,56,138.0,144.0,0.0
y,120,167,55,56,144.0,150.0,0.0
y,120,168,55,56,150.0,156.0,0.0
y,120,169,55,56,156.0,162.0,0.0
y,120,170,55,56,162.0,168.0,0.0
y,120,171,55,56,168.0,174.0,0.0
y,120,172,55,56,174.0,180.0,0.0
y,120,173,55,56,180.0,186.0,0.0
y,120,174,55,56,186.0,192.0,0.0
y,120,175,64,55,120.0,132.0,0.0
y,120,177,64,55,132.0,144.0,0.0
y,120,179,64,55,144.0,156.0,0.0
y,120,181,64,55,156.0,168.0,0.0
y,120,183,64,55,168.0,180.0,0.0
y,120,185,64,55,180.0,192.0,0.0
y,120,186,64,56,120.0,132.0,0.0
y,120,197,64,60,120.0,132.0,0.0
y,120,199,64,60,132.0,144.0,0.0
y,120,201,64,60,144.0,156.0,0.0
y,120,203,64,60,156.0,168.0,0.0
y,120,205,64,60,168.0,180.0,0.0
y,120,207,64,60,180.0,192.0,0.0
y,120,218,64,62,120.0,132.0,0.0
y,120,229,64,53,120.0,132.0,0.0
y,120,231,64,53,132.0,144.0,0.0
y,120,233,64,53,144.0,156.0,1.0000000000002696
y,120,235,64,53,156.0,168.0,0.0
y,120,237,64,53,168.0,180.0,0.0
y,120,239,64,53,180.0,192.0,0.0
y,120,240,40,39,120.0,126.0,0.0
y,120,241,40,39,126.0,132.0,0.0
y,120,242,40,39,132.0,138.0,0.0
y,120,243,40,39,138.0,144.0,0.0
y,120,244,40,39,144.0,150.0,0.0
y,120,245,40,39,150.0,156.0,0.0
y,120,246,40,39,156.0,162.0,0.0
y,120,247,40,39,162.0,168.0,0.0
y,120,248,40,39,168.0,174.0,0.0
y,120,249,40,39,174.0,180.0,0.0
y,120,250,40,39,180.0,186.0,0.0
y,120,251,40,39,186.0,192.0,0.0
y,120,262,40,43,120.0,126.0,0.0
y,120,263,40,43,126.0,132.0,0.0
y,120,264,40,43,132.0,138.0,0.0
y,120,265,40,43,138.0,144.0,0.0
y,120,266,40,43,144.0,150.0,0.0
y,120,267,40,43,150.0,156.0,0.0
y,120,268,40,43,156.0,162.0,0.0
y,120,269,40,43,162.0,168.0,0.0
y,120,270,40,43,168.0,174.0,0.0
y,120,271,40,43,174.0,180.0,0.0
y,120,272,40,43,180.0,186.0,0.0
y,120,273,40,43,186.0,192.0,0.0
y,120,274,40,35,120.0,132.0,1.0
y,120,276,40,35,132.0,144.0,0.0
y,120,278,40,35,144.0,156.0,0.0
y,120,280,40,35,156.0,168.0,0.0
y,120,282,40,35,168.0,180.0,1.0
y,120,284,40,35,180.0,192.0,0.0
y,120,295,49,51,120.0,132.0,0.0
y,120,297,49,51,132.0,144.0,0.0
y,120,299,49,51,144.0,156.0,0.0
y,120,301,49,51,156.0,168.0,0.0
y,120,303,49,51,168.0,180.0,0.0
y,120,305,49,51,180.0,192.0,0.0
y,120,323,49,48,120.0,126.0,0.0
y,120,324,49,48,126.0,132.0,0.0
y,120,325,49,48,132.0,138.0,0.0
y,120,326,49,48,138.0,144.0,0.0
y,120,327,49,48,144.0,150.0,0.0
y,120,328,49,48,150.0,156.0,0.0
y,120,329,49,48,156.0,162.0,0.0
y,120,330,49,48,162.0,168.0,0.0
y,120,331,49,48,168.0,174.0,0.0
