varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,6,9,25,17,12.0,24.0,0.0
y,6,11,25,17,24.0,36.0,0.0
y,6,13,25,17,36.0,48.0,1.0
y,6,15,25,17,48.0,60.0,0.0
y,6,17,25,17,60.0,72.0,0.0
y,6,29,25,30,6.0,12.0,0.0
y,6,30,25,30,12.0,18.0,0.0
y,6,31,25,30,18.0,24.0,0.0
y,6,32,25,30,24.0,30.0,0.0
y,6,33,25,30,30.0,36.0,0.0
y,6,34,25,30,36.0,42.0,0.0
y,6,35,25,30,42.0,48.0,0.0
y,6,36,25,30,48.0,54.0,0.0
y,6,37,25,30,54.0,60.0,0.0
y,6,38,25,30,60.0,66.0,1.0
y,6,39,25,30,66.0,72.0,0.0
y,6,40,25,30,72.0,78.0,0.0
y,6,51,25,19,6.0,12.0,0.0
y,6,52,25,19,12.0,18.0,0.0
y,6,53,25,19,18.0,24.0,0.0
y,6,54,25,19,24.0,30.0,0.0
y,6,55,25,19,30.0,36.0,0.0
y,6,56,25,19,36.0,42.0,0.0
y,6,57,25,19,42.0,48.0,0.0
y,6,58,25,19,48.0,54.0,0.0
y,6,59,25,19,54.0,60.0,0.0
y,6,60,25,19,60.0,66.0,0.0
y,6,61,25,19,66.0,72.0,0.0
y,6,62,25,19,72.0,78.0,0.0
y,6,63,3,5,6.0,12.0,0.0
y,6,64,3,5,12.0,18.0,0.0
y,6,65,3,5,18.0,24.0,0.0
y,6,66,3,5,24.0,30.0,0.0
y,6,67,3,5,30.0,36.0,0.0
y,6,68,3,5,36.0,42.0,0.0
y,6,69,3,5,42.0,48.0,0.0
y,6,70,3,5,48.0,54.0,0.0
y,6,71,3,5,54.0,60.0,0.0
y,6,72,3,5,60.0,66.0,0.0
y,6,73,3,5,66.0,72.0,0.0
y,6,74,3,5,72.0,78.0,0.0
y,6,76,55,60,12.0,24.0,0.0
y,6,78,55,60,24.0,36.0,0.0
y,6,80,55,60,36.0,48.0,0.0
y,6,82,55,60,48.0,60.0,0.0
y,6,84,55,60,60.0,72.0,0.0
y,6,93,55,54,12.0,24.0,0.0
y,6,95,55,54,24.0,36.0,0.0
y,6,97,55,54,36.0,48.0,0.0
y,6,99,55,54,48.0,60.0,0.0
y,6,101,55,54,60.0,72.0,0.0
y,6,104,55,50,12.0,24.0,0.0
y,6,106,55,50,24.0,36.0,0.0
y,6,108,55,50,36.0,48.0,0.0
y,6,110,55,50,48.0,60.0,0.0
y,6,112,55,50,60.0,72.0,0.0
y,6,128,56,60,6.0,12.0,0.0
y,6,129,56,60,12.0,18.0,0.0
y,6,130,56,60,18.0,24.0,0.0
y,6,131,56,60,24.0,30.0,0.0
y,6,132,56,60,30.0,36.0,0.0
y,6,133,56,60,36.0,42.0,0.0
y,6,134,56,60,42.0,48.0,0.0
y,6,135,56,60,48.0,54.0,0.0
y,6,136,56,60,54.0,60.0,0.0
y,6,137,56,60,60.0,66.0,0.0
y,6,138,56,60,66.0,72.0,0.0
y,6,139,56,60,72.0,78.0,0.0
y,6,153,56,45,12.0,24.0,0.0
y,6,155,56,45,24.0,36.0,0.0
y,6,157,56,45,36.0,48.0,0.0
y,6,159,56,45,48.0,60.0,0.0
y,6,161,56,45,60.0,72.0,0.0
y,6,163,55,56,6.0,12.0,0.0
y,6,164,55,56,12.0,18.0,0.0
y,6,165,55,56,18.0,24.0,0.0
y,6,166,55,56,24.0,30.0,0.0
y,6,167,55,56,30.0,36.0,0.0
y,6,168,55,56,36.0,42.0,0.0
y,6,169,55,56,42.0,48.0,0.0
