varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,114,9,25,17,120.0,132.0,0.0
y,114,11,25,17,132.0,144.0,0.0
y,114,13,25,17,144.0,156.0,0.0
y,114,15,25,17,156.0,168.0,0.0
y,114,17,25,17,168.0,180.0,0.0
y,114,29,25,30,114.0,120.0,0.0
y,114,30,25,30,120.0,126.0,0.0
y,114,31,25,30,126.0,132.0,0.0
y,114,32,25,30,132.0,138.0,0.0
y,114,33,25,30,138.0,144.0,0.0
y,114,34,25,30,144.0,150.0,0.0
y,114,35,25,30,150.0,156.0,0.0
y,114,36,25,30,156.0,162.0,0.0
y,114,37,25,30,162.0,168.0,0.0
y,114,38,25,30,168.0,174.0,0.0
y,114,39,25,30,174.0,180.0,0.0
y,114,40,25,30,180.0,186.0,0.0
y,114,51,25,19,114.0,120.0,1.0
y,114,52,25,19,120.0,126.0,0.0
y,114,53,25,19,126.0,132.0,0.0
y,114,54,25,19,132.0,138.0,0.0
y,114,55,25,19,138.0,144.0,0.0
y,114,56,25,19,144.0,150.0,1.0
y,114,57,25,19,150.0,156.0,0.0
y,114,58,25,19,156.0,162.0,2.0
y,114,59,25,19,162.0,168.0,0.0
y,114,60,25,19,168.0,174.0,0.0
y,114,61,25,19,174.0,180.0,0.0
y,114,62,25,19,180.0,186.0,0.0
y,114,63,3,5,114.0,120.0,0.0
y,114,64,3,5,120.0,126.0,0.0
y,114,65,3,5,126.0,132.0,0.0
y,114,66,3,5,132.0,138.0,0.0
y,114,67,3,5,138.0,144.0,0.0
y,114,68,3,5,144.0,150.0,0.0
y,114,69,3,5,150.0,156.0,0.0
y,114,70,3,5,156.0,162.0,0.0
y,114,71,3,5,162.0,168.0,0.0
y,114,72,3,5,168.0,174.0,0.0
y,114,73,3,5,174.0,180.0,0.0
y,114,74,3,5,180.0,186.0,0.0
y,114,76,55,60,120.0,132.0,0.0
y,114,78,55,60,132.0,144.0,0.0
y,114,80,55,60,144.0,156.0,0.0
y,114,82,55,60,156.0,168.0,0.0
y,114,84,55,60,168.0,180.0,0.0
y,114,93,55,54,120.0,132.0,0.0
y,114,95,55,54,132.0,144.0,1.0
y,114,97,55,54,144.0,156.0,0.0
y,114,99,55,54,156.0,168.0,0.0
y,114,101,55,54,168.0,180.0,0.0
y,114,104,55,50,120.0,132.0,0.0
y,114,106,55,50,132.0,144.0,0.0
y,114,108,55,50,144.0,156.0,1.0
y,114,110,55,50,156.0,168.0,2.0
y,114,112,55,50,168.0,180.0,0.0
