varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,96,8,25,17,96.0,108.0,0.0
y,96,10,25,17,108.0,120.0,0.0
y,96,12,25,17,120.0,132.0,0.0
y,96,14,25,17,132.0,144.0,0.0
y,96,16,25,17,144.0,156.0,0.0
y,96,18,25,17,156.0,168.0,0.0
y,96,29,25,30,96.0,102.0,0.0
y,96,30,25,30,102.0,108.0,0.0
y,96,31,25,30,108.0,114.0,0.0
y,96,32,25,30,114.0,120.0,0.0
y,96,33,25,30,120.0,126.0,0.0
y,96,34,25,30,126.0,132.0,0.0
y,96,35,25,30,132.0,138.0,0.0
y,96,36,25,30,138.0,144.0,0.0
y,96,37,25,30,144.0,150.0,0.0
y,96,38,25,30,150.0,156.0,0.0
y,96,39,25,30,156.0,162.0,0.0
y,96,40,25,30,162.0,168.0,0.0
y,96,51,25,19,96.0,102.0,0.0
y,96,52,25,19,102.0,108.0,7.0
y,96,53,25,19,108.0,114.0,0.0
y,96,54,25,19,114.0,120.0,-6.658339764840959e-7
y,96,55,25,19,120.0,126.0,1.0
y,96,56,25,19,126.0,132.0,1.0000006666666696
y,96,57,25,19,132.0,138.0,1.0
y,96,58,25,19,138.0,144.0,0.0
y,96,59,25,19,144.0,150.0,0.0
y,96,60,25,19,150.0,156.0,0.0
y,96,61,25,19,156.0,162.0,0.0
y,96,62,25,19,162.0,168.0,0.0
y,96,63,3,5,96.0,102.0,0.0
y,96,64,3,5,102.0,108.0,0.0
y,96,65,3,5,108.0,114.0,0.0
y,96,66,3,5,114.0,120.0,0.0
y,96,67,3,5,120.0,126.0,0.0
y,96,68,3,5,126.0,132.0,0.0
y,96,69,3,5,132.0,138.0,0.0
y,96,70,3,5,138.0,144.0,0.0
y,96,71,3,5,144.0,150.0,0.0
y,96,72,3,5,150.0,156.0,0.0
y,96,73,3,5,156.0,162.0,0.0
y,96,74,3,5,162.0,168.0,0.0
y,96,75,55,60,96.0,108.0,0.0
y,96,77,55,60,108.0,120.0,0.0
y,96,79,55,60,120.0,132.0,0.0
y,96,81,55,60,132.0,144.0,0.0
y,96,83,55,60,144.0,156.0,0.0
y,96,85,55,60,156.0,168.0,0.0
y,96,92,55,54,96.0,108.0,0.0
y,96,94,55,54,108.0,120.0,0.0
y,96,96,55,54,120.0,132.0,0.0
y,96,98,55,54,132.0,144.0,0.0
y,96,100,55,54,144.0,156.0,0.0
y,96,102,55,54,156.0,168.0,0.0
y,96,103,55,50,96.0,108.0,0.0
y,96,105,55,50,108.0,120.0,0.0
y,96,107,55,50,120.0,132.0,0.0
y,96,109,55,50,132.0,144.0,0.0
y,96,111,55,50,144.0,156.0,0.0
y,96,113,55,50,156.0,168.0,0.0
y,96,128,56,60,96.0,102.0,0.0
y,96,129,56,60,102.0,108.0,0.0
y,96,130,56,60,108.0,114.0,0.0
y,96,131,56,60,114.0,120.0,0.0
y,96,132,56,60,120.0,126.0,0.0
y,96,133,56,60,126.0,132.0,0.0
y,96,134,56,60,132.0,138.0,0.0
y,96,135,56,60,138.0,144.0,0.0
y,96,136,56,60,144.0,150.0,0.0
y,96,137,56,60,150.0,156.0,0.0
y,96,138,56,60,156.0,162.0,0.0
y,96,139,56,60,162.0,168.0,0.0
y,96,140,14,20,96.0,102.0,0.0
y,96,141,14,20,102.0,108.0,0.0
y,96,142,14,20,108.0,114.0,0.0
y,96,143,14,20,114.0,120.0,0.0
y,96,152,56,45,96.0,108.0,0.0
y,96,154,56,45,108.0,120.0,3.0
y,96,156,56,45,120.0,132.0,0.0
y,96,158,56,45,132.0,144.0,0.0
y,96,160,56,45,144.0,156.0,0.0
y,96,162,56,45,156.0,168.0,0.0
y,96,163,55,56,96.0,102.0,0.0
y,96,164,55,56,102.0,108.0,0.0
y,96,165,55,56,108.0,114.0,0.0
y,96,166,55,56,114.0,120.0,0.0
y,96,167,55,56,120.0,126.0,0.0
y,96,168,55,56,126.0,132.0,0.0
y,96,169,55,56,132.0,138.0,0.0
y,96,170,55,56,138.0,144.0,0.0
y,96,171,55,56,144.0,150.0,0.0
y,96,172,55,56,150.0,156.0,0.0
y,96,173,55,56,156.0,162.0,0.0
y,96,174,55,56,162.0,168.0,0.0
y,96,175,64,55,96.0,108.0,0.0
y,96,177,64,55,108.0,120.0,0.0
y,96,179,64,55,120.0,132.0,0.0
y,96,181,64,55,132.0,144.0,0.0
y,96,183,64,55,144.0,156.0,0.0
y,96,185,64,55,156.0,168.0,0.0
y,96,186,64,56,96.0,108.0,0.0
y,96,197,64,60,96.0,108.0,0.0
