varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,102,9,25,17,108.0,120.0,0.0
y,102,11,25,17,120.0,132.0,0.0
y,102,13,25,17,132.0,144.0,0.0
y,102,15,25,17,144.0,156.0,0.0
y,102,17,25,17,156.0,168.0,0.0
y,102,29,25,30,102.0,108.0,0.0
y,102,30,25,30,108.0,114.0,0.0
y,102,31,25,30,114.0,120.0,0.0
y,102,32,25,30,120.0,126.0,0.0
y,102,33,25,30,126.0,132.0,0.0
y,102,34,25,30,132.0,138.0,0.0
y,102,35,25,30,138.0,144.0,0.0
y,102,36,25,30,144.0,150.0,0.0
y,102,37,25,30,150.0,156.0,0.0
y,102,38,25,30,156.0,162.0,0.0
y,102,39,25,30,162.0,168.0,0.0
y,102,40,25,30,168.0,174.0,0.0
y,102,51,25,19,102.0,108.0,6.0
y,102,52,25,19,108.0,114.0,0.0
y,102,53,25,19,114.0,120.0,0.0
y,102,54,25,19,120.0,126.0,1.0
y,102,55,25,19,126.0,132.0,0.0
y,102,56,25,19,132.0,138.0,0.0
y,102,57,25,19,138.0,144.0,2.0
y,102,58,25,19,144.0,150.0,1.0
y,102,59,25,19,150.0,156.0,0.0
y,102,60,25,19,156.0,162.0,0.0
y,102,61,25,19,162.0,168.0,0.0
y,102,62,25,19,168.0,174.0,0.0
y,102,63,3,5,102.0,108.0,0.0
y,102,64,3,5,108.0,114.0,0.0
y,102,65,3,5,114.0,120.0,0.0
y,102,66,3,5,120.0,126.0,0.0
y,102,67,3,5,126.0,132.0,0.0
y,102,68,3,5,132.0,138.0,0.0
y,102,69,3,5,138.0,144.0,0.0
y,102,70,3,5,144.0,150.0,0.0
y,102,71,3,5,150.0,156.0,0.0
y,102,72,3,5,156.0,162.0,0.0
y,102,73,3,5,162.0,168.0,0.0
y,102,74,3,5,168.0,174.0,0.0
y,102,76,55,60,108.0,120.0,0.0
y,102,78,55,60,120.0,132.0,0.0
y,102,80,55,60,132.0,144.0,0.0
y,102,82,55,60,144.0,156.0,0.0
y,102,84,55,60,156.0,168.0,0.0
y,102,93,55,54,108.0,120.0,0.0
y,102,95,55,54,120.0,132.0,0.0
y,102,97,55,54,132.0,144.0,0.0
y,102,99,55,54,144.0,156.0,0.0
y,102,101,55,54,156.0,168.0,0.0
