varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,138,29,4087,19,20,138.0,150.0,0.0
x,138,29,3546,20,24,150.0,162.0,0.0
x,138,29,4322,24,33,162.0,174.0,0.0
x,138,29,518,33,42,174.0,186.0,0.0
x,138,29,730,42,41,186.0,198.0,0.0
x,138,29,3547,20,24,156.0,168.0,1.0
x,138,29,4323,24,33,168.0,180.0,1.0
x,138,29,519,33,42,180.0,192.0,1.0
x,138,29,5487,42,42,192.0,198.0,0.0
x,138,29,4088,19,20,144.0,156.0,1.0
x,138,29,5202,19,19,138.0,144.0,1.0
x,138,29,731,42,41,192.0,204.0,1.0
x,138,29,5266,24,24,162.0,168.0,0.0
x,138,29,4023,19,16,138.0,144.0,0.0
x,138,29,1917,16,20,144.0,156.0,0.0
x,138,29,5216,20,20,150.0,156.0,0.0
x,138,29,5488,42,42,198.0,204.0,0.0
x,138,29,4098,19,21,138.0,150.0,0.0
x,138,29,4938,21,19,150.0,162.0,0.0
x,138,29,5206,19,19,162.0,168.0,0.0
x,138,29,5207,19,19,168.0,174.0,0.0
x,138,29,4093,19,20,174.0,186.0,0.0
x,138,29,3552,20,24,186.0,198.0,0.0
x,138,29,4328,24,33,198.0,210.0,0.0
x,138,29,7930,33,41,210.0,1138,0.0
x,138,29,5377,33,33,180.0,186.0,0.0
x,138,29,520,33,42,186.0,198.0,0.0
x,138,29,732,42,41,198.0,210.0,0.0
x,138,29,4613,21,16,150.0,162.0,0.0
x,138,29,5170,16,16,162.0,168.0,0.0
x,138,29,1943,16,19,168.0,174.0,-0.0
x,138,29,5272,24,24,198.0,204.0,0.0
x,138,29,5273,24,24,204.0,210.0,0.0
x,138,29,7336,24,41,210.0,1138,0.0
x,138,29,708,42,52,186.0,198.0,0.0
x,138,29,1165,52,41,198.0,210.0,0.0
x,138,29,1921,16,20,168.0,180.0,0.0
x,138,29,3551,20,24,180.0,192.0,0.0
x,138,29,4327,24,33,192.0,204.0,0.0
x,138,29,5381,33,33,204.0,210.0,0.0
x,138,29,1920,16,20,162.0,174.0,0.0
x,138,29,3550,20,24,174.0,186.0,0.0
x,138,29,5270,24,24,186.0,192.0,0.0
x,138,29,5271,24,24,192.0,198.0,0.0
x,138,40,796,65,63,150.0,162.0,0.0
x,138,40,5756,65,65,150.0,156.0,0.0
x,138,40,5757,65,65,156.0,162.0,0.0
x,138,40,5734,63,63,162.0,168.0,0.0
x,138,40,797,65,63,156.0,168.0,0.0
x,138,40,5758,65,65,162.0,168.0,0.0
x,138,40,798,65,63,162.0,174.0,0.0
x,138,40,5735,63,63,168.0,174.0,0.0
x,138,40,5759,65,65,168.0,174.0,0.0
x,138,40,5736,63,63,174.0,180.0,0.0
x,138,40,799,65,63,168.0,180.0,0.0
x,138,40,5760,65,65,174.0,180.0,0.0
x,138,40,3032,63,65,162.0,174.0,0.0
x,138,40,800,65,63,174.0,186.0,0.0
x,138,40,5737,63,63,180.0,186.0,0.0
x,138,40,5761,65,65,180.0,186.0,0.0
