varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,126,9,25,17,132.0,144.0,1.0000000000004117
y,126,11,25,17,144.0,156.0,0.0
y,126,13,25,17,156.0,168.0,0.0
y,126,15,25,17,168.0,180.0,0.0
y,126,17,25,17,180.0,192.0,0.0
y,126,29,25,30,126.0,132.0,0.0
y,126,30,25,30,132.0,138.0,0.0
y,126,31,25,30,138.0,144.0,0.0
y,126,32,25,30,144.0,150.0,0.0
y,126,33,25,30,150.0,156.0,0.0
y,126,34,25,30,156.0,162.0,0.0
y,126,35,25,30,162.0,168.0,0.0
y,126,36,25,30,168.0,174.0,0.0
y,126,37,25,30,174.0,180.0,0.0
y,126,38,25,30,180.0,186.0,0.0
y,126,39,25,30,186.0,192.0,0.0
y,126,40,25,30,192.0,198.0,0.0
y,126,51,25,19,126.0,132.0,0.9999999969802409
y,126,52,25,19,132.0,138.0,0.0
y,126,53,25,19,138.0,144.0,0.0
y,126,54,25,19,144.0,150.0,0.0
y,126,55,25,19,150.0,156.0,0.9999999969802371
y,126,56,25,19,156.0,162.0,0.0
y,126,57,25,19,162.0,168.0,0.0
y,126,58,25,19,168.0,174.0,0.0
y,126,59,25,19,174.0,180.0,0.0
y,126,60,25,19,180.0,186.0,0.9999999969802427
y,126,61,25,19,186.0,192.0,0.9999999969802287
y,126,62,25,19,192.0,198.0,0.0
y,126,63,3,5,126.0,132.0,0.0
y,126,64,3,5,132.0,138.0,0.0
y,126,65,3,5,138.0,144.0,0.0
y,126,66,3,5,144.0,150.0,0.0
y,126,67,3,5,150.0,156.0,0.0
y,126,68,3,5,156.0,162.0,0.0
y,126,69,3,5,162.0,168.0,0.0
y,126,70,3,5,168.0,174.0,0.0
y,126,71,3,5,174.0,180.0,0.0
y,126,72,3,5,180.0,186.0,0.0
y,126,73,3,5,186.0,192.0,0.0
y,126,74,3,5,192.0,198.0,0.0
y,126,76,55,60,132.0,144.0,0.0
y,126,78,55,60,144.0,156.0,0.0
y,126,80,55,60,156.0,168.0,0.0
y,126,82,55,60,168.0,180.0,0.0
y,126,84,55,60,180.0,192.0,0.0
y,126,93,55,54,132.0,144.0,0.0
y,126,95,55,54,144.0,156.0,0.0
y,126,97,55,54,156.0,168.0,0.0
y,126,99,55,54,168.0,180.0,0.0
y,126,101,55,54,180.0,192.0,0.0
y,126,104,55,50,132.0,144.0,0.9999999970839093
y,126,106,55,50,144.0,156.0,0.0
y,126,108,55,50,156.0,168.0,0.0
y,126,110,55,50,168.0,180.0,0.0
y,126,112,55,50,180.0,192.0,0.0
y,126,128,56,60,126.0,132.0,0.0
y,126,129,56,60,132.0,138.0,0.0
y,126,130,56,60,138.0,144.0,0.0
y,126,131,56,60,144.0,150.0,0.0
y,126,132,56,60,150.0,156.0,0.0
y,126,133,56,60,156.0,162.0,0.0
y,126,134,56,60,162.0,168.0,0.0
y,126,135,56,60,168.0,174.0,0.0
y,126,136,56,60,174.0,180.0,0.0
y,126,137,56,60,180.0,186.0,0.0
y,126,138,56,60,186.0,192.0,0.0
y,126,139,56,60,192.0,198.0,0.0
y,126,140,14,20,126.0,132.0,0.0
y,126,141,14,20,132.0,138.0,0.0
y,126,142,14,20,138.0,144.0,0.0
y,126,153,56,45,132.0,144.0,0.0
y,126,155,56,45,144.0,156.0,0.0
y,126,157,56,45,156.0,168.0,0.0
y,126,159,56,45,168.0,180.0,0.0
y,126,161,56,45,180.0,192.0,0.0
y,126,163,55,56,126.0,132.0,0.0
y,126,164,55,56,132.0,138.0,0.0
y,126,165,55,56,138.0,144.0,0.0
y,126,166,55,56,144.0,150.0,0.0
y,126,167,55,56,150.0,156.0,0.0
y,126,168,55,56,156.0,162.0,0.0
y,126,169,55,56,162.0,168.0,0.0
y,126,170,55,56,168.0,174.0,0.0
y,126,171,55,56,174.0,180.0,0.0
y,126,172,55,56,180.0,186.0,0.0
y,126,173,55,56,186.0,192.0,0.0
y,126,174,55,56,192.0,198.0,0.0
y,126,176,64,55,132.0,144.0,0.0
y,126,178,64,55,144.0,156.0,0.0
y,126,180,64,55,156.0,168.0,0.0
y,126,182,64,55,168.0,180.0,0.0
y,126,184,64,55,180.0,192.0,0.0
y,126,198,64,60,132.0,144.0,0.0
y,126,200,64,60,144.0,156.0,0.0
y,126,202,64,60,156.0,168.0,0.0
y,126,204,64,60,168.0,180.0,0.0
y,126,206,64,60,180.0,192.0,0.0
y,126,230,64,53,132.0,144.0,0.0
y,126,232,64,53,144.0,156.0,0.0
y,126,234,64,53,156.0,168.0,0.0
y,126,236,64,53,168.0,180.0,0.0
y,126,238,64,53,180.0,192.0,0.0
y,126,240,40,39,126.0,132.0,0.0
y,126,241,40,39,132.0,138.0,0.9999999919871068
y,126,242,40,39,138.0,144.0,0.0
y,126,243,40,39,144.0,150.0,0.0
y,126,244,40,39,150.0,156.0,0.0
y,126,245,40,39,156.0,162.0,0.0
y,126,246,40,39,162.0,168.0,0.0
y,126,247,40,39,168.0,174.0,0.0
y,126,248,40,39,174.0,180.0,0.0
y,126,249,40,39,180.0,186.0,0.0
y,126,250,40,39,186.0,192.0,0.0
y,126,251,40,39,192.0,198.0,0.0
y,126,262,40,43,126.0,132.0,0.0
y,126,263,40,43,132.0,138.0,0.0
y,126,264,40,43,138.0,144.0,0.0
y,126,265,40,43,144.0,150.0,0.0
y,126,266,40,43,150.0,156.0,0.0
y,126,267,40,43,156.0,162.0,0.0
y,126,268,40,43,162.0,168.0,0.0
y,126,269,40,43,168.0,174.0,0.0
y,126,270,40,43,174.0,180.0,0.0
y,126,271,40,43,180.0,186.0,0.0
y,126,272,40,43,186.0,192.0,0.0
y,126,273,40,43,192.0,198.0,0.0
y,126,275,40,35,132.0,144.0,0.0
y,126,277,40,35,144.0,156.0,0.0
y,126,279,40,35,156.0,168.0,0.0
y,126,281,40,35,168.0,180.0,0.0
y,126,283,40,35,180.0,192.0,0.0
y,126,296,49,51,132.0,144.0,0.0
y,126,298,49,51,144.0,156.0,0.0
y,126,300,49,51,156.0,168.0,0.0
y,126,302,49,51,168.0,180.0,0.0
y,126,304,49,51,180.0,192.0,0.0
y,126,323,49,48,126.0,132.0,0.0
y,126,324,49,48,132.0,138.0,0.0
y,126,325,49,48,138.0,144.0,0.0
y,126,326,49,48,144.0,150.0,0.0
y,126,327,49,48,150.0,156.0,0.0
y,126,328,49,48,156.0,162.0,0.0
y,126,329,49,48,162.0,168.0,0.0
y,126,330,49,48,168.0,174.0,0.0
y,126,331,49,48,174.0,180.0,0.0
y,126,332,49,48,180.0,186.0,0.0
y,126,333,49,48,186.0,192.0,0.0
y,126,334,49,48,192.0,198.0,0.0
y,126,336,27,29,132.0,144.0,1.0
y,126,338,27,29,144.0,156.0,0.0
y,126,340,27,29,156.0,168.0,0.0
y,126,342,27,29,168.0,180.0,0.0
y,126,344,27,29,180.0,192.0,0.0
y,126,347,27,31,132.0,144.0,0.0
y,126,349,27,31,144.0,156.0,0.0
y,126,351,27,31,156.0,168.0,0.0
y,126,353,27,31,168.0,180.0,0.0
y,126,355,27,31,180.0,192.0,0.0
y,126,358,27,28,132.0,144.0,6.676009501025023e-9
y,126,360,27,28,144.0,156.0,0.0
y,126,362,27,28,156.0,168.0,0.0
y,126,364,27,28,168.0,180.0,0.0
y,126,366,27,28,180.0,192.0,0.0
y,126,379,27,23,132.0,144.0,0.0
y,126,381,27,23,144.0,156.0,0.0
y,126,383,27,23,156.0,168.0,0.0
y,126,385,27,23,168.0,180.0,0.0
y,126,387,27,23,180.0,192.0,0.0
y,126,400,27,21,132.0,144.0,0.0
y,126,402,27,21,144.0,156.0,0.0
y,126,404,27,21,156.0,168.0,0.0
y,126,406,27,21,168.0,180.0,0.0
y,126,408,27,21,180.0,192.0,0.0
