varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,126,14,965,3,1,126.0,132.0,1.0
x,126,14,2540,2,1,132.0,138.0,0.0
x,126,14,2541,2,1,138.0,144.0,0.0
x,126,14,4999,2,2,132.0,138.0,0.0
x,126,14,941,3,2,126.0,132.0,0.0
x,126,14,2528,2,7,132.0,138.0,0.0
x,126,14,2686,7,1,138.0,150.0,0.0
x,126,14,2640,7,9,138.0,150.0,0.0
x,126,14,5086,9,9,150.0,156.0,0.0
x,126,14,5087,9,9,156.0,162.0,0.0
x,126,14,1294,9,4,162.0,174.0,0.0
x,126,14,2809,4,9,174.0,186.0,0.0
x,126,14,1347,9,1,186.0,198.0,0.0
x,126,14,1246,9,5,156.0,162.0,0.0
x,126,14,823,5,3,162.0,168.0,0.0
x,126,14,972,3,1,168.0,174.0,0.0
x,126,14,5010,3,3,126.0,132.0,0.0
x,126,14,942,3,2,132.0,138.0,0.0
x,126,14,2507,2,9,138.0,150.0,0.0
x,126,14,2790,4,5,174.0,186.0,0.0
x,126,14,884,5,1,186.0,198.0,0.0
x,126,14,2820,4,8,174.0,186.0,0.0
x,126,14,1640,8,2,186.0,198.0,0.0
x,126,14,5844,2,1,198.0,1126,0.0
x,126,14,5011,3,3,132.0,138.0,0.0
x,126,14,4718,3,7,138.0,150.0,0.0
x,126,14,5062,7,7,150.0,156.0,0.0
x,126,14,2632,7,3,156.0,168.0,-0.0
x,126,14,5017,3,3,168.0,174.0,0.0
x,126,14,4724,3,7,174.0,186.0,0.0
x,126,14,2671,7,2,186.0,192.0,0.0
x,126,14,2550,2,1,192.0,198.0,0.0
x,126,14,2517,2,12,132.0,144.0,0.0
x,126,14,5121,12,12,144.0,150.0,0.0
x,126,14,5122,12,12,150.0,156.0,0.0
x,126,14,5123,12,12,156.0,162.0,0.0
x,126,14,4711,12,2,162.0,174.0,0.0
x,126,14,2547,2,1,174.0,180.0,0.0
x,126,29,3481,34,38,138.0,150.0,0.0
x,126,29,5434,38,38,150.0,156.0,0.0
x,126,29,5334,30,30,126.0,132.0,0.0
x,126,29,2928,30,34,132.0,144.0,0.0
x,126,29,3482,34,38,144.0,156.0,0.0
x,126,29,3483,34,38,150.0,162.0,0.0
x,126,29,5384,34,34,138.0,144.0,0.0
x,126,29,5435,38,38,156.0,162.0,0.0
x,126,29,5335,30,30,132.0,138.0,0.0
x,126,29,5336,30,30,138.0,144.0,0.0
x,126,29,2930,30,34,144.0,156.0,-0.0
x,126,29,5387,34,34,156.0,162.0,0.0
x,126,29,5436,38,38,162.0,168.0,-0.0
x,126,29,3484,34,38,156.0,168.0,-0.0
x,126,29,2927,30,34,126.0,138.0,0.0
x,126,29,3590,38,34,150.0,162.0,0.0
x,126,29,3485,34,38,162.0,174.0,0.0
x,126,29,5437,38,38,168.0,174.0,0.0
x,126,29,5385,34,34,144.0,150.0,0.0
x,126,29,5386,34,34,150.0,156.0,0.0
x,126,29,5337,30,30,144.0,150.0,0.0
x,126,29,5338,30,30,150.0,156.0,0.0
x,126,29,2932,30,34,156.0,168.0,0.0
x,126,29,5389,34,34,168.0,174.0,0.0
x,126,29,5438,38,38,174.0,180.0,-0.0
x,126,29,3486,34,38,168.0,180.0,-0.0
x,126,29,3592,38,34,162.0,174.0,0.0
x,126,29,3487,34,38,174.0,186.0,0.0
x,126,29,5439,38,38,180.0,186.0,0.0
x,126,29,5339,30,30,156.0,162.0,0.0
x,126,29,5340,30,30,162.0,168.0,0.0
x,126,29,2934,30,34,168.0,180.0,0.0
x,126,29,5391,34,34,180.0,186.0,0.0
x,126,29,2916,30,37,126.0,138.0,0.0
x,126,29,5420,37,37,138.0,144.0,0.0
x,126,29,5421,37,37,144.0,150.0,0.0
x,126,29,5422,37,37,150.0,156.0,0.0
x,126,29,3169,37,30,156.0,168.0,0.0
x,126,29,3488,34,38,180.0,192.0,0.0
x,126,29,2931,30,34,150.0,162.0,0.0
x,126,29,5440,38,38,186.0,192.0,-0.0
x,126,29,2933,30,34,162.0,174.0,0.0
x,126,29,3594,38,34,174.0,186.0,0.0
x,126,29,3489,34,38,186.0,198.0,0.0
x,126,29,8260,38,41,198.0,1126,0.0
x,126,29,2873,30,25,126.0,132.0,1.0
x,126,29,52,25,19,132.0,138.0,0.0
x,126,29,4089,19,20,138.0,150.0,0.0
x,126,29,3548,20,24,150.0,162.0,0.0
x,126,29,4324,24,33,162.0,174.0,0.0
x,126,29,520,33,42,174.0,186.0,0.0
x,126,29,732,42,41,186.0,198.0,0.0
x,126,29,3155,37,45,138.0,150.0,0.0
x,126,29,2295,45,50,150.0,162.0,0.0
x,126,29,2476,50,48,162.0,174.0,0.0
x,126,29,4290,48,51,174.0,186.0,0.0
x,126,29,1388,51,46,186.0,198.0,0.0
x,126,29,8788,46,41,198.0,1126,0.0
x,126,29,3156,37,45,144.0,156.0,0.0
x,126,29,2296,45,50,156.0,168.0,0.0
x,126,29,2477,50,48,168.0,180.0,0.0
x,126,29,4279,48,49,180.0,186.0,0.0
x,126,29,305,49,51,186.0,198.0,0.0
x,126,29,9118,51,41,198.0,1126,0.0
x,126,29,5580,50,50,162.0,168.0,0.0
x,126,29,4291,48,51,180.0,192.0,0.0
x,126,29,5597,51,51,192.0,198.0,0.0
x,126,29,9,25,17,132.0,144.0,-0.0
x,126,29,2027,17,20,144.0,156.0,-0.0
x,126,29,3549,20,24,156.0,168.0,1.0
x,126,29,4325,24,33,168.0,180.0,1.0
x,126,29,521,33,42,180.0,192.0,1.0
x,126,29,5489,42,42,192.0,198.0,1.0
x,126,29,8524,42,41,198.0,1126,1.0
x,126,29,5441,38,38,192.0,198.0,0.0
x,126,29,5341,30,30,168.0,174.0,0.0
x,126,29,5342,30,30,174.0,180.0,0.0
x,126,29,2936,30,34,180.0,192.0,-0.0
x,126,29,5393,34,34,192.0,198.0,-0.0
x,126,29,7996,34,41,198.0,1126,-0.0
x,126,29,2935,30,34,174.0,186.0,0.0
x,126,29,5388,34,34,162.0,168.0,0.0
x,126,29,5390,34,34,174.0,180.0,-0.0
x,126,29,5275,25,25,132.0,138.0,1.0
x,126,29,53,25,19,138.0,144.0,1.0
x,126,29,4090,19,20,144.0,156.0,1.0
x,126,40,798,65,63,150.0,162.0,0.0
x,126,40,797,65,63,144.0,156.0,0.0
x,126,40,5735,63,63,156.0,162.0,0.0
x,126,40,796,65,63,138.0,150.0,0.0
x,126,40,3032,63,65,150.0,162.0,0.0
