varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,150,29,3545,20,24,156.0,168.0,1.0
x,150,29,4321,24,33,168.0,180.0,1.0
x,150,29,517,33,42,180.0,192.0,0.0
x,150,29,5485,42,42,192.0,198.0,0.0
x,150,29,729,42,41,192.0,204.0,0.0
x,150,29,5486,42,42,198.0,204.0,-0.0
x,150,29,5375,33,33,180.0,186.0,1.0
x,150,29,518,33,42,186.0,198.0,0.0
x,150,29,730,42,41,198.0,210.0,0.0
x,150,29,5267,24,24,180.0,186.0,0.0
x,150,29,5268,24,24,186.0,192.0,0.0
x,150,29,4325,24,33,192.0,204.0,0.0
x,150,29,521,33,42,204.0,216.0,0.0
x,150,29,707,42,52,192.0,204.0,0.0
x,150,29,1164,52,41,204.0,216.0,0.0
x,150,29,5376,33,33,186.0,192.0,1.0
x,150,29,519,33,42,192.0,204.0,1.0
x,150,29,731,42,41,204.0,216.0,1.0
x,150,29,5265,24,24,168.0,174.0,0.0
x,150,29,5266,24,24,174.0,180.0,0.0
x,150,29,4322,24,33,174.0,186.0,0.0
x,150,29,3511,20,17,156.0,168.0,0.0
x,150,29,5181,17,17,168.0,174.0,0.0
x,150,29,5182,17,17,174.0,180.0,0.0
x,150,29,1966,17,25,180.0,192.0,0.0
x,150,29,36,25,30,192.0,198.0,0.0
x,150,29,2935,30,34,198.0,210.0,0.0
x,150,29,3489,34,38,210.0,222.0,0.0
x,150,29,8260,38,41,222.0,1150,0.0
x,150,29,718,42,46,192.0,204.0,-0.0
x,150,29,2202,46,41,204.0,216.0,-0.0
x,150,29,5607,52,52,204.0,210.0,0.0
x,150,29,1165,52,41,210.0,222.0,0.0
x,150,29,2028,17,20,174.0,186.0,0.0
x,150,29,5220,20,20,186.0,192.0,0.0
x,150,29,3551,20,24,192.0,204.0,0.0
x,150,29,4327,24,33,204.0,216.0,-0.0
x,150,29,5381,33,33,216.0,222.0,-0.0
x,150,29,7930,33,41,222.0,1150,-0.0
x,150,29,719,42,46,198.0,210.0,0.0
x,150,29,2203,46,41,210.0,222.0,0.0
x,150,29,2181,46,42,210.0,222.0,0.0
x,150,29,8524,42,41,222.0,1150,0.0
x,150,40,5756,65,65,162.0,168.0,0.0
x,150,40,796,65,63,162.0,174.0,0.0
x,150,40,5757,65,65,168.0,174.0,0.0
x,150,40,5734,63,63,174.0,180.0,0.0
x,150,40,797,65,63,168.0,180.0,0.0
x,150,40,5758,65,65,174.0,180.0,0.0
x,150,40,798,65,63,174.0,186.0,0.0
x,150,40,5735,63,63,180.0,186.0,0.0
x,150,40,5759,65,65,180.0,186.0,0.0
x,150,40,5736,63,63,186.0,192.0,0.0
x,150,40,799,65,63,180.0,192.0,0.0
x,150,40,5760,65,65,186.0,192.0,0.0
x,150,40,3032,63,65,174.0,186.0,0.0
x,150,40,800,65,63,186.0,198.0,0.0
x,150,40,5737,63,63,192.0,198.0,0.0
x,150,40,5761,65,65,192.0,198.0,0.0
x,150,40,5738,63,63,198.0,204.0,0.0
x,150,40,801,65,63,192.0,204.0,0.0
x,150,40,5762,65,65,198.0,204.0,0.0
x,150,40,3034,63,65,186.0,198.0,0.0
x,150,40,802,65,63,198.0,210.0,0.0
x,150,40,5739,63,63,204.0,210.0,0.0
x,150,40,5763,65,65,204.0,210.0,0.0
x,150,40,5740,63,63,210.0,216.0,0.0
x,150,40,803,65,63,204.0,216.0,0.0
x,150,40,5764,65,65,210.0,216.0,0.0
x,150,40,1609,66,65,150.0,162.0,0.0
x,150,40,1613,66,65,174.0,186.0,0.0
x,150,40,3036,63,65,198.0,210.0,0.0
x,150,40,804,65,63,210.0,222.0,0.0
x,150,40,9927,63,58,222.0,1150,0.0
x,150,40,1616,66,65,192.0,204.0,0.0
x,150,40,5741,63,63,216.0,222.0,0.0
x,150,40,1614,66,65,180.0,192.0,0.0
x,150,40,1612,66,65,168.0,180.0,0.0
x,150,40,1611,66,65,162.0,174.0,0.0
x,150,40,5765,65,65,216.0,222.0,0.0
x,150,40,10059,65,58,222.0,1150,0.0
x,150,40,1610,66,65,156.0,168.0,0.0
x,150,40,1619,66,65,210.0,222.0,0.0
x,150,40,1618,66,65,204.0,216.0,0.0
x,150,40,10125,66,58,222.0,1150,1.0
x,150,40,1617,66,65,198.0,210.0,0.0
x,150,46,5739,63,63,204.0,210.0,0.0
x,150,46,5737,63,63,192.0,198.0,0.0
x,150,46,5738,63,63,198.0,204.0,-0.0
x,150,46,5735,63,63,180.0,186.0,0.0
x,150,46,5736,63,63,186.0,192.0,-0.0
x,150,46,5732,63,63,162.0,168.0,0.0
x,150,46,5733,63,63,168.0,174.0,0.0
x,150,46,5734,63,63,174.0,180.0,0.0
x,150,46,5740,63,63,210.0,216.0,0.0
x,150,46,794,65,63,150.0,162.0,0.0
x,150,46,804,65,63,210.0,222.0,0.0
x,150,46,9900,63,31,222.0,1150,1.0
