varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,54,2,1800,12,9,72.0,78.0,0.0
x,54,2,1049,29,22,54.0,66.0,0.0
x,54,2,3742,22,12,66.0,78.0,0.0
x,54,2,3427,26,22,60.0,66.0,1.0
x,54,2,1027,29,26,54.0,60.0,1.0
x,54,2,3343,26,15,60.0,72.0,0.0
x,54,2,641,15,12,72.0,78.0,-0.0
x,54,2,3405,26,18,60.0,72.0,-0.0
x,54,2,3100,18,12,72.0,78.0,-0.0
x,54,2,5229,21,21,72.0,78.0,0.0
x,54,2,3376,26,12,60.0,72.0,0.0
x,54,2,4708,12,2,72.0,84.0,-0.0
x,54,2,1029,29,26,66.0,72.0,-0.0
x,54,2,3378,26,12,72.0,84.0,-0.0
x,54,2,1028,29,26,60.0,66.0,-0.0
x,54,2,3406,26,18,66.0,78.0,0.0
x,54,2,3101,18,12,78.0,84.0,-0.0
x,54,2,3089,18,9,72.0,84.0,1.0
x,54,2,1245,9,5,78.0,84.0,-0.0
x,54,2,3377,26,12,66.0,78.0,0.0
x,54,2,4709,12,2,78.0,90.0,0.0
x,54,2,5322,29,29,54.0,60.0,0.0
x,54,2,3344,26,15,66.0,78.0,0.0
x,54,2,631,15,9,78.0,90.0,0.0
x,54,2,3379,26,12,78.0,90.0,0.0
x,54,2,1051,29,22,66.0,78.0,0.0
x,54,2,3744,22,12,78.0,90.0,0.0
x,54,2,1281,9,2,78.0,90.0,0.0
x,54,2,3706,22,15,78.0,90.0,0.0
x,54,2,5323,29,29,60.0,66.0,0.0
x,54,2,3345,26,15,72.0,84.0,-0.0
x,54,2,643,15,12,84.0,90.0,-0.0
x,54,2,1801,12,9,78.0,84.0,-0.0
x,54,2,1246,9,5,84.0,90.0,-0.0
x,54,2,5324,29,29,66.0,72.0,0.0
x,54,2,1030,29,26,72.0,78.0,-0.0
x,54,2,1803,12,9,90.0,96.0,-0.0
x,54,2,3346,26,15,78.0,90.0,0.0
x,54,2,644,15,12,90.0,96.0,0.0
x,54,2,3408,26,18,78.0,90.0,0.0
x,54,2,3103,18,12,90.0,96.0,-0.0
x,54,2,823,5,3,90.0,96.0,-0.0
x,54,2,337,27,29,66.0,78.0,0.0
x,54,2,1031,29,26,78.0,84.0,0.0
x,54,2,3380,26,12,84.0,96.0,-0.0
x,54,2,1052,29,22,72.0,84.0,-0.0
x,54,2,3745,22,12,84.0,96.0,-0.0
x,54,2,4710,12,2,84.0,96.0,-0.0
x,54,2,4423,9,6,78.0,90.0,0.0
x,54,2,452,6,3,90.0,96.0,0.0
x,54,2,5288,26,26,66.0,72.0,-0.0
x,54,2,5287,26,26,60.0,66.0,-0.0
x,54,2,1292,9,4,78.0,90.0,0.0
x,54,2,5028,4,4,90.0,96.0,0.0
x,54,2,857,5,2,84.0,96.0,-0.0
x,54,2,1282,9,2,84.0,96.0,1.0
x,54,2,3429,26,22,72.0,78.0,-0.0
x,54,2,3755,22,18,78.0,84.0,-0.0
x,54,2,3102,18,12,84.0,90.0,-0.0
x,54,2,4711,12,2,90.0,102.0,0.0
x,54,2,3756,22,18,84.0,90.0,-0.0
x,54,2,3092,18,9,90.0,102.0,0.0
x,54,2,3428,26,22,66.0,72.0,-0.0
x,54,2,3754,22,18,72.0,78.0,-0.0
x,54,2,5301,27,27,72.0,78.0,0.0
x,54,2,382,27,23,78.0,90.0,0.0
x,54,2,3023,23,19,90.0,102.0,0.0
x,54,2,2667,7,2,90.0,96.0,0.0
x,54,2,3753,22,18,66.0,72.0,1.0
x,54,2,3077,18,15,72.0,78.0,-0.0
x,54,2,642,15,12,78.0,84.0,-0.0
x,54,2,977,29,27,54.0,66.0,0.0
x,54,2,5300,27,27,66.0,72.0,0.0
x,54,2,381,27,23,72.0,84.0,0.0
