varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,24,1,2305,45,37,42.0,54.0,0.0
x,24,1,3983,53,45,24.0,36.0,1.0
x,24,1,2304,45,37,36.0,48.0,1.0
x,24,1,3960,53,56,24.0,30.0,0.0
x,24,1,153,56,45,30.0,42.0,0.0
x,24,1,5517,45,45,42.0,48.0,0.0
x,24,1,2306,45,37,48.0,60.0,-0.0
x,24,1,4378,53,64,24.0,36.0,0.0
x,24,1,188,64,56,36.0,48.0,0.0
x,24,1,156,56,45,48.0,60.0,0.0
x,24,1,2308,45,37,60.0,72.0,0.0
x,24,1,5516,45,45,36.0,42.0,-0.0
x,24,1,154,56,45,36.0,48.0,-0.0
x,24,1,2307,45,37,54.0,66.0,0.0
x,24,1,3948,53,55,24.0,30.0,0.0
x,24,1,5635,55,55,30.0,36.0,0.0
x,24,1,165,55,56,36.0,42.0,0.0
x,24,1,155,56,45,42.0,54.0,0.0
x,24,1,164,55,56,30.0,36.0,0.0
x,24,1,5519,45,45,54.0,60.0,0.0
x,24,1,5518,45,45,48.0,54.0,-0.0
x,24,1,2309,45,37,66.0,78.0,0.0
x,24,1,2273,45,56,42.0,54.0,0.0
x,24,1,157,56,45,54.0,66.0,0.0
x,24,1,5521,45,45,66.0,72.0,0.0
x,24,1,2310,45,37,72.0,84.0,0.0
x,24,1,76,55,60,30.0,42.0,0.0
x,24,1,1423,60,64,42.0,54.0,0.0
x,24,1,191,64,56,54.0,66.0,0.0
x,24,1,159,56,45,66.0,78.0,0.0
x,24,1,2311,45,37,78.0,90.0,0.0
x,24,1,190,64,56,48.0,60.0,0.0
x,24,1,158,56,45,60.0,72.0,0.0
x,24,1,5744,64,64,36.0,42.0,0.0
x,24,1,5745,64,64,42.0,48.0,0.0
x,24,1,189,64,56,42.0,54.0,0.0
x,24,1,2294,45,50,42.0,54.0,0.0
x,24,1,2454,50,45,54.0,66.0,0.0
x,24,1,4358,55,64,30.0,42.0,0.0
x,24,1,5522,45,45,72.0,78.0,0.0
x,24,2,4176,32,26,42.0,54.0,0.0
x,24,2,3380,26,12,54.0,66.0,0.0
x,24,2,1804,12,9,66.0,72.0,-0.0
x,24,2,604,39,35,24.0,30.0,0.0
x,24,2,3829,35,29,30.0,42.0,0.0
x,24,2,1030,29,26,42.0,48.0,-0.0
x,24,2,3379,26,12,48.0,60.0,0.0
x,24,2,4711,12,2,60.0,72.0,-0.0
x,24,2,3859,35,32,30.0,36.0,-0.0
x,24,2,4143,32,29,36.0,42.0,-0.0
x,24,2,1052,29,22,42.0,54.0,0.0
x,24,2,3745,22,12,54.0,66.0,0.0
x,24,2,4175,32,26,36.0,48.0,-0.0
x,24,2,571,39,31,24.0,36.0,0.0
x,24,2,1550,31,29,36.0,48.0,0.0
x,24,2,1031,29,26,48.0,54.0,-0.0
x,24,2,3347,26,15,54.0,66.0,0.0
x,24,2,645,15,12,66.0,72.0,-0.0
x,24,2,616,39,32,24.0,36.0,0.0
x,24,2,5395,35,35,30.0,36.0,0.0
x,24,2,3860,35,32,36.0,42.0,0.0
x,24,2,3409,26,18,54.0,66.0,0.0
x,24,2,3104,18,12,66.0,72.0,0.0
x,24,2,3707,22,15,54.0,66.0,0.0
x,24,2,3756,22,18,54.0,60.0,-0.0
x,24,2,3092,18,9,60.0,72.0,-0.0
x,24,2,3430,26,22,48.0,54.0,-0.0
x,24,2,3103,18,12,60.0,66.0,-0.0
x,24,2,3093,18,9,66.0,78.0,0.0
x,24,2,4712,12,2,66.0,78.0,0.0
x,24,2,634,15,9,66.0,78.0,0.0
x,24,2,1803,12,9,60.0,66.0,0.0
x,24,2,1284,9,2,66.0,78.0,0.0
x,24,2,1053,29,22,48.0,60.0,0.0
x,24,2,3746,22,12,60.0,72.0,0.0
x,24,2,1805,12,9,72.0,78.0,0.0
x,24,2,1054,29,22,54.0,66.0,0.0
x,24,2,3747,22,12,66.0,78.0,0.0
x,24,2,3830,35,29,36.0,48.0,-0.0
x,24,2,1524,31,27,36.0,48.0,0.0
x,24,2,403,27,21,48.0,60.0,0.0
x,24,2,4617,21,16,60.0,72.0,0.0
x,24,2,1891,16,11,72.0,78.0,0.0
x,24,2,4734,9,7,66.0,78.0,0.0
x,24,2,5291,26,26,54.0,60.0,-0.0
x,24,2,3432,26,22,60.0,66.0,0.0
x,24,2,5326,29,29,48.0,54.0,-0.0
x,24,2,1032,29,26,54.0,60.0,-0.0
x,24,2,3348,26,15,60.0,72.0,-0.0
x,24,2,646,15,12,72.0,78.0,0.0
x,24,2,3410,26,18,60.0,72.0,-0.0
x,24,2,3105,18,12,72.0,78.0,0.0
x,24,2,1249,9,5,72.0,78.0,0.0
x,24,2,3408,26,18,48.0,60.0,-0.0
x,24,2,1295,9,4,66.0,78.0,0.0
x,24,2,5361,32,32,42.0,48.0,-0.0
x,24,2,4123,32,27,48.0,60.0,0.0
x,24,2,405,27,21,60.0,72.0,0.0
x,24,2,5234,21,21,72.0,78.0,0.0
x,24,2,3431,26,22,54.0,60.0,0.0
x,24,2,3708,22,15,60.0,72.0,0.0
x,24,2,3757,22,18,60.0,66.0,-0.0
x,24,2,3080,18,15,60.0,66.0,0.0
x,24,2,3381,26,12,60.0,72.0,0.0
x,24,2,4144,32,29,42.0,48.0,0.0
x,24,2,3081,18,15,66.0,72.0,0.0
x,24,2,1551,31,29,42.0,54.0,0.0
x,24,2,4713,12,2,72.0,84.0,0.0
x,24,2,3346,26,15,48.0,60.0,-0.0
x,24,2,644,15,12,60.0,66.0,-0.0
x,24,2,980,29,27,42.0,54.0,0.0
x,24,2,340,27,29,54.0,66.0,0.0
x,24,2,1034,29,26,66.0,72.0,1.0
x,24,2,3383,26,12,72.0,84.0,1.0
x,24,2,1285,9,2,72.0,84.0,-0.0
x,24,2,5396,35,35,36.0,42.0,1.0
x,24,2,5397,35,35,42.0,48.0,0.0
x,24,2,3832,35,29,48.0,60.0,-0.0
x,24,2,1033,29,26,60.0,66.0,0.0
x,24,2,3411,26,18,66.0,78.0,0.0
x,24,2,3106,18,12,78.0,84.0,0.0
x,24,2,1344,9,1,66.0,78.0,0.0
x,24,2,3934,1,2,78.0,84.0,0.0
x,24,2,5290,26,26,48.0,54.0,-0.0
x,24,2,3094,18,9,72.0,84.0,-0.0
x,24,2,1345,9,1,72.0,84.0,0.0
x,24,2,5360,32,32,36.0,42.0,0.0
x,24,2,1261,9,10,66.0,78.0,0.0
x,24,2,1728,10,6,78.0,84.0,0.0
x,24,2,5325,29,29,42.0,48.0,-0.0
x,24,2,1250,9,5,78.0,84.0,-0.0
x,24,2,5348,31,31,36.0,42.0,0.0
x,24,2,2670,7,2,78.0,84.0,0.0
x,24,2,5067,7,7,78.0,84.0,0.0
x,24,2,5243,22,22,54.0,60.0,-0.0
x,24,2,559,39,40,24.0,30.0,0.0
x,24,2,275,40,35,30.0,42.0,0.0
x,24,2,3382,26,12,66.0,78.0,0.0
x,24,2,4714,12,2,78.0,90.0,0.0
x,24,2,5327,29,29,54.0,60.0,1.0
x,24,2,3349,26,15,66.0,78.0,0.0
x,24,2,636,15,9,78.0,90.0,0.0
x,24,2,5398,35,35,48.0,54.0,0.0
x,24,2,5399,35,35,54.0,60.0,0.0
x,24,2,3864,35,32,60.0,66.0,0.0
x,24,2,4180,32,26,66.0,78.0,0.0
x,24,2,3384,26,12,78.0,90.0,0.0
x,24,2,5455,40,40,30.0,36.0,0.0
x,24,2,5456,40,40,36.0,42.0,0.0
x,24,2,277,40,35,42.0,54.0,0.0
x,24,2,3833,35,29,54.0,66.0,0.0
x,24,2,1056,29,22,66.0,78.0,0.0
x,24,2,3749,22,12,78.0,90.0,0.0
x,24,2,861,5,2,78.0,90.0,0.0
x,24,2,1870,16,10,72.0,84.0,0.0
x,24,2,1729,10,6,84.0,90.0,0.0
x,24,2,1248,9,5,66.0,72.0,0.0
x,24,2,860,5,2,72.0,84.0,-0.0
x,24,2,4459,10,5,78.0,90.0,0.0
x,24,2,1286,9,2,78.0,90.0,0.0
x,24,2,1525,31,27,42.0,54.0,0.0
x,24,2,3711,22,15,78.0,90.0,0.0
x,24,2,825,5,3,72.0,78.0,0.0
x,24,2,950,3,2,78.0,84.0,0.0
x,24,2,4781,10,4,78.0,90.0,0.0
x,24,2,4735,9,7,72.0,84.0,0.0
x,24,2,2671,7,2,84.0,90.0,-0.0
x,24,2,5328,29,29,60.0,66.0,1.0
x,24,2,3350,26,15,72.0,84.0,0.0
x,24,2,648,15,12,84.0,90.0,0.0
x,24,2,883,5,1,78.0,90.0,0.0
x,24,2,1806,12,9,78.0,84.0,0.0
x,24,2,1251,9,5,84.0,90.0,0.0
x,24,2,4751,31,28,36.0,48.0,0.0
x,24,2,2753,28,23,48.0,54.0,0.0
x,24,2,1505,23,17,54.0,60.0,0.0
x,24,2,1997,17,11,60.0,72.0,0.0
x,24,2,2580,11,10,72.0,78.0,0.0
x,24,2,582,39,36,24.0,36.0,0.0
x,24,2,2115,36,31,36.0,48.0,0.0
x,24,2,5350,31,31,48.0,54.0,0.0
x,24,2,1553,31,29,54.0,66.0,0.0
x,24,2,5329,29,29,66.0,72.0,0.0
x,24,2,1035,29,26,72.0,78.0,0.0
x,24,2,1808,12,9,90.0,96.0,-0.0
x,24,2,6307,9,2,96.0,1024,-0.0
x,24,2,5125,12,12,66.0,72.0,-0.0
x,24,2,605,39,35,30.0,36.0,1.0
