varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,30,1,2304,45,37,42.0,54.0,0.0
x,30,1,2303,45,37,36.0,48.0,1.0
x,30,1,5516,45,45,42.0,48.0,0.0
x,30,1,2305,45,37,48.0,60.0,0.0
x,30,1,2307,45,37,60.0,72.0,-0.0
x,30,1,5515,45,45,36.0,42.0,0.0
x,30,1,2306,45,37,54.0,66.0,0.0
x,30,1,5518,45,45,54.0,60.0,0.0
x,30,1,5517,45,45,48.0,54.0,0.0
x,30,1,2308,45,37,66.0,78.0,0.0
x,30,1,2272,45,56,42.0,54.0,0.0
x,30,1,156,56,45,54.0,66.0,0.0
x,30,1,5520,45,45,66.0,72.0,0.0
x,30,1,2309,45,37,72.0,84.0,0.0
x,30,1,2310,45,37,78.0,90.0,0.0
x,30,1,2293,45,50,42.0,54.0,0.0
x,30,1,2453,50,45,54.0,66.0,0.0
x,30,1,5521,45,45,72.0,78.0,0.0
x,30,2,4175,32,26,42.0,54.0,0.0
x,30,2,3379,26,12,54.0,66.0,0.0
x,30,2,1803,12,9,66.0,72.0,0.0
x,30,2,1030,29,26,48.0,54.0,0.0
x,30,2,3346,26,15,54.0,66.0,0.0
x,30,2,644,15,12,66.0,72.0,0.0
x,30,2,3859,35,32,36.0,42.0,1.0
x,30,2,3408,26,18,54.0,66.0,0.0
x,30,2,3103,18,12,66.0,72.0,-0.0
x,30,2,3092,18,9,66.0,78.0,0.0
x,30,2,4711,12,2,66.0,78.0,0.0
x,30,2,633,15,9,66.0,78.0,0.0
x,30,2,1052,29,22,48.0,60.0,-0.0
x,30,2,3745,22,12,60.0,72.0,-0.0
x,30,2,1804,12,9,72.0,78.0,0.0
x,30,2,1053,29,22,54.0,66.0,0.0
x,30,2,3746,22,12,66.0,78.0,0.0
x,30,2,3829,35,29,36.0,48.0,-0.0
x,30,2,5290,26,26,54.0,60.0,-0.0
x,30,2,3431,26,22,60.0,66.0,0.0
x,30,2,5325,29,29,48.0,54.0,1.0
x,30,2,1031,29,26,54.0,60.0,-0.0
x,30,2,3347,26,15,60.0,72.0,-0.0
x,30,2,645,15,12,72.0,78.0,0.0
x,30,2,3409,26,18,60.0,72.0,0.0
x,30,2,3104,18,12,72.0,78.0,0.0
x,30,2,1248,9,5,72.0,78.0,0.0
x,30,2,5360,32,32,42.0,48.0,-0.0
x,30,2,4122,32,27,48.0,60.0,0.0
x,30,2,404,27,21,60.0,72.0,0.0
x,30,2,5233,21,21,72.0,78.0,0.0
x,30,2,3430,26,22,54.0,60.0,0.0
x,30,2,3707,22,15,60.0,72.0,-0.0
x,30,2,3756,22,18,60.0,66.0,0.0
