varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,18,1,2306,45,37,42.0,54.0,0.0
x,18,1,3984,53,45,24.0,36.0,1.0
x,18,1,2305,45,37,36.0,48.0,1.0
x,18,1,3961,53,56,24.0,30.0,0.0
x,18,1,154,56,45,30.0,42.0,0.0
x,18,1,5518,45,45,42.0,48.0,0.0
x,18,1,2307,45,37,48.0,60.0,-0.0
x,18,1,4379,53,64,24.0,36.0,0.0
x,18,1,189,64,56,36.0,48.0,0.0
x,18,1,157,56,45,48.0,60.0,0.0
x,18,1,2309,45,37,60.0,72.0,0.0
x,18,1,5517,45,45,36.0,42.0,-0.0
x,18,1,155,56,45,36.0,48.0,-0.0
x,18,1,2308,45,37,54.0,66.0,0.0
x,18,1,3949,53,55,24.0,30.0,0.0
x,18,1,5636,55,55,30.0,36.0,0.0
x,18,1,166,55,56,36.0,42.0,0.0
x,18,1,156,56,45,42.0,54.0,0.0
x,18,1,165,55,56,30.0,36.0,0.0
x,18,1,5520,45,45,54.0,60.0,0.0
x,18,1,5519,45,45,48.0,54.0,0.0
x,18,1,2310,45,37,66.0,78.0,0.0
x,18,1,2274,45,56,42.0,54.0,0.0
x,18,1,158,56,45,54.0,66.0,0.0
x,18,1,5522,45,45,66.0,72.0,0.0
x,18,1,2311,45,37,72.0,84.0,0.0
x,18,1,77,55,60,30.0,42.0,0.0
x,18,1,1424,60,64,42.0,54.0,0.0
x,18,1,192,64,56,54.0,66.0,0.0
x,18,1,160,56,45,66.0,78.0,0.0
x,18,1,2312,45,37,78.0,90.0,0.0
x,18,1,4381,53,64,36.0,48.0,0.0
x,18,1,191,64,56,48.0,60.0,0.0
x,18,1,159,56,45,60.0,72.0,0.0
x,18,1,5745,64,64,36.0,42.0,0.0
x,18,1,5746,64,64,42.0,48.0,0.0
x,18,1,190,64,56,42.0,54.0,0.0
x,18,1,2295,45,50,42.0,54.0,0.0
x,18,1,2455,50,45,54.0,66.0,0.0
x,18,2,4177,32,26,42.0,54.0,0.0
x,18,2,3381,26,12,54.0,66.0,0.0
x,18,2,1805,12,9,66.0,72.0,0.0
x,18,2,605,39,35,24.0,30.0,1.0
x,18,2,3830,35,29,30.0,42.0,0.0
x,18,2,1031,29,26,42.0,48.0,1.0
x,18,2,3380,26,12,48.0,60.0,0.0
x,18,2,4712,12,2,60.0,72.0,-0.0
