varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,78,2,1242,9,5,84.0,90.0,0.0
x,78,2,819,5,3,90.0,96.0,-0.0
x,78,2,1278,9,2,84.0,96.0,1.0
x,78,2,1279,9,2,90.0,102.0,0.0
x,78,2,944,3,2,96.0,102.0,-0.0
x,78,2,449,6,3,96.0,102.0,0.0
x,78,2,4728,9,7,84.0,96.0,0.0
x,78,2,2664,7,2,96.0,102.0,0.0
x,78,2,1243,9,5,90.0,96.0,0.0
x,78,2,820,5,3,96.0,102.0,0.0
x,78,2,854,5,2,90.0,102.0,0.0
x,78,2,4421,9,6,90.0,102.0,0.0
x,78,2,450,6,3,102.0,108.0,0.0
x,78,2,821,5,3,102.0,108.0,0.0
x,78,2,945,3,2,102.0,108.0,-0.0
x,78,2,5014,3,3,102.0,108.0,0.0
x,78,2,1280,9,2,96.0,108.0,0.0
x,78,2,1244,9,5,96.0,102.0,0.0
x,78,2,4729,9,7,90.0,102.0,0.0
x,78,2,2665,7,2,102.0,108.0,0.0
x,78,2,855,5,2,96.0,108.0,0.0
x,78,2,1281,9,2,102.0,114.0,0.0
x,78,2,1634,8,2,102.0,114.0,0.0
x,78,2,856,5,2,102.0,114.0,0.0
x,78,2,2631,7,3,102.0,114.0,0.0
x,78,2,946,3,2,108.0,114.0,0.0
x,78,2,1290,9,4,90.0,102.0,0.0
x,78,2,2786,4,5,102.0,114.0,0.0
x,78,2,2666,7,2,108.0,114.0,0.0
x,78,2,2774,4,6,102.0,108.0,0.0
x,78,2,451,6,3,108.0,114.0,0.0
x,78,2,1256,9,10,90.0,102.0,0.0
x,78,2,4454,10,5,102.0,114.0,0.0
x,78,2,2805,4,9,102.0,114.0,0.0
x,78,2,4776,10,4,102.0,114.0,0.0
x,78,2,5061,7,7,96.0,102.0,0.0
x,78,2,2630,7,3,96.0,108.0,0.0
x,78,2,5083,9,9,84.0,90.0,0.0
x,78,2,4720,3,7,102.0,114.0,0.0
x,78,2,2667,7,2,114.0,120.0,0.0
x,78,2,1245,9,5,102.0,108.0,0.0
x,78,2,822,5,3,108.0,114.0,0.0
x,78,2,947,3,2,114.0,120.0,0.0
x,78,2,5084,9,9,90.0,96.0,0.0
x,78,2,4730,9,7,96.0,108.0,0.0
x,78,2,5063,7,7,108.0,114.0,0.0
x,78,2,4423,9,6,102.0,114.0,0.0
x,78,2,452,6,3,114.0,120.0,0.0
x,78,2,2652,7,8,96.0,102.0,0.0
x,78,2,857,5,2,108.0,120.0,0.0
x,78,2,4731,9,7,102.0,114.0,0.0
x,78,2,807,5,6,90.0,96.0,0.0
x,78,2,4763,6,4,96.0,102.0,0.0
x,78,2,1283,9,2,114.0,126.0,0.0
x,78,2,5086,9,9,102.0,108.0,0.0
x,78,2,1246,9,5,108.0,114.0,0.0
x,78,2,823,5,3,114.0,120.0,0.0
x,78,2,948,3,2,120.0,126.0,0.0
x,78,2,5098,10,10,102.0,108.0,0.0
x,78,2,5099,10,10,108.0,114.0,0.0
x,78,2,4456,10,5,114.0,126.0,0.0
x,78,2,4455,10,5,108.0,120.0,0.0
x,78,2,824,5,3,120.0,126.0,0.0
x,78,2,2633,7,3,114.0,126.0,0.0
x,78,2,949,3,2,126.0,132.0,0.0
x,78,2,1289,9,4,84.0,96.0,0.0
x,78,2,2773,4,6,96.0,102.0,0.0
x,78,2,5085,9,9,96.0,102.0,0.0
x,78,2,4424,9,6,108.0,120.0,0.0
x,78,2,453,6,3,120.0,126.0,0.0
x,78,2,2632,7,3,108.0,120.0,0.0
x,78,2,825,5,3,126.0,132.0,0.0
x,78,2,1291,9,4,96.0,108.0,0.0
x,78,2,2787,4,5,108.0,120.0,0.0
x,78,2,859,5,2,120.0,132.0,0.0
x,78,2,1294,9,4,114.0,126.0,0.0
x,78,2,2778,4,6,126.0,132.0,0.0
x,78,2,5027,4,4,108.0,114.0,0.0
x,78,2,2788,4,5,114.0,126.0,0.0
x,78,2,4422,9,6,96.0,108.0,0.0
x,78,2,1255,9,10,84.0,96.0,-0.0
x,78,2,5097,10,10,96.0,102.0,0.0
x,78,2,1744,10,9,102.0,114.0,0.0
x,78,2,4733,9,7,114.0,126.0,0.0
x,78,2,2669,7,2,126.0,132.0,0.0
x,78,2,4775,10,4,96.0,108.0,0.0
x,78,2,2818,4,8,114.0,126.0,0.0
x,78,2,1638,8,2,126.0,138.0,0.0
x,78,2,4911,8,1,126.0,138.0,0.0
x,78,2,1292,9,4,102.0,114.0,0.0
x,78,2,5087,9,9,108.0,114.0,0.0
x,78,2,4425,9,6,114.0,126.0,0.0
x,78,2,454,6,3,126.0,132.0,0.0
x,78,2,950,3,2,132.0,138.0,0.0
x,78,2,1339,9,1,90.0,102.0,0.0
x,78,2,3941,1,7,102.0,114.0,0.0
x,78,2,2655,7,8,114.0,120.0,0.0
x,78,2,5077,8,8,120.0,126.0,0.0
x,78,2,2635,7,3,126.0,138.0,0.0
x,78,2,951,3,2,138.0,144.0,0.0
x,78,2,1231,9,15,84.0,96.0,0.0
x,78,2,5157,15,15,96.0,102.0,0.0
x,78,2,5158,15,15,102.0,108.0,0.0
x,78,2,5159,15,15,108.0,114.0,0.0
x,78,2,5160,15,15,114.0,120.0,0.0
x,78,2,684,15,22,120.0,126.0,0.0
x,78,2,3748,22,12,126.0,138.0,0.0
x,78,2,4715,12,2,138.0,150.0,0.0
x,78,2,1722,10,6,96.0,102.0,-0.0
x,78,2,970,3,1,108.0,114.0,0.0
x,78,2,3920,1,8,114.0,126.0,0.0
x,78,2,4722,3,7,114.0,126.0,0.0
x,78,2,2775,4,6,108.0,114.0,0.0
x,78,2,5017,3,3,120.0,126.0,-0.0
x,78,2,917,3,9,126.0,138.0,0.0
x,78,2,1287,9,2,138.0,150.0,0.0
x,78,2,1266,9,12,84.0,90.0,0.0
x,78,2,4707,12,2,90.0,102.0,0.0
x,78,2,5066,7,7,126.0,132.0,0.0
x,78,2,2658,7,8,132.0,138.0,0.0
x,78,2,1640,8,2,138.0,150.0,0.0
x,78,2,1723,10,6,102.0,108.0,-0.0
x,78,2,915,3,9,114.0,126.0,0.0
x,78,2,1296,9,4,126.0,138.0,0.0
x,78,2,2780,4,6,138.0,144.0,0.0
x,78,2,457,6,3,144.0,150.0,0.0
x,78,2,5911,3,2,150.0,1078,0.0
x,78,12,3524,20,19,84.0,96.0,1.0
x,78,12,3525,20,19,90.0,102.0,0.0
x,78,12,2049,17,19,96.0,102.0,0.0
x,78,12,3512,20,17,90.0,102.0,0.0
x,78,12,2050,17,19,102.0,108.0,0.0
x,78,12,1942,16,19,102.0,108.0,0.0
x,78,12,3511,20,17,84.0,96.0,-0.0
x,78,12,2005,17,23,96.0,108.0,-0.0
x,78,12,2969,16,23,102.0,114.0,0.0
x,78,12,2990,23,28,108.0,114.0,0.0
x,78,12,2006,17,23,102.0,114.0,0.0
