varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,120,14,817,5,3,120.0,126.0,1.0
x,120,14,874,5,1,120.0,132.0,0.0
x,120,14,818,5,3,126.0,132.0,0.0
x,120,14,966,3,1,126.0,132.0,1.0
x,120,14,875,5,1,126.0,138.0,0.0
x,120,14,448,6,3,132.0,138.0,0.0
x,120,14,2541,2,1,132.0,138.0,-0.0
x,120,14,967,3,1,132.0,138.0,0.0
x,120,14,853,5,2,126.0,138.0,0.0
x,120,14,852,5,2,120.0,132.0,0.0
x,120,14,502,6,1,126.0,138.0,0.0
x,120,14,2542,2,1,138.0,144.0,0.0
x,120,14,5025,4,4,138.0,144.0,0.0
x,120,14,447,6,3,126.0,132.0,0.0
x,120,14,943,3,2,132.0,138.0,0.0
x,120,14,820,5,3,138.0,144.0,-0.0
x,120,14,503,6,1,132.0,144.0,-0.0
x,120,14,968,3,1,138.0,144.0,0.0
x,120,14,5000,2,2,132.0,138.0,0.0
x,120,14,877,5,1,138.0,150.0,0.0
x,120,14,2785,4,5,138.0,150.0,0.0
x,120,14,942,3,2,126.0,132.0,0.0
x,120,14,2773,4,6,138.0,144.0,0.0
x,120,14,450,6,3,144.0,150.0,0.0
x,120,14,5047,6,6,126.0,132.0,0.0
x,120,14,805,5,6,120.0,126.0,0.0
x,120,14,969,3,1,144.0,150.0,-0.0
x,120,14,2544,2,1,150.0,156.0,-0.0
x,120,14,878,5,1,144.0,156.0,-0.0
x,120,14,451,6,3,150.0,156.0,0.0
x,120,14,821,5,3,144.0,150.0,0.0
x,120,14,970,3,1,150.0,156.0,0.0
x,120,14,5027,4,4,150.0,156.0,0.0
x,120,14,505,6,1,144.0,156.0,0.0
x,120,14,822,5,3,150.0,156.0,0.0
x,120,14,855,5,2,138.0,150.0,0.0
x,120,14,806,5,6,126.0,132.0,0.0
x,120,14,879,5,1,150.0,162.0,0.0
x,120,14,2787,4,5,150.0,162.0,0.0
x,120,14,5034,5,5,120.0,126.0,0.0
x,120,14,857,5,2,150.0,162.0,0.0
x,120,14,436,6,5,132.0,138.0,-0.0
x,120,14,971,3,1,156.0,162.0,0.0
x,120,14,2689,7,1,150.0,162.0,0.0
x,120,14,4721,3,7,150.0,162.0,0.0
x,120,14,856,5,2,144.0,156.0,-0.0
x,120,14,2545,2,1,156.0,162.0,0.0
x,120,14,945,3,2,144.0,150.0,-0.0
x,120,14,5003,2,2,150.0,156.0,-0.0
x,120,14,438,6,5,144.0,150.0,0.0
x,120,14,2632,7,3,150.0,162.0,0.0
x,120,14,972,3,1,162.0,168.0,0.0
x,120,14,864,5,4,126.0,138.0,0.0
