varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,108,12,2985,23,28,108.0,114.0,1.0
x,108,12,5250,23,23,108.0,114.0,-0.0
x,108,12,2944,23,27,108.0,120.0,0.0
x,108,12,2986,23,28,114.0,120.0,-0.0
x,108,12,2696,28,27,114.0,120.0,1.0
x,108,12,5251,23,23,114.0,120.0,0.0
x,108,12,2945,23,27,114.0,126.0,0.0
x,108,12,2697,28,27,120.0,126.0,-0.0
x,108,12,2987,23,28,120.0,126.0,0.0
x,108,12,2946,23,27,120.0,132.0,0.0
x,108,12,5253,23,23,126.0,132.0,0.0
x,108,12,2947,23,27,126.0,138.0,0.0
x,108,12,2698,28,27,126.0,132.0,0.0
x,108,12,2988,23,28,126.0,132.0,-0.0
x,108,12,2699,28,27,132.0,138.0,0.0
x,108,12,5252,23,23,120.0,126.0,0.0
x,108,12,5255,23,23,138.0,144.0,0.0
x,108,12,2948,23,27,132.0,144.0,0.0
x,108,12,5311,28,28,114.0,120.0,-0.0
x,108,12,2949,23,27,138.0,150.0,0.0
x,108,12,5254,23,23,132.0,138.0,0.0
x,108,12,2702,28,27,150.0,156.0,0.0
x,108,12,5313,28,28,126.0,132.0,-0.0
x,108,12,2989,23,28,132.0,138.0,-0.0
x,108,12,2700,28,27,138.0,144.0,0.0
x,108,12,2991,23,28,144.0,150.0,0.0
x,108,12,2950,23,27,144.0,156.0,0.0
x,108,12,5314,28,28,132.0,138.0,-0.0
x,108,12,5315,28,28,138.0,144.0,0.0
x,108,12,2755,28,23,144.0,150.0,-0.0
x,108,12,2951,23,27,150.0,162.0,0.0
x,108,12,2718,28,31,114.0,126.0,0.0
x,108,12,1525,31,27,126.0,138.0,0.0
x,108,12,5256,23,23,144.0,150.0,-0.0
x,108,12,2992,23,28,150.0,156.0,0.0
x,108,12,2703,28,27,156.0,162.0,0.0
x,108,12,1527,31,27,138.0,150.0,0.0
x,108,12,4754,31,28,138.0,150.0,0.0
x,108,12,2719,28,31,120.0,132.0,-0.0
x,108,12,5350,31,31,132.0,138.0,0.0
x,108,12,1553,31,29,138.0,150.0,0.0
x,108,12,984,29,27,150.0,162.0,0.0
x,108,12,5349,31,31,126.0,132.0,0.0
x,108,12,2720,28,31,126.0,138.0,0.0
x,108,12,2722,28,31,138.0,150.0,0.0
x,108,12,1529,31,27,150.0,162.0,0.0
x,108,12,2739,28,30,114.0,126.0,0.0
x,108,12,2930,30,34,126.0,138.0,0.0
x,108,12,3464,34,30,138.0,150.0,0.0
x,108,12,5341,30,30,150.0,156.0,0.0
x,108,12,2903,30,28,156.0,168.0,0.0
x,108,12,2705,28,27,168.0,174.0,-0.0
x,108,12,5337,30,30,126.0,132.0,0.0
x,108,12,2899,30,28,132.0,144.0,-0.0
x,108,12,5316,28,28,144.0,150.0,-0.0
x,108,12,2724,28,31,150.0,162.0,0.0
x,108,12,1531,31,27,162.0,174.0,0.0
x,108,12,5351,31,31,138.0,144.0,0.0
x,108,12,1554,31,29,144.0,156.0,0.0
x,108,12,5330,29,29,156.0,162.0,0.0
x,108,12,986,29,27,162.0,174.0,0.0
x,108,12,1528,31,27,144.0,156.0,0.0
x,108,12,1551,31,29,126.0,138.0,0.0
x,108,12,5327,29,29,138.0,144.0,0.0
x,108,12,5328,29,29,144.0,150.0,0.0
x,108,12,5329,29,29,150.0,156.0,-0.0
x,108,12,1080,29,32,162.0,168.0,0.0
x,108,12,4129,32,27,168.0,180.0,0.0
x,108,12,1526,31,27,132.0,144.0,0.0
x,108,12,5352,31,31,144.0,150.0,0.0
x,108,12,1555,31,29,150.0,162.0,0.0
x,108,12,5257,23,23,150.0,156.0,0.0
x,108,12,5258,23,23,156.0,162.0,0.0
x,108,12,2953,23,27,162.0,174.0,0.0
x,108,14,4705,12,2,108.0,120.0,0.0
x,108,14,1797,12,9,108.0,114.0,1.0
x,108,14,1242,9,5,114.0,120.0,1.0
x,108,14,4706,12,2,114.0,126.0,0.0
x,108,14,1289,9,4,114.0,126.0,0.0
x,108,14,2541,2,1,120.0,126.0,-0.0
x,108,14,1243,9,5,120.0,126.0,0.0
x,108,14,1799,12,9,120.0,126.0,-0.0
x,108,14,819,5,3,120.0,126.0,1.0
x,108,14,2664,7,2,126.0,132.0,0.0
x,108,14,1339,9,1,120.0,132.0,0.0
x,108,14,876,5,1,120.0,132.0,-0.0
x,108,14,2542,2,1,126.0,132.0,0.0
x,108,14,1338,9,1,114.0,126.0,0.0
x,108,14,4707,12,2,120.0,132.0,-0.0
x,108,14,2773,4,6,126.0,132.0,0.0
x,108,14,5025,4,4,126.0,132.0,0.0
x,108,14,1244,9,5,126.0,132.0,-0.0
x,108,14,1800,12,9,126.0,132.0,-0.0
x,108,14,820,5,3,126.0,132.0,-0.0
x,108,14,1290,9,4,120.0,132.0,-0.0
x,108,14,1279,9,2,120.0,132.0,-0.0
x,108,14,4708,12,2,126.0,138.0,0.0
x,108,14,1340,9,1,126.0,138.0,0.0
x,108,14,968,3,1,126.0,132.0,1.0
