varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,30,9,25,17,36.0,48.0,1.0000000000015627
y,30,11,25,17,48.0,60.0,1.0000000000006817
y,30,13,25,17,60.0,72.0,0.0
y,30,15,25,17,72.0,84.0,0.0
y,30,17,25,17,84.0,96.0,0.0
y,30,29,25,30,30.0,36.0,0.0
y,30,30,25,30,36.0,42.0,0.0
y,30,31,25,30,42.0,48.0,0.0
y,30,32,25,30,48.0,54.0,0.0
y,30,33,25,30,54.0,60.0,0.0
y,30,34,25,30,60.0,66.0,0.0
y,30,35,25,30,66.0,72.0,0.0
y,30,36,25,30,72.0,78.0,0.0
y,30,37,25,30,78.0,84.0,0.0
y,30,38,25,30,84.0,90.0,0.0
y,30,39,25,30,90.0,96.0,0.0
y,30,40,25,30,96.0,102.0,0.0
y,30,51,25,19,30.0,36.0,0.0
y,30,52,25,19,36.0,42.0,0.0
y,30,53,25,19,42.0,48.0,1.0
y,30,54,25,19,48.0,54.0,0.0
y,30,55,25,19,54.0,60.0,0.0
y,30,56,25,19,60.0,66.0,5.0
y,30,57,25,19,66.0,72.0,0.0
y,30,58,25,19,72.0,78.0,2.0
y,30,59,25,19,78.0,84.0,0.0
y,30,60,25,19,84.0,90.0,0.0
y,30,61,25,19,90.0,96.0,0.0
y,30,62,25,19,96.0,102.0,0.0
y,30,63,3,5,30.0,36.0,0.0
y,30,64,3,5,36.0,42.0,0.0
y,30,65,3,5,42.0,48.0,0.0
y,30,66,3,5,48.0,54.0,0.0
y,30,67,3,5,54.0,60.0,0.0
y,30,68,3,5,60.0,66.0,0.0
y,30,69,3,5,66.0,72.0,0.0
y,30,70,3,5,72.0,78.0,0.0
y,30,71,3,5,78.0,84.0,0.0
y,30,72,3,5,84.0,90.0,0.0
y,30,73,3,5,90.0,96.0,0.0
y,30,74,3,5,96.0,102.0,0.0
y,30,76,55,60,36.0,48.0,0.0
y,30,78,55,60,48.0,60.0,0.0
y,30,80,55,60,60.0,72.0,0.0
y,30,82,55,60,72.0,84.0,0.0
y,30,84,55,60,84.0,96.0,0.0
y,30,93,55,54,36.0,48.0,0.0
y,30,95,55,54,48.0,60.0,0.0
y,30,97,55,54,60.0,72.0,0.0
y,30,99,55,54,72.0,84.0,0.0
y,30,101,55,54,84.0,96.0,0.0
y,30,104,55,50,36.0,48.0,1.0
y,30,106,55,50,48.0,60.0,0.0
y,30,108,55,50,60.0,72.0,0.0
y,30,110,55,50,72.0,84.0,0.0
y,30,112,55,50,84.0,96.0,0.0
y,30,128,56,60,30.0,36.0,0.0
y,30,129,56,60,36.0,42.0,0.0
y,30,130,56,60,42.0,48.0,0.0
y,30,131,56,60,48.0,54.0,0.0
y,30,132,56,60,54.0,60.0,0.0
y,30,133,56,60,60.0,66.0,0.0
y,30,134,56,60,66.0,72.0,0.0
y,30,135,56,60,72.0,78.0,0.0
y,30,136,56,60,78.0,84.0,0.0
y,30,137,56,60,84.0,90.0,0.0
y,30,138,56,60,90.0,96.0,0.0
y,30,139,56,60,96.0,102.0,0.0
y,30,140,14,20,30.0,36.0,0.0
y,30,141,14,20,36.0,42.0,0.0
y,30,142,14,20,42.0,48.0,0.0
y,30,153,56,45,36.0,48.0,1.0
y,30,155,56,45,48.0,60.0,0.0
y,30,157,56,45,60.0,72.0,0.0
y,30,159,56,45,72.0,84.0,0.0
y,30,161,56,45,84.0,96.0,0.0
