varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,48,8,25,17,48.0,60.0,1.0
y,48,10,25,17,60.0,72.0,0.0
y,48,12,25,17,72.0,84.0,0.0
y,48,14,25,17,84.0,96.0,0.0
y,48,16,25,17,96.0,108.0,0.0
y,48,18,25,17,108.0,120.0,0.0
y,48,29,25,30,48.0,54.0,0.0
y,48,30,25,30,54.0,60.0,0.0
y,48,31,25,30,60.0,66.0,0.0
y,48,32,25,30,66.0,72.0,0.0
y,48,33,25,30,72.0,78.0,0.0
y,48,34,25,30,78.0,84.0,0.0
y,48,35,25,30,84.0,90.0,0.0
y,48,36,25,30,90.0,96.0,0.0
y,48,37,25,30,96.0,102.0,0.0
y,48,38,25,30,102.0,108.0,0.0
y,48,39,25,30,108.0,114.0,0.0
y,48,40,25,30,114.0,120.0,0.0
y,48,51,25,19,48.0,54.0,0.0
y,48,52,25,19,54.0,60.0,2.0
y,48,53,25,19,60.0,66.0,0.0
y,48,54,25,19,66.0,72.0,3.0
y,48,55,25,19,72.0,78.0,0.0
y,48,56,25,19,78.0,84.0,1.0
y,48,57,25,19,84.0,90.0,0.0
y,48,58,25,19,90.0,96.0,0.0
y,48,59,25,19,96.0,102.0,0.0
y,48,60,25,19,102.0,108.0,1.0
y,48,61,25,19,108.0,114.0,0.0
y,48,62,25,19,114.0,120.0,0.0
y,48,63,3,5,48.0,54.0,0.0
y,48,64,3,5,54.0,60.0,0.0
y,48,65,3,5,60.0,66.0,0.0
y,48,66,3,5,66.0,72.0,0.0
y,48,67,3,5,72.0,78.0,0.0
y,48,68,3,5,78.0,84.0,0.0
y,48,69,3,5,84.0,90.0,0.0
y,48,70,3,5,90.0,96.0,0.0
y,48,71,3,5,96.0,102.0,0.0
y,48,72,3,5,102.0,108.0,0.0
y,48,73,3,5,108.0,114.0,0.0
y,48,74,3,5,114.0,120.0,0.0
y,48,75,55,60,48.0,60.0,0.0
y,48,77,55,60,60.0,72.0,0.0
y,48,79,55,60,72.0,84.0,0.0
y,48,81,55,60,84.0,96.0,0.0
y,48,83,55,60,96.0,108.0,0.0
y,48,85,55,60,108.0,120.0,0.0
y,48,92,55,54,48.0,60.0,0.0
y,48,94,55,54,60.0,72.0,0.0
y,48,96,55,54,72.0,84.0,0.0
y,48,98,55,54,84.0,96.0,0.0
y,48,100,55,54,96.0,108.0,0.0
y,48,102,55,54,108.0,120.0,0.0
y,48,103,55,50,48.0,60.0,0.0
y,48,105,55,50,60.0,72.0,0.0
y,48,107,55,50,72.0,84.0,0.0
y,48,109,55,50,84.0,96.0,1.0
y,48,111,55,50,96.0,108.0,0.0
y,48,113,55,50,108.0,120.0,0.0
y,48,128,56,60,48.0,54.0,0.0
y,48,129,56,60,54.0,60.0,0.0
y,48,130,56,60,60.0,66.0,0.0
y,48,131,56,60,66.0,72.0,0.0
y,48,132,56,60,72.0,78.0,0.0
y,48,133,56,60,78.0,84.0,0.0
y,48,134,56,60,84.0,90.0,0.0
y,48,135,56,60,90.0,96.0,0.0
y,48,136,56,60,96.0,102.0,0.0
y,48,137,56,60,102.0,108.0,0.0
y,48,138,56,60,108.0,114.0,0.0
y,48,139,56,60,114.0,120.0,0.0
y,48,140,14,20,48.0,54.0,0.0
y,48,141,14,20,54.0,60.0,0.0
y,48,142,14,20,60.0,66.0,0.0
y,48,143,14,20,66.0,72.0,0.0
y,48,152,56,45,48.0,60.0,2.0
y,48,154,56,45,60.0,72.0,0.0
y,48,156,56,45,72.0,84.0,0.0
y,48,158,56,45,84.0,96.0,1.0
y,48,160,56,45,96.0,108.0,0.0
y,48,162,56,45,108.0,120.0,0.0
y,48,163,55,56,48.0,54.0,0.0
y,48,164,55,56,54.0,60.0,0.0
y,48,165,55,56,60.0,66.0,0.0
y,48,166,55,56,66.0,72.0,0.0
y,48,167,55,56,72.0,78.0,0.0
y,48,168,55,56,78.0,84.0,0.0
y,48,169,55,56,84.0,90.0,0.0
y,48,170,55,56,90.0,96.0,0.0
y,48,171,55,56,96.0,102.0,0.0
y,48,172,55,56,102.0,108.0,0.0
