varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,156,8,25,17,156.0,168.0,0.0
y,156,10,25,17,168.0,180.0,0.0
y,156,12,25,17,180.0,192.0,0.0
y,156,14,25,17,192.0,204.0,0.0
y,156,16,25,17,204.0,216.0,0.0
y,156,18,25,17,216.0,228.0,0.0
y,156,29,25,30,156.0,162.0,0.0
y,156,30,25,30,162.0,168.0,0.0
y,156,31,25,30,168.0,174.0,0.0
y,156,32,25,30,174.0,180.0,0.0
y,156,33,25,30,180.0,186.0,0.0
y,156,34,25,30,186.0,192.0,0.0
y,156,35,25,30,192.0,198.0,0.0
y,156,36,25,30,198.0,204.0,0.0
y,156,37,25,30,204.0,210.0,0.0
y,156,38,25,30,210.0,216.0,0.0
y,156,39,25,30,216.0,222.0,0.0
y,156,40,25,30,222.0,228.0,0.0
y,156,51,25,19,156.0,162.0,0.0
y,156,52,25,19,162.0,168.0,0.0
y,156,53,25,19,168.0,174.0,0.0
y,156,54,25,19,174.0,180.0,0.0
y,156,55,25,19,180.0,186.0,0.0
y,156,56,25,19,186.0,192.0,1.0
y,156,57,25,19,192.0,198.0,0.0
y,156,58,25,19,198.0,204.0,0.0
y,156,59,25,19,204.0,210.0,0.0
y,156,60,25,19,210.0,216.0,0.0
y,156,61,25,19,216.0,222.0,0.0
y,156,62,25,19,222.0,228.0,0.0
y,156,63,3,5,156.0,162.0,0.0
y,156,64,3,5,162.0,168.0,0.0
y,156,65,3,5,168.0,174.0,0.0
y,156,66,3,5,174.0,180.0,0.0
y,156,67,3,5,180.0,186.0,0.0
y,156,68,3,5,186.0,192.0,0.0
y,156,69,3,5,192.0,198.0,0.0
y,156,70,3,5,198.0,204.0,0.0
y,156,71,3,5,204.0,210.0,0.0
y,156,72,3,5,210.0,216.0,0.0
y,156,73,3,5,216.0,222.0,0.0
y,156,74,3,5,222.0,228.0,0.0
y,156,75,55,60,156.0,168.0,0.0
y,156,77,55,60,168.0,180.0,0.0
y,156,79,55,60,180.0,192.0,0.0
y,156,81,55,60,192.0,204.0,0.0
y,156,83,55,60,204.0,216.0,0.0
y,156,85,55,60,216.0,228.0,0.0
y,156,92,55,54,156.0,168.0,0.0
y,156,94,55,54,168.0,180.0,0.0
y,156,96,55,54,180.0,192.0,0.0
y,156,98,55,54,192.0,204.0,0.0
y,156,100,55,54,204.0,216.0,0.0
y,156,102,55,54,216.0,228.0,0.0
y,156,103,55,50,156.0,168.0,4.0
y,156,105,55,50,168.0,180.0,0.0
y,156,107,55,50,180.0,192.0,0.0
y,156,109,55,50,192.0,204.0,0.0
y,156,111,55,50,204.0,216.0,0.0
y,156,113,55,50,216.0,228.0,0.0
y,156,128,56,60,156.0,162.0,0.0
y,156,129,56,60,162.0,168.0,0.0
y,156,130,56,60,168.0,174.0,0.0
y,156,131,56,60,174.0,180.0,0.0
y,156,132,56,60,180.0,186.0,0.0
y,156,133,56,60,186.0,192.0,0.0
y,156,134,56,60,192.0,198.0,0.0
y,156,135,56,60,198.0,204.0,0.0
y,156,136,56,60,204.0,210.0,0.0
y,156,137,56,60,210.0,216.0,0.0
y,156,138,56,60,216.0,222.0,0.0
y,156,139,56,60,222.0,228.0,0.0
y,156,140,14,20,156.0,162.0,0.0
y,156,141,14,20,162.0,168.0,0.0
y,156,142,14,20,168.0,174.0,0.0
y,156,143,14,20,174.0,180.0,0.0
y,156,152,56,45,156.0,168.0,0.0
y,156,154,56,45,168.0,180.0,2.000000000000129
y,156,156,56,45,180.0,192.0,0.0
y,156,158,56,45,192.0,204.0,0.0
y,156,160,56,45,204.0,216.0,0.0
y,156,162,56,45,216.0,228.0,0.0
y,156,163,55,56,156.0,162.0,0.0
y,156,164,55,56,162.0,168.0,0.0
y,156,165,55,56,168.0,174.0,0.0
y,156,166,55,56,174.0,180.0,0.0
y,156,167,55,56,180.0,186.0,0.0
y,156,168,55,56,186.0,192.0,0.0
y,156,169,55,56,192.0,198.0,0.0
y,156,170,55,56,198.0,204.0,0.0
y,156,171,55,56,204.0,210.0,0.0
y,156,172,55,56,210.0,216.0,0.0
y,156,173,55,56,216.0,222.0,0.0
y,156,174,55,56,222.0,228.0,0.0
y,156,175,64,55,156.0,168.0,0.0
y,156,177,64,55,168.0,180.0,0.0
y,156,179,64,55,180.0,192.0,0.0
y,156,181,64,55,192.0,204.0,0.0
y,156,183,64,55,204.0,216.0,0.0
y,156,185,64,55,216.0,228.0,0.0
y,156,188,64,56,168.0,180.0,0.0
y,156,197,64,60,156.0,168.0,0.0
y,156,199,64,60,168.0,180.0,0.0
y,156,201,64,60,180.0,192.0,0.0
y,156,203,64,60,192.0,204.0,0.0
y,156,205,64,60,204.0,216.0,0.0
y,156,207,64,60,216.0,228.0,0.0
y,156,229,64,53,156.0,168.0,0.0
y,156,231,64,53,168.0,180.0,1.0
y,156,233,64,53,180.0,192.0,0.0
y,156,235,64,53,192.0,204.0,0.0
y,156,237,64,53,204.0,216.0,0.0
y,156,239,64,53,216.0,228.0,0.0
y,156,240,40,39,156.0,162.0,0.0
y,156,241,40,39,162.0,168.0,0.0
y,156,242,40,39,168.0,174.0,0.0
y,156,243,40,39,174.0,180.0,0.0
y,156,244,40,39,180.0,186.0,0.0
y,156,245,40,39,186.0,192.0,0.0
y,156,246,40,39,192.0,198.0,0.0
y,156,247,40,39,198.0,204.0,0.0
y,156,248,40,39,204.0,210.0,0.0
y,156,249,40,39,210.0,216.0,0.0
y,156,250,40,39,216.0,222.0,0.0
y,156,251,40,39,222.0,228.0,0.0
y,156,262,40,43,156.0,162.0,0.0
y,156,263,40,43,162.0,168.0,0.0
y,156,264,40,43,168.0,174.0,0.0
