varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,24,8,25,17,24.0,36.0,0.0
y,24,10,25,17,36.0,48.0,1.0000000000003693
y,24,12,25,17,48.0,60.0,1.0
y,24,14,25,17,60.0,72.0,0.0
y,24,16,25,17,72.0,84.0,0.0
y,24,18,25,17,84.0,96.0,0.0
y,24,29,25,30,24.0,30.0,0.0
y,24,30,25,30,30.0,36.0,0.0
y,24,31,25,30,36.0,42.0,0.0
y,24,32,25,30,42.0,48.0,0.0
y,24,33,25,30,48.0,54.0,0.0
y,24,34,25,30,54.0,60.0,0.0
y,24,35,25,30,60.0,66.0,0.0
y,24,36,25,30,66.0,72.0,0.0
y,24,37,25,30,72.0,78.0,0.0
y,24,38,25,30,78.0,84.0,0.0
y,24,39,25,30,84.0,90.0,0.0
y,24,40,25,30,90.0,96.0,0.0
y,24,51,25,19,24.0,30.0,0.0
y,24,52,25,19,30.0,36.0,0.0
y,24,53,25,19,36.0,42.0,0.0
y,24,54,25,19,42.0,48.0,3.0
y,24,55,25,19,48.0,54.0,0.0
y,24,56,25,19,54.0,60.0,0.0
y,24,57,25,19,60.0,66.0,1.0
y,24,58,25,19,66.0,72.0,2.0
y,24,59,25,19,72.0,78.0,1.0
y,24,60,25,19,78.0,84.0,2.0
y,24,61,25,19,84.0,90.0,0.0
y,24,62,25,19,90.0,96.0,0.0
y,24,63,3,5,24.0,30.0,0.0
y,24,64,3,5,30.0,36.0,0.0
y,24,65,3,5,36.0,42.0,0.0
y,24,66,3,5,42.0,48.0,0.0
y,24,67,3,5,48.0,54.0,0.0
y,24,68,3,5,54.0,60.0,0.0
y,24,69,3,5,60.0,66.0,0.0
y,24,70,3,5,66.0,72.0,0.0
y,24,71,3,5,72.0,78.0,0.0
y,24,72,3,5,78.0,84.0,0.0
y,24,73,3,5,84.0,90.0,0.0
y,24,74,3,5,90.0,96.0,0.0
y,24,75,55,60,24.0,36.0,0.0
y,24,77,55,60,36.0,48.0,0.0
y,24,79,55,60,48.0,60.0,0.0
y,24,81,55,60,60.0,72.0,0.0
y,24,83,55,60,72.0,84.0,0.0
y,24,85,55,60,84.0,96.0,0.0
y,24,92,55,54,24.0,36.0,0.0
y,24,94,55,54,36.0,48.0,0.0
y,24,96,55,54,48.0,60.0,0.0
y,24,98,55,54,60.0,72.0,0.0
y,24,100,55,54,72.0,84.0,0.0
y,24,102,55,54,84.0,96.0,0.0
y,24,103,55,50,24.0,36.0,0.0
y,24,105,55,50,36.0,48.0,0.0
y,24,107,55,50,48.0,60.0,0.0
y,24,109,55,50,60.0,72.0,0.0
y,24,111,55,50,72.0,84.0,0.0
y,24,113,55,50,84.0,96.0,0.0
y,24,128,56,60,24.0,30.0,0.0
y,24,129,56,60,30.0,36.0,0.0
y,24,130,56,60,36.0,42.0,0.0
y,24,131,56,60,42.0,48.0,0.0
y,24,132,56,60,48.0,54.0,0.0
y,24,133,56,60,54.0,60.0,0.0
y,24,134,56,60,60.0,66.0,0.0
y,24,135,56,60,66.0,72.0,0.0
y,24,136,56,60,72.0,78.0,0.0
y,24,137,56,60,78.0,84.0,0.0
y,24,138,56,60,84.0,90.0,0.0
y,24,139,56,60,90.0,96.0,0.0
y,24,142,14,20,36.0,42.0,0.0
y,24,143,14,20,42.0,48.0,0.0
y,24,152,56,45,24.0,36.0,0.0
y,24,154,56,45,36.0,48.0,2.0
y,24,156,56,45,48.0,60.0,0.0
y,24,158,56,45,60.0,72.0,0.0
y,24,160,56,45,72.0,84.0,0.0
y,24,162,56,45,84.0,96.0,0.0
y,24,163,55,56,24.0,30.0,0.0
y,24,164,55,56,30.0,36.0,1.0
y,24,165,55,56,36.0,42.0,0.0
y,24,166,55,56,42.0,48.0,0.0
y,24,167,55,56,48.0,54.0,0.0
y,24,168,55,56,54.0,60.0,0.0
y,24,169,55,56,60.0,66.0,0.0
y,24,170,55,56,66.0,72.0,0.0
y,24,171,55,56,72.0,78.0,0.0
y,24,172,55,56,78.0,84.0,0.0
y,24,173,55,56,84.0,90.0,0.0
y,24,174,55,56,90.0,96.0,0.0
y,24,175,64,55,24.0,36.0,0.0
y,24,177,64,55,36.0,48.0,0.0
y,24,179,64,55,48.0,60.0,0.0
y,24,181,64,55,60.0,72.0,0.0
y,24,183,64,55,72.0,84.0,0.0
y,24,185,64,55,84.0,96.0,0.0
y,24,197,64,60,24.0,36.0,0.0
y,24,199,64,60,36.0,48.0,0.0
y,24,201,64,60,48.0,60.0,0.0
y,24,203,64,60,60.0,72.0,0.0
y,24,205,64,60,72.0,84.0,0.0
y,24,207,64,60,84.0,96.0,0.0
y,24,229,64,53,24.0,36.0,0.0
y,24,231,64,53,36.0,48.0,0.0
y,24,233,64,53,48.0,60.0,0.0
y,24,235,64,53,60.0,72.0,0.0
y,24,237,64,53,72.0,84.0,0.0
y,24,239,64,53,84.0,96.0,0.0
y,24,240,40,39,24.0,30.0,0.0
y,24,241,40,39,30.0,36.0,0.0
y,24,242,40,39,36.0,42.0,0.0
y,24,243,40,39,42.0,48.0,0.0
y,24,244,40,39,48.0,54.0,0.0
y,24,245,40,39,54.0,60.0,0.0
y,24,246,40,39,60.0,66.0,0.0
y,24,247,40,39,66.0,72.0,0.0
y,24,248,40,39,72.0,78.0,0.0
y,24,249,40,39,78.0,84.0,0.0
y,24,250,40,39,84.0,90.0,0.0
y,24,251,40,39,90.0,96.0,0.0
y,24,262,40,43,24.0,30.0,0.0
y,24,263,40,43,30.0,36.0,0.0
y,24,264,40,43,36.0,42.0,0.0
y,24,265,40,43,42.0,48.0,0.0
y,24,266,40,43,48.0,54.0,0.0
y,24,267,40,43,54.0,60.0,0.0
y,24,268,40,43,60.0,66.0,0.0
y,24,269,40,43,66.0,72.0,0.0
y,24,270,40,43,72.0,78.0,0.0
y,24,271,40,43,78.0,84.0,0.0
y,24,272,40,43,84.0,90.0,0.0
y,24,273,40,43,90.0,96.0,0.0
y,24,274,40,35,24.0,36.0,0.0
y,24,276,40,35,36.0,48.0,1.0
y,24,278,40,35,48.0,60.0,2.0
y,24,280,40,35,60.0,72.0,1.0
y,24,282,40,35,72.0,84.0,0.0
y,24,284,40,35,84.0,96.0,0.0
y,24,295,49,51,24.0,36.0,0.0
y,24,297,49,51,36.0,48.0,0.0
y,24,299,49,51,48.0,60.0,0.0
y,24,301,49,51,60.0,72.0,0.0
y,24,303,49,51,72.0,84.0,0.0
y,24,305,49,51,84.0,96.0,0.0
y,24,323,49,48,24.0,30.0,1.0
y,24,324,49,48,30.0,36.0,0.0
y,24,325,49,48,36.0,42.0,0.0
y,24,326,49,48,42.0,48.0,0.0
y,24,327,49,48,48.0,54.0,0.0
y,24,328,49,48,54.0,60.0,0.0
y,24,329,49,48,60.0,66.0,0.0
y,24,330,49,48,66.0,72.0,0.0
y,24,331,49,48,72.0,78.0,0.0
y,24,332,49,48,78.0,84.0,0.0
y,24,333,49,48,84.0,90.0,0.0
y,24,334,49,48,90.0,96.0,0.0
y,24,335,27,29,24.0,36.0,0.0
y,24,337,27,29,36.0,48.0,0.0
y,24,339,27,29,48.0,60.0,0.0
y,24,341,27,29,60.0,72.0,0.0
y,24,343,27,29,72.0,84.0,0.0
y,24,345,27,29,84.0,96.0,0.0
y,24,346,27,31,24.0,36.0,0.0
y,24,348,27,31,36.0,48.0,0.0
y,24,350,27,31,48.0,60.0,0.0
y,24,352,27,31,60.0,72.0,0.0
y,24,354,27,31,72.0,84.0,0.0
y,24,356,27,31,84.0,96.0,0.0
y,24,357,27,28,24.0,36.0,0.0
y,24,359,27,28,36.0,48.0,0.0
y,24,361,27,28,48.0,60.0,0.0
y,24,363,27,28,60.0,72.0,1.0
y,24,365,27,28,72.0,84.0,0.0
y,24,367,27,28,84.0,96.0,0.0
y,24,378,27,23,24.0,36.0,0.0
y,24,380,27,23,36.0,48.0,0.0
y,24,382,27,23,48.0,60.0,0.0
y,24,384,27,23,60.0,72.0,0.0
y,24,386,27,23,72.0,84.0,1.0000000000000244
y,24,388,27,23,84.0,96.0,0.0
y,24,399,27,21,24.0,36.0,0.0
y,24,401,27,21,36.0,48.0,0.0
y,24,403,27,21,48.0,60.0,0.0
y,24,405,27,21,60.0,72.0,0.0
y,24,407,27,21,72.0,84.0,0.0
y,24,409,27,21,84.0,96.0,0.0
