varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,108,8,25,17,108.0,120.0,0.0
y,108,10,25,17,120.0,132.0,0.0
y,108,12,25,17,132.0,144.0,0.0
y,108,14,25,17,144.0,156.0,0.0
y,108,16,25,17,156.0,168.0,0.0
y,108,18,25,17,168.0,180.0,0.0
y,108,29,25,30,108.0,114.0,0.0
y,108,30,25,30,114.0,120.0,0.0
y,108,31,25,30,120.0,126.0,0.0
y,108,32,25,30,126.0,132.0,0.0
y,108,33,25,30,132.0,138.0,0.0
y,108,34,25,30,138.0,144.0,0.0
y,108,35,25,30,144.0,150.0,0.0
y,108,36,25,30,150.0,156.0,0.0
y,108,37,25,30,156.0,162.0,0.0
y,108,38,25,30,162.0,168.0,0.0
y,108,39,25,30,168.0,174.0,0.0
y,108,40,25,30,174.0,180.0,0.0
y,108,51,25,19,108.0,114.0,1.0
y,108,52,25,19,114.0,120.0,0.0
y,108,53,25,19,120.0,126.0,1.0
y,108,54,25,19,126.0,132.0,0.0
y,108,55,25,19,132.0,138.0,1.0
y,108,56,25,19,138.0,144.0,0.0
y,108,57,25,19,144.0,150.0,1.0
y,108,58,25,19,150.0,156.0,0.0
y,108,59,25,19,156.0,162.0,0.0
y,108,60,25,19,162.0,168.0,2.0
y,108,61,25,19,168.0,174.0,0.0
y,108,62,25,19,174.0,180.0,0.0
y,108,63,3,5,108.0,114.0,0.0
y,108,64,3,5,114.0,120.0,0.0
y,108,65,3,5,120.0,126.0,0.0
y,108,66,3,5,126.0,132.0,0.0
y,108,67,3,5,132.0,138.0,0.0
y,108,68,3,5,138.0,144.0,0.0
y,108,69,3,5,144.0,150.0,0.0
y,108,70,3,5,150.0,156.0,0.0
y,108,71,3,5,156.0,162.0,0.0
y,108,72,3,5,162.0,168.0,0.0
y,108,73,3,5,168.0,174.0,0.0
y,108,74,3,5,174.0,180.0,0.0
y,108,75,55,60,108.0,120.0,0.0
y,108,77,55,60,120.0,132.0,0.0
y,108,79,55,60,132.0,144.0,0.0
y,108,81,55,60,144.0,156.0,0.0
y,108,83,55,60,156.0,168.0,0.0
y,108,85,55,60,168.0,180.0,0.0
y,108,92,55,54,108.0,120.0,0.0
y,108,94,55,54,120.0,132.0,1.0
y,108,96,55,54,132.0,144.0,0.0
y,108,98,55,54,144.0,156.0,0.0
y,108,100,55,54,156.0,168.0,0.0
y,108,102,55,54,168.0,180.0,0.0
y,108,103,55,50,108.0,120.0,0.0
y,108,105,55,50,120.0,132.0,0.0
y,108,107,55,50,132.0,144.0,0.0
y,108,109,55,50,144.0,156.0,0.0
y,108,111,55,50,156.0,168.0,0.0
y,108,113,55,50,168.0,180.0,0.0
y,108,128,56,60,108.0,114.0,0.0
y,108,129,56,60,114.0,120.0,0.0
y,108,130,56,60,120.0,126.0,0.0
y,108,131,56,60,126.0,132.0,0.0
y,108,132,56,60,132.0,138.0,0.0
y,108,133,56,60,138.0,144.0,0.0
y,108,134,56,60,144.0,150.0,0.0
y,108,135,56,60,150.0,156.0,0.0
y,108,136,56,60,156.0,162.0,0.0
y,108,137,56,60,162.0,168.0,0.0
y,108,138,56,60,168.0,174.0,0.0
y,108,139,56,60,174.0,180.0,0.0
y,108,140,14,20,108.0,114.0,0.0
y,108,141,14,20,114.0,120.0,0.0
y,108,152,56,45,108.0,120.0,4.0
y,108,154,56,45,120.0,132.0,2.0
y,108,156,56,45,132.0,144.0,0.0
y,108,158,56,45,144.0,156.0,0.0
y,108,160,56,45,156.0,168.0,0.0
y,108,162,56,45,168.0,180.0,0.0
y,108,163,55,56,108.0,114.0,0.0
y,108,164,55,56,114.0,120.0,0.0
y,108,165,55,56,120.0,126.0,0.0
y,108,166,55,56,126.0,132.0,1.0
y,108,167,55,56,132.0,138.0,0.0
y,108,168,55,56,138.0,144.0,0.0
y,108,169,55,56,144.0,150.0,0.0
y,108,170,55,56,150.0,156.0,0.0
y,108,171,55,56,156.0,162.0,0.0
y,108,172,55,56,162.0,168.0,0.0
y,108,173,55,56,168.0,174.0,0.0
y,108,174,55,56,174.0,180.0,0.0
y,108,175,64,55,108.0,120.0,0.0
y,108,177,64,55,120.0,132.0,0.0
y,108,179,64,55,132.0,144.0,0.0
y,108,181,64,55,144.0,156.0,0.0
y,108,183,64,55,156.0,168.0,0.0
y,108,185,64,55,168.0,180.0,0.0
y,108,188,64,56,120.0,132.0,0.0
y,108,197,64,60,108.0,120.0,0.0
y,108,199,64,60,120.0,132.0,0.0
y,108,201,64,60,132.0,144.0,0.0
y,108,203,64,60,144.0,156.0,0.0
y,108,205,64,60,156.0,168.0,0.0
y,108,207,64,60,168.0,180.0,0.0
y,108,220,64,62,120.0,132.0,0.0
y,108,229,64,53,108.0,120.0,0.0
y,108,231,64,53,120.0,132.0,0.0
y,108,233,64,53,132.0,144.0,0.0
y,108,235,64,53,144.0,156.0,0.0
y,108,237,64,53,156.0,168.0,0.0
y,108,239,64,53,168.0,180.0,0.0
y,108,240,40,39,108.0,114.0,0.0
y,108,241,40,39,114.0,120.0,0.0
y,108,242,40,39,120.0,126.0,0.0
y,108,243,40,39,126.0,132.0,0.0
y,108,244,40,39,132.0,138.0,0.0
y,108,245,40,39,138.0,144.0,0.0
y,108,246,40,39,144.0,150.0,0.0
y,108,247,40,39,150.0,156.0,0.0
