varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,54,9,25,17,60.0,72.0,-0.0
y,54,11,25,17,72.0,84.0,0.0
y,54,13,25,17,84.0,96.0,0.0
y,54,15,25,17,96.0,108.0,0.0
y,54,17,25,17,108.0,120.0,0.0
y,54,29,25,30,54.0,60.0,0.0
y,54,30,25,30,60.0,66.0,0.0
y,54,31,25,30,66.0,72.0,0.0
y,54,32,25,30,72.0,78.0,0.0
y,54,33,25,30,78.0,84.0,0.0
y,54,34,25,30,84.0,90.0,0.0
y,54,35,25,30,90.0,96.0,0.0
y,54,36,25,30,96.0,102.0,0.0
y,54,37,25,30,102.0,108.0,0.0
y,54,38,25,30,108.0,114.0,0.0
y,54,39,25,30,114.0,120.0,0.0
y,54,40,25,30,120.0,126.0,0.0
y,54,51,25,19,54.0,60.0,2.0
y,54,52,25,19,60.0,66.0,0.0
y,54,53,25,19,66.0,72.0,3.999999999999872
y,54,54,25,19,72.0,78.0,0.0
y,54,55,25,19,78.0,84.0,1.0
y,54,56,25,19,84.0,90.0,0.0
y,54,57,25,19,90.0,96.0,0.0
y,54,58,25,19,96.0,102.0,0.0
y,54,59,25,19,102.0,108.0,0.0
y,54,60,25,19,108.0,114.0,1.0
y,54,61,25,19,114.0,120.0,0.0
y,54,62,25,19,120.0,126.0,0.0
y,54,63,3,5,54.0,60.0,0.0
y,54,64,3,5,60.0,66.0,0.0
y,54,65,3,5,66.0,72.0,0.0
y,54,66,3,5,72.0,78.0,0.0
y,54,67,3,5,78.0,84.0,0.0
y,54,68,3,5,84.0,90.0,0.0
y,54,69,3,5,90.0,96.0,0.0
y,54,70,3,5,96.0,102.0,0.0
y,54,71,3,5,102.0,108.0,0.0
y,54,72,3,5,108.0,114.0,0.0
y,54,73,3,5,114.0,120.0,0.0
y,54,74,3,5,120.0,126.0,0.0
y,54,76,55,60,60.0,72.0,0.0
y,54,78,55,60,72.0,84.0,0.0
y,54,80,55,60,84.0,96.0,0.0
y,54,82,55,60,96.0,108.0,0.0
y,54,84,55,60,108.0,120.0,0.0
y,54,93,55,54,60.0,72.0,0.0
y,54,95,55,54,72.0,84.0,0.0
y,54,97,55,54,84.0,96.0,0.0
y,54,99,55,54,96.0,108.0,0.0
y,54,101,55,54,108.0,120.0,0.0
y,54,104,55,50,60.0,72.0,1.0
y,54,106,55,50,72.0,84.0,0.0
y,54,108,55,50,84.0,96.0,0.0
y,54,110,55,50,96.0,108.0,0.0
y,54,112,55,50,108.0,120.0,0.0
y,54,128,56,60,54.0,60.0,0.0
y,54,129,56,60,60.0,66.0,0.0
y,54,130,56,60,66.0,72.0,0.0
y,54,131,56,60,72.0,78.0,0.0
y,54,132,56,60,78.0,84.0,0.0
y,54,133,56,60,84.0,90.0,0.0
y,54,134,56,60,90.0,96.0,0.0
y,54,135,56,60,96.0,102.0,0.0
y,54,136,56,60,102.0,108.0,0.0
y,54,137,56,60,108.0,114.0,0.0
y,54,138,56,60,114.0,120.0,0.0
y,54,139,56,60,120.0,126.0,0.0
y,54,140,14,20,54.0,60.0,0.0
y,54,141,14,20,60.0,66.0,0.0
y,54,142,14,20,66.0,72.0,0.0
y,54,153,56,45,60.0,72.0,4.0
y,54,155,56,45,72.0,84.0,1.0000000000017044
y,54,157,56,45,84.0,96.0,1.0
y,54,159,56,45,96.0,108.0,0.0
y,54,161,56,45,108.0,120.0,0.0
y,54,163,55,56,54.0,60.0,0.0
y,54,164,55,56,60.0,66.0,0.0
y,54,165,55,56,66.0,72.0,0.0
y,54,166,55,56,72.0,78.0,0.0
y,54,167,55,56,78.0,84.0,0.0
y,54,168,55,56,84.0,90.0,0.0
y,54,169,55,56,90.0,96.0,0.0
y,54,170,55,56,96.0,102.0,0.0
y,54,171,55,56,102.0,108.0,0.0
y,54,172,55,56,108.0,114.0,0.0
y,54,173,55,56,114.0,120.0,0.0
y,54,174,55,56,120.0,126.0,0.0
y,54,176,64,55,60.0,72.0,0.0
y,54,178,64,55,72.0,84.0,0.0
y,54,180,64,55,84.0,96.0,0.0
y,54,182,64,55,96.0,108.0,0.0
y,54,184,64,55,108.0,120.0,0.0
y,54,198,64,60,60.0,72.0,0.0
y,54,200,64,60,72.0,84.0,0.0
y,54,202,64,60,84.0,96.0,0.0
y,54,204,64,60,96.0,108.0,0.0
y,54,206,64,60,108.0,120.0,0.0
y,54,230,64,53,60.0,72.0,0.0
y,54,232,64,53,72.0,84.0,0.0
y,54,234,64,53,84.0,96.0,0.0
y,54,236,64,53,96.0,108.0,0.0
y,54,238,64,53,108.0,120.0,0.0
y,54,240,40,39,54.0,60.0,0.0
y,54,241,40,39,60.0,66.0,0.0
y,54,242,40,39,66.0,72.0,0.0
y,54,243,40,39,72.0,78.0,0.0
y,54,244,40,39,78.0,84.0,0.0
y,54,245,40,39,84.0,90.0,0.0
y,54,246,40,39,90.0,96.0,0.0
y,54,247,40,39,96.0,102.0,0.0
y,54,248,40,39,102.0,108.0,0.0
y,54,249,40,39,108.0,114.0,0.0
y,54,250,40,39,114.0,120.0,0.0
y,54,251,40,39,120.0,126.0,0.0
y,54,262,40,43,54.0,60.0,0.0
y,54,263,40,43,60.0,66.0,0.0
y,54,264,40,43,66.0,72.0,0.0
y,54,265,40,43,72.0,78.0,0.0
y,54,266,40,43,78.0,84.0,0.0
y,54,267,40,43,84.0,90.0,0.0
y,54,268,40,43,90.0,96.0,0.0
