varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,66,7,5785,1,8,138.0,1066,-0.0
x,66,7,5851,2,8,138.0,1066,-0.0
x,66,7,5917,3,8,138.0,1066,-0.0
x,66,7,5983,4,8,138.0,1066,-0.0
x,66,7,6049,5,8,138.0,1066,-0.0
x,66,7,6115,6,8,138.0,1066,-0.0
x,66,7,6181,7,8,138.0,1066,-0.0
x,66,7,6247,8,8,138.0,1066,0.0
x,66,7,6313,9,8,138.0,1066,-0.0
x,66,7,6379,10,8,138.0,1066,-0.0
x,66,7,6445,11,8,138.0,1066,-0.0
x,66,7,6511,12,8,138.0,1066,-0.0
x,66,7,6577,13,8,138.0,1066,0.0
x,66,7,6643,14,8,138.0,1066,-0.0
x,66,7,6709,15,8,138.0,1066,-0.0
x,66,7,6775,16,8,138.0,1066,-0.0
x,66,7,6841,17,8,138.0,1066,0.0
x,66,7,6907,18,8,138.0,1066,-0.0
x,66,7,6973,19,8,138.0,1066,-0.0
x,66,7,7039,20,8,138.0,1066,-0.0
x,66,7,7105,21,8,138.0,1066,-0.0
x,66,7,7171,22,8,138.0,1066,-0.0
x,66,7,7237,23,8,138.0,1066,-0.0
x,66,7,7303,24,8,138.0,1066,-0.0
x,66,7,7369,25,8,138.0,1066,-0.0
x,66,7,7435,26,8,138.0,1066,-0.0
x,66,7,7501,27,8,138.0,1066,-0.0
x,66,7,7567,28,8,138.0,1066,-0.0
x,66,7,7633,29,8,138.0,1066,-0.0
x,66,7,7699,30,8,138.0,1066,-0.0
x,66,7,7765,31,8,138.0,1066,-0.0
x,66,7,7831,32,8,138.0,1066,-0.0
x,66,7,7897,33,8,138.0,1066,-0.0
x,66,7,7963,34,8,138.0,1066,-0.0
x,66,7,8029,35,8,138.0,1066,-0.0
x,66,7,8095,36,8,138.0,1066,-0.0
x,66,7,8161,37,8,138.0,1066,-0.0
x,66,7,8227,38,8,138.0,1066,-0.0
x,66,7,8293,39,8,138.0,1066,-0.0
x,66,7,8359,40,8,138.0,1066,-0.0
x,66,7,8425,41,8,138.0,1066,-0.0
x,66,7,8491,42,8,138.0,1066,-0.0
x,66,7,8557,43,8,138.0,1066,-0.0
x,66,7,8623,44,8,138.0,1066,-0.0
x,66,7,8689,45,8,138.0,1066,-0.0
x,66,7,8755,46,8,138.0,1066,-0.0
x,66,7,8821,47,8,138.0,1066,-0.0
x,66,7,8887,48,8,138.0,1066,-0.0
x,66,7,8953,49,8,138.0,1066,-0.0
x,66,7,9019,50,8,138.0,1066,-0.0
x,66,7,9085,51,8,138.0,1066,-0.0
x,66,7,9151,52,8,138.0,1066,-0.0
x,66,7,9217,53,8,138.0,1066,-0.0
x,66,7,9283,54,8,138.0,1066,-0.0
x,66,7,9349,55,8,138.0,1066,-0.0
x,66,7,9415,56,8,138.0,1066,-0.0
x,66,7,9481,57,8,138.0,1066,-0.0
x,66,7,9547,58,8,138.0,1066,-0.0
x,66,7,9613,59,8,138.0,1066,-0.0
x,66,7,9679,60,8,138.0,1066,-0.0
x,66,7,9745,61,8,138.0,1066,-0.0
x,66,7,9811,62,8,138.0,1066,-0.0
x,66,7,9877,63,8,138.0,1066,-0.0
x,66,7,9943,64,8,138.0,1066,-0.0
x,66,7,10009,65,8,138.0,1066,-0.0
x,66,7,10075,66,8,138.0,1066,-0.0
x,66,7,2013,17,13,66.0,78.0,0.0
x,66,7,2014,17,13,72.0,84.0,1.0
x,66,7,2015,17,13,78.0,90.0,0.0
x,66,7,2016,17,13,84.0,96.0,-0.0
