varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,66,9,25,17,72.0,84.0,0.0
y,66,11,25,17,84.0,96.0,0.0
y,66,13,25,17,96.0,108.0,0.0
y,66,15,25,17,108.0,120.0,0.0
y,66,17,25,17,120.0,132.0,0.0
y,66,29,25,30,66.0,72.0,0.0
y,66,30,25,30,72.0,78.0,0.0
y,66,31,25,30,78.0,84.0,0.0
y,66,32,25,30,84.0,90.0,0.0
y,66,33,25,30,90.0,96.0,0.0
y,66,34,25,30,96.0,102.0,0.0
y,66,35,25,30,102.0,108.0,0.0
y,66,36,25,30,108.0,114.0,0.0
y,66,37,25,30,114.0,120.0,0.0
y,66,38,25,30,120.0,126.0,0.0
y,66,39,25,30,126.0,132.0,0.0
y,66,40,25,30,132.0,138.0,0.0
y,66,51,25,19,66.0,72.0,3.0000000000015556
y,66,52,25,19,72.0,78.0,0.0
y,66,53,25,19,78.0,84.0,1.0
y,66,54,25,19,84.0,90.0,0.0
y,66,55,25,19,90.0,96.0,0.0
y,66,56,25,19,96.0,102.0,2.0
y,66,57,25,19,102.0,108.0,1.0
y,66,58,25,19,108.0,114.0,0.0
y,66,59,25,19,114.0,120.0,0.0
y,66,60,25,19,120.0,126.0,0.0
y,66,61,25,19,126.0,132.0,0.0
y,66,62,25,19,132.0,138.0,0.0
y,66,63,3,5,66.0,72.0,0.0
y,66,64,3,5,72.0,78.0,0.0
y,66,65,3,5,78.0,84.0,0.0
y,66,66,3,5,84.0,90.0,0.0
y,66,67,3,5,90.0,96.0,0.0
y,66,68,3,5,96.0,102.0,0.0
y,66,69,3,5,102.0,108.0,0.0
y,66,70,3,5,108.0,114.0,0.0
y,66,71,3,5,114.0,120.0,0.0
y,66,72,3,5,120.0,126.0,0.0
y,66,73,3,5,126.0,132.0,0.0
y,66,74,3,5,132.0,138.0,0.0
y,66,76,55,60,72.0,84.0,0.0
y,66,78,55,60,84.0,96.0,0.0
y,66,80,55,60,96.0,108.0,0.0
y,66,82,55,60,108.0,120.0,0.0
y,66,84,55,60,120.0,132.0,-0.0
y,66,93,55,54,72.0,84.0,0.0
y,66,95,55,54,84.0,96.0,0.0
y,66,97,55,54,96.0,108.0,0.0
y,66,99,55,54,108.0,120.0,0.0
y,66,101,55,54,120.0,132.0,0.0
y,66,104,55,50,72.0,84.0,1.0
y,66,106,55,50,84.0,96.0,1.0
y,66,108,55,50,96.0,108.0,0.0
y,66,110,55,50,108.0,120.0,0.0
y,66,112,55,50,120.0,132.0,0.0
y,66,128,56,60,66.0,72.0,0.0
y,66,129,56,60,72.0,78.0,0.0
y,66,130,56,60,78.0,84.0,0.0
y,66,131,56,60,84.0,90.0,0.0
y,66,132,56,60,90.0,96.0,0.0
y,66,133,56,60,96.0,102.0,0.0
y,66,134,56,60,102.0,108.0,0.0
y,66,135,56,60,108.0,114.0,0.0
y,66,136,56,60,114.0,120.0,0.0
y,66,137,56,60,120.0,126.0,0.0
y,66,138,56,60,126.0,132.0,0.0
y,66,139,56,60,132.0,138.0,0.0
y,66,140,14,20,66.0,72.0,0.0
y,66,141,14,20,72.0,78.0,0.0
y,66,142,14,20,78.0,84.0,0.0
y,66,153,56,45,72.0,84.0,2.0
y,66,155,56,45,84.0,96.0,1.000000000000767
y,66,157,56,45,96.0,108.0,0.0
y,66,159,56,45,108.0,120.0,1.0
y,66,161,56,45,120.0,132.0,0.0
y,66,163,55,56,66.0,72.0,0.0
y,66,164,55,56,72.0,78.0,0.0
y,66,165,55,56,78.0,84.0,1.0000000000055134
y,66,166,55,56,84.0,90.0,0.0
y,66,167,55,56,90.0,96.0,0.0
