varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,24,1,5814,1,37,96.0,1024,-0.0
x,24,1,5880,2,37,96.0,1024,-0.0
x,24,1,5946,3,37,96.0,1024,-0.0
x,24,1,6012,4,37,96.0,1024,-0.0
x,24,1,6078,5,37,96.0,1024,-0.0
x,24,1,6144,6,37,96.0,1024,-0.0
x,24,1,6210,7,37,96.0,1024,-0.0
x,24,1,6276,8,37,96.0,1024,-0.0
x,24,1,6342,9,37,96.0,1024,-0.0
x,24,1,6408,10,37,96.0,1024,-0.0
x,24,1,6474,11,37,96.0,1024,-0.0
x,24,1,6540,12,37,96.0,1024,-0.0
x,24,1,6606,13,37,96.0,1024,-0.0
x,24,1,6672,14,37,96.0,1024,-0.0
x,24,1,6738,15,37,96.0,1024,-0.0
x,24,1,6804,16,37,96.0,1024,-0.0
x,24,1,6870,17,37,96.0,1024,-0.0
x,24,1,6936,18,37,96.0,1024,-0.0
x,24,1,7002,19,37,96.0,1024,-0.0
x,24,1,7068,20,37,96.0,1024,-0.0
x,24,1,7134,21,37,96.0,1024,-0.0
x,24,1,7200,22,37,96.0,1024,-0.0
x,24,1,7266,23,37,96.0,1024,-0.0
x,24,1,7332,24,37,96.0,1024,-0.0
x,24,1,7398,25,37,96.0,1024,-0.0
x,24,1,7464,26,37,96.0,1024,-0.0
x,24,1,7530,27,37,96.0,1024,-0.0
x,24,1,7596,28,37,96.0,1024,-0.0
x,24,1,7662,29,37,96.0,1024,-0.0
x,24,1,7728,30,37,96.0,1024,-0.0
x,24,1,7794,31,37,96.0,1024,-0.0
x,24,1,7860,32,37,96.0,1024,-0.0
x,24,1,7926,33,37,96.0,1024,-0.0
x,24,1,7992,34,37,96.0,1024,-0.0
x,24,1,8058,35,37,96.0,1024,-0.0
x,24,1,8124,36,37,96.0,1024,-0.0
x,24,1,8190,37,37,96.0,1024,0.0
x,24,1,8256,38,37,96.0,1024,-0.0
x,24,1,8322,39,37,96.0,1024,-0.0
x,24,1,8388,40,37,96.0,1024,-0.0
x,24,1,8454,41,37,96.0,1024,-0.0
x,24,1,8520,42,37,96.0,1024,-0.0
x,24,1,8586,43,37,96.0,1024,-0.0
x,24,1,8652,44,37,96.0,1024,-0.0
x,24,1,8718,45,37,96.0,1024,0.0
x,24,1,8784,46,37,96.0,1024,-0.0
x,24,1,8850,47,37,96.0,1024,-0.0
x,24,1,8916,48,37,96.0,1024,-0.0
x,24,1,8982,49,37,96.0,1024,-0.0
x,24,1,9048,50,37,96.0,1024,-0.0
x,24,1,9114,51,37,96.0,1024,-0.0
x,24,1,9180,52,37,96.0,1024,-0.0
x,24,1,9246,53,37,96.0,1024,-0.0
x,24,1,9312,54,37,96.0,1024,-0.0
x,24,1,9378,55,37,96.0,1024,-0.0
x,24,1,9444,56,37,96.0,1024,-0.0
x,24,1,9510,57,37,96.0,1024,-0.0
x,24,1,9576,58,37,96.0,1024,-0.0
x,24,1,9642,59,37,96.0,1024,-0.0
x,24,1,9708,60,37,96.0,1024,-0.0
x,24,1,9774,61,37,96.0,1024,-0.0
x,24,1,9840,62,37,96.0,1024,-0.0
x,24,1,9906,63,37,96.0,1024,-0.0
x,24,1,9972,64,37,96.0,1024,-0.0
x,24,1,10038,65,37,96.0,1024,-0.0
x,24,1,10104,66,37,96.0,1024,-0.0
x,24,1,2304,45,37,36.0,48.0,1.0
x,24,1,2305,45,37,42.0,54.0,0.0
x,24,1,2306,45,37,48.0,60.0,-0.0
x,24,1,2307,45,37,54.0,66.0,0.0
x,24,1,2308,45,37,60.0,72.0,0.0
x,24,1,2309,45,37,66.0,78.0,0.0
x,24,1,2310,45,37,72.0,84.0,0.0
x,24,1,2311,45,37,78.0,90.0,0.0
x,24,1,2312,45,37,84.0,96.0,0.0
x,24,1,3983,53,45,24.0,36.0,1.0
x,24,1,3984,53,45,30.0,42.0,0.0
x,24,1,3985,53,45,36.0,48.0,0.0
x,24,1,3986,53,45,42.0,54.0,0.0
x,24,1,3987,53,45,48.0,60.0,-0.0
x,24,1,3988,53,45,54.0,66.0,0.0
x,24,1,3989,53,45,60.0,72.0,0.0
x,24,1,3990,53,45,66.0,78.0,0.0
x,24,1,3991,53,45,72.0,84.0,-0.0
x,24,1,3992,53,45,78.0,90.0,0.0
x,24,1,3993,53,45,84.0,96.0,0.0
x,24,1,5516,45,45,36.0,42.0,0.0
x,24,1,5517,45,45,42.0,48.0,0.0
x,24,1,5518,45,45,48.0,54.0,0.0
x,24,1,5519,45,45,54.0,60.0,-0.0
x,24,1,5520,45,45,60.0,66.0,0.0
x,24,1,5521,45,45,66.0,72.0,-0.0
x,24,1,5522,45,45,72.0,78.0,0.0
