ID,example,method,orderid,iteration,ordercompleted_flag,infeasibleflag,orderdist,orderdist_complete,orderpenaltydist,orderpenaltydist_complete,orderdeliverytime,orderdelay
ex4_rr_rundate2022-03-23,4,abcg,1,0,0,-0.0,472.848403080034,0.0,0.0,0.0,20.198913615000002,0.0
ex4_rr_rundate2022-03-23,4,abcg,2,0,0,0.0,0.0,0.0,1749.8035489995827,0.0,110.32502520399999,1.301202964551632
ex4_rr_rundate2022-03-23,4,abcg,3,0,0,-0.0,496.784560052312,0.0,0.0,0.0,20.279942196999997,-1.7518361957294197e-16
ex4_rr_rundate2022-03-23,4,abcg,4,0,0,0.0,959.750232733815,0.0,0.0,0.0,50.279942197,1.0064083734362137
ex4_rr_rundate2022-03-23,4,abcg,5,0,0,0.0,245.599883785544,0.0,0.0,0.0,14.245203930999999,0.7276957671648883
ex4_rr_rundate2022-03-23,4,abcg,6,0,0,-0.0,496.784560052312,0.0,0.0,0.0,26.279942196999997,0.2958588314362934
ex4_rr_rundate2022-03-23,4,abcg,7,0,0,0.0,0.0,0.0,1518.628118841859,0.0,104.30541818329999,1.4082414803644534
ex4_rr_rundate2022-03-23,4,abcg,8,0,0,-0.0,692.520167781424,0.0,0.0,0.0,27.069236822,0.2993524122442896
ex4_rr_rundate2022-03-23,4,abcg,9,0,0,-0.0,308.337915273872,0.0,0.0,0.0,24.570260496,0.32779939017528037
ex4_rr_rundate2022-03-23,4,abcg,10,0,0,-0.0,672.91608969452,0.0,0.0,0.0,29.650121865000003,0.16129645352225044
ex4_rr_rundate2022-03-23,4,abcg,11,0,0,0.0,217.951370235144,0.0,0.0,0.0,5.792768582000001,1.5332537579008111e-16
ex4_rr_rundate2022-03-23,4,abcg,12,0,0,0.0,0.0,0.0,1925.6785575507006,0.0,158.197571421,1.3858774610115823
ex4_rr_rundate2022-03-23,4,abcg,13,0,0,0.0,1017.901901574675,0.0,0.0,0.0,53.291239270000005,0.2906185479571829
ex4_rr_rundate2022-03-23,4,abcg,14,0,0,-0.0,0.0,0.0,2955.663552510197,0.0,176.2439884057,1.1978935038030645
ex4_rr_rundate2022-03-23,4,abcg,15,0,0,0.0,0.0,0.0,1725.7588382573194,0.0,122.6982363322,1.1353610883460896
ex4_rr_rundate2022-03-23,4,abcg,16,0,0,0.0,0.0,0.0,2002.527213122657,0.0,121.16392485609998,1.1528793407779767
ex4_rr_rundate2022-03-23,4,abcg,17,0,0,0.0,227.368525579854,0.0,0.0,0.0,7.6169511929999985,-2.3321100455950506e-16
ex4_rr_rundate2022-03-23,4,abcg,18,0,0,-0.0,1368.4439183051488,0.0,0.0,0.0,61.186124456,0.10872298171225651
ex4_rr_rundate2022-03-23,4,abcg,19,0,0,0.0,240.878954790344,0.0,0.0,0.0,12.800324389,0.8823108511860728
ex4_rr_rundate2022-03-23,4,abcg,20,0,0,0.0,0.0,0.0,2330.1035989538927,0.0,156.3397254443,1.1096348587281024
ex4_rr_rundate2022-03-23,4,abcg,21,0,0,0.0,0.0,0.0,1939.8828680234303,0.0,122.6982363322,1.1353610883460896
ex4_rr_rundate2022-03-23,4,abcg,22,0,0,0.0,0.0,0.0,1393.0825881504097,0.0,113.67861105099999,1.753092739785913
ex4_rr_rundate2022-03-23,4,abcg,23,0,0,0.0,1123.9671480891325,0.0,0.0,0.0,62.620092145,0.23706001888788145
ex4_rr_rundate2022-03-23,4,abcg,24,0,0,-0.0,786.14633591583,0.0,0.0,0.0,42.573327867,0.40257525678305917
ex4_rr_rundate2022-03-23,4,abcg,25,0,0,-0.0,0.0,0.0,2503.2351034356343,0.0,171.81559245580002,1.237729243469127
ex4_rr_rundate2022-03-23,4,abcg,26,0,0,0.0,0.0,0.0,1925.6785575507006,0.0,146.197571421,1.2048978841763185
ex4_rr_rundate2022-03-23,4,abcg,27,0,0,0.0,125.622431360481,0.0,0.0,0.0,4.5535626759999985,-3.901026439720955e-16
ex4_rr_rundate2022-03-23,4,abcg,28,0,0,0.0,0.0,0.0,2330.1035989538927,0.0,156.3397254443,1.1096348587281024
ex4_rr_rundate2022-03-23,4,abcg,29,0,0,0.0,0.0,0.0,1539.0760454046138,0.0,125.22249976400002,1.2856435849992895
ex4_rr_rundate2022-03-23,4,abcg,30,0,0,-0.0,1221.4151588825018,0.0,0.0,0.0,62.538235278,0.1848575950687989
ex4_rr_rundate2022-03-23,4,abcg,31,0,0,-0.0,919.2261835053339,0.0,0.0,0.0,59.722140251,0.6718522415332645
ex4_rr_rundate2022-03-23,4,abcg,32,0,0,-0.0,1368.4439183051488,0.0,0.0,0.0,61.186124456,0.10872298171225651
ex4_rr_rundate2022-03-23,4,abcg,33,0,0,-0.0,479.10095925769804,0.0,0.0,0.0,19.311860141,0.0
ex4_rr_rundate2022-03-23,4,abcg,34,0,0,-0.0,925.5325264216449,0.0,0.0,0.0,55.04443728,0.5409053571043827
ex4_rr_rundate2022-03-23,4,abcg,35,0,0,-0.0,888.6445716087889,0.0,0.0,0.0,59.650121865,0.5893173187837633
ex4_rr_rundate2022-03-23,4,abcg,36,0,0,-0.0,1306.3093574464738,0.0,0.0,0.0,56.137530522999995,-1.2657178346471529e-16
ex4_rr_rundate2022-03-23,4,abcg,37,0,0,-0.0,915.3490971809279,0.0,0.0,0.0,48.940666027,0.4264449938958969
ex4_rr_rundate2022-03-23,4,abcg,38,0,0,0.0,959.750232733815,0.0,0.0,0.0,45.434176667,0.670101736295768
ex4_rr_rundate2022-03-23,4,abcg,39,0,0,0.0,849.8937502584919,0.0,0.0,0.0,41.777241231,0.5444155530296914
ex4_rr_rundate2022-03-23,4,abcg,40,0,0,0.0,0.0,0.0,690.1309701367102,0.0,95.77455894900001,1.606134507000114
ex4_rr_rundate2022-03-23,4,abcg,41,0,0,0.0,1029.264424006732,0.0,0.0,0.0,44.001313278,0.0
ex4_rr_rundate2022-03-23,4,abcg,42,0,0,0.0,950.9980424790169,0.0,0.0,0.0,43.318511947999994,0.44673163953694933
ex4_rr_rundate2022-03-23,4,abcg,43,0,0,-0.0,0.0,0.0,2676.946263404616,0.0,160.6439884057,1.3559091674848567
ex4_rr_rundate2022-03-23,4,abcg,44,0,0,0.0,0.0,0.0,2093.4841150181305,0.0,154.4982363322,1.4345697091401561
ex4_rr_rundate2022-03-23,4,abcg,45,0,0,-0.0,0.0,0.0,2215.851818392065,0.0,133.5419617928,1.1825530376389886
ex4_rr_rundate2022-03-23,4,abcg,46,0,0,0.0,0.0,0.0,2507.080760688255,0.0,187.16576747599998,1.0081207983681932
