varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,12,1,2307,45,37,42.0,54.0,0.0
x,12,1,3985,53,45,24.0,36.0,1.0
x,12,1,2306,45,37,36.0,48.0,1.0
x,12,1,3962,53,56,24.0,30.0,0.0
x,12,1,155,56,45,30.0,42.0,0.0
x,12,1,5519,45,45,42.0,48.0,0.0
x,12,1,2308,45,37,48.0,60.0,-0.0
x,12,1,4380,53,64,24.0,36.0,0.0
x,12,1,190,64,56,36.0,48.0,0.0
x,12,1,158,56,45,48.0,60.0,0.0
x,12,1,2310,45,37,60.0,72.0,0.0
x,12,1,5518,45,45,36.0,42.0,-0.0
x,12,1,156,56,45,36.0,48.0,-0.0
x,12,1,2309,45,37,54.0,66.0,0.0
x,12,1,3950,53,55,24.0,30.0,0.0
x,12,1,5637,55,55,30.0,36.0,0.0
x,12,1,167,55,56,36.0,42.0,0.0
x,12,1,157,56,45,42.0,54.0,0.0
x,12,1,166,55,56,30.0,36.0,0.0
x,12,1,5521,45,45,54.0,60.0,0.0
x,12,1,5520,45,45,48.0,54.0,-0.0
x,12,1,3952,53,55,36.0,42.0,0.0
x,12,1,108,55,50,42.0,54.0,0.0
x,12,1,2456,50,45,54.0,66.0,0.0
x,12,1,2311,45,37,66.0,78.0,0.0
x,12,1,3987,53,45,36.0,48.0,-0.0
x,12,1,2275,45,56,42.0,54.0,0.0
x,12,1,159,56,45,54.0,66.0,0.0
x,12,1,5523,45,45,66.0,72.0,0.0
x,12,1,2312,45,37,72.0,84.0,-0.0
x,12,2,4178,32,26,42.0,54.0,0.0
x,12,2,3382,26,12,54.0,66.0,0.0
x,12,2,1806,12,9,66.0,72.0,0.0
x,12,2,606,39,35,24.0,30.0,1.0
x,12,2,3831,35,29,30.0,42.0,0.0
x,12,2,1032,29,26,42.0,48.0,-0.0
x,12,2,3381,26,12,48.0,60.0,-0.0
x,12,2,4713,12,2,60.0,72.0,-0.0
x,12,2,3861,35,32,30.0,36.0,1.0
x,12,2,4145,32,29,36.0,42.0,1.0
x,12,2,1054,29,22,42.0,54.0,0.0
x,12,2,3747,22,12,54.0,66.0,0.0
x,12,2,4177,32,26,36.0,48.0,-0.0
x,12,2,573,39,31,24.0,36.0,0.0
x,12,2,1552,31,29,36.0,48.0,0.0
x,12,2,1033,29,26,48.0,54.0,1.0
x,12,2,3349,26,15,54.0,66.0,0.0
x,12,2,647,15,12,66.0,72.0,0.0
x,12,2,618,39,32,24.0,36.0,0.0
x,12,2,5397,35,35,30.0,36.0,-0.0
x,12,2,3862,35,32,36.0,42.0,-0.0
x,12,2,3411,26,18,54.0,66.0,0.0
x,12,2,3106,18,12,66.0,72.0,0.0
x,12,2,3709,22,15,54.0,66.0,0.0
x,12,2,3758,22,18,54.0,60.0,-0.0
x,12,2,3094,18,9,60.0,72.0,0.0
x,12,2,3432,26,22,48.0,54.0,-0.0
x,12,2,3105,18,12,60.0,66.0,0.0
x,12,2,3095,18,9,66.0,78.0,0.0
x,12,2,4714,12,2,66.0,78.0,0.0
x,12,2,636,15,9,66.0,78.0,0.0
x,12,2,1805,12,9,60.0,66.0,0.0
x,12,2,1286,9,2,66.0,78.0,0.0
x,12,2,1055,29,22,48.0,60.0,-0.0
x,12,2,3748,22,12,60.0,72.0,1.0
x,12,2,1807,12,9,72.0,78.0,0.0
x,12,2,1056,29,22,54.0,66.0,0.0
x,12,2,3749,22,12,66.0,78.0,0.0
x,12,2,3832,35,29,36.0,48.0,-0.0
x,12,2,1526,31,27,36.0,48.0,0.0
x,12,2,405,27,21,48.0,60.0,0.0
x,12,2,4619,21,16,60.0,72.0,0.0
x,12,2,1893,16,11,72.0,78.0,0.0
x,12,2,4736,9,7,66.0,78.0,0.0
x,12,2,5293,26,26,54.0,60.0,-0.0
x,12,2,3434,26,22,60.0,66.0,0.0
x,12,2,5328,29,29,48.0,54.0,0.0
x,12,2,1034,29,26,54.0,60.0,-0.0
x,12,2,3350,26,15,60.0,72.0,0.0
x,12,2,648,15,12,72.0,78.0,0.0
x,12,2,3412,26,18,60.0,72.0,0.0
x,12,2,3107,18,12,72.0,78.0,0.0
x,12,2,1251,9,5,72.0,78.0,0.0
x,12,2,3410,26,18,48.0,60.0,-0.0
x,12,2,1297,9,4,66.0,78.0,0.0
x,12,2,5363,32,32,42.0,48.0,0.0
x,12,2,4125,32,27,48.0,60.0,0.0
x,12,2,407,27,21,60.0,72.0,0.0
x,12,2,5236,21,21,72.0,78.0,0.0
x,12,2,3433,26,22,54.0,60.0,1.0
x,12,2,3710,22,15,60.0,72.0,0.0
x,12,2,3759,22,18,60.0,66.0,-0.0
x,12,2,3082,18,15,60.0,66.0,-0.0
x,12,2,3383,26,12,60.0,72.0,-0.0
x,12,2,4146,32,29,42.0,48.0,-0.0
x,12,2,3083,18,15,66.0,72.0,0.0
x,12,2,574,39,31,30.0,42.0,0.0
x,12,2,1553,31,29,42.0,54.0,0.0
x,12,2,4715,12,2,72.0,84.0,1.0
x,12,2,3348,26,15,48.0,60.0,-0.0
x,12,2,646,15,12,60.0,66.0,-0.0
x,12,2,982,29,27,42.0,54.0,0.0
x,12,2,342,27,29,54.0,66.0,0.0
x,12,2,1036,29,26,66.0,72.0,0.0
x,12,2,3385,26,12,72.0,84.0,0.0
x,12,2,6505,12,2,84.0,1012,0.0
x,12,2,1287,9,2,72.0,84.0,0.0
x,12,2,607,39,35,30.0,36.0,-0.0
x,12,2,5398,35,35,36.0,42.0,0.0
x,12,2,5399,35,35,42.0,48.0,0.0
x,12,2,3834,35,29,48.0,60.0,0.0
x,12,2,1035,29,26,60.0,66.0,0.0
x,12,2,3413,26,18,66.0,78.0,0.0
x,12,2,3108,18,12,78.0,84.0,0.0
x,12,2,1346,9,1,66.0,78.0,0.0
x,12,2,3936,1,2,78.0,84.0,0.0
x,12,2,5292,26,26,48.0,54.0,-0.0
x,12,2,3096,18,9,72.0,84.0,-0.0
x,12,2,6307,9,2,84.0,1012,-0.0
x,12,2,1347,9,1,72.0,84.0,0.0
x,12,2,5779,1,2,84.0,1012,0.0
x,12,2,5362,32,32,36.0,42.0,-0.0
x,12,2,1263,9,10,66.0,78.0,0.0
x,12,2,1730,10,6,78.0,84.0,0.0
x,12,2,6109,6,2,84.0,1012,0.0
x,12,2,5327,29,29,42.0,48.0,1.0
x,12,2,1252,9,5,78.0,84.0,-0.0
x,12,2,6043,5,2,84.0,1012,-0.0
x,12,2,5350,31,31,36.0,42.0,0.0
x,12,2,2672,7,2,78.0,84.0,0.0
x,12,2,5069,7,7,78.0,84.0,0.0
x,12,2,6175,7,2,84.0,1012,0.0
x,12,2,5245,22,22,54.0,60.0,-0.0
x,12,3,2918,30,37,24.0,36.0,1.0
x,12,3,3157,37,45,36.0,48.0,1.0
x,12,3,2919,30,37,30.0,42.0,0.0
x,12,3,3158,37,45,42.0,54.0,0.0
x,12,3,5423,37,37,42.0,48.0,0.0
x,12,3,3159,37,45,48.0,60.0,0.0
x,12,3,5422,37,37,36.0,42.0,0.0
x,12,4,4750,31,28,18.0,30.0,0.0
x,12,4,2741,28,30,30.0,42.0,0.0
x,12,4,2921,30,37,42.0,54.0,0.0
x,12,4,3160,37,45,54.0,66.0,0.0
x,12,4,1560,31,36,18.0,30.0,0.0
x,12,4,2094,36,47,30.0,42.0,0.0
x,12,4,748,47,60,42.0,54.0,0.0
x,12,4,1483,60,53,54.0,60.0,0.0
x,12,4,3991,53,45,60.0,72.0,-0.0
x,12,4,1523,31,27,18.0,30.0,0.0
x,12,4,360,27,28,30.0,42.0,0.0
x,12,4,2743,28,30,42.0,54.0,0.0
x,12,4,2923,30,37,54.0,66.0,0.0
x,12,4,5427,37,37,66.0,72.0,0.0
x,12,4,2742,28,30,36.0,48.0,1.0
x,12,4,2922,30,37,48.0,60.0,1.0
x,12,4,3161,37,45,60.0,72.0,1.0
x,12,4,5339,30,30,42.0,48.0,0.0
x,12,4,5409,36,36,30.0,36.0,0.0
x,12,4,2073,36,40,36.0,48.0,0.0
x,12,4,246,40,39,48.0,54.0,0.0
x,12,4,589,39,36,54.0,66.0,0.0
x,12,4,5415,36,36,66.0,72.0,0.0
x,12,4,2105,36,44,30.0,42.0,0.0
x,12,4,1212,44,54,42.0,54.0,0.0
x,12,4,2219,54,55,54.0,66.0,0.0
x,12,4,4923,55,53,66.0,72.0,0.0
x,12,4,5313,28,28,30.0,36.0,0.0
x,12,4,5315,28,28,42.0,48.0,0.0
x,12,4,2744,28,30,48.0,60.0,0.0
x,12,4,2924,30,37,60.0,72.0,0.0
x,12,4,5301,27,27,30.0,36.0,0.0
x,12,4,361,27,28,36.0,48.0,-0.0
x,12,4,5314,28,28,36.0,42.0,0.0
x,12,4,5341,30,30,54.0,60.0,0.0
x,12,4,759,47,54,42.0,48.0,0.0
x,12,4,2252,54,60,48.0,54.0,0.0
x,12,4,1549,31,29,18.0,30.0,0.0
x,12,4,5325,29,29,30.0,36.0,0.0
x,12,4,1075,29,32,36.0,42.0,-0.0
x,12,4,4135,32,39,42.0,54.0,0.0
x,12,4,3162,37,45,66.0,78.0,0.0
x,12,4,5411,36,36,42.0,48.0,0.0
x,12,4,5412,36,36,48.0,54.0,0.0
x,12,4,2087,36,39,54.0,66.0,0.0
x,12,4,591,39,36,66.0,78.0,0.0
x,12,4,5410,36,36,36.0,42.0,0.0
x,12,4,2097,36,47,48.0,60.0,0.0
x,12,4,762,47,54,60.0,66.0,0.0
x,12,4,2221,54,55,66.0,78.0,0.0
x,12,4,2072,36,40,30.0,42.0,0.0
x,12,4,5459,40,40,42.0,48.0,0.0
x,12,4,5460,40,40,48.0,54.0,0.0
x,12,4,247,40,39,54.0,60.0,0.0
x,12,4,5450,39,39,60.0,66.0,0.0
x,12,4,2084,36,39,36.0,48.0,0.0
x,12,4,5448,39,39,48.0,54.0,0.0
x,12,4,5449,39,39,54.0,60.0,0.0
x,12,4,4751,31,28,24.0,36.0,1.0
x,12,4,5426,37,37,60.0,66.0,0.0
x,12,4,2096,36,47,42.0,54.0,0.0
x,12,4,5545,47,47,54.0,60.0,0.0
x,12,4,4925,55,53,78.0,84.0,0.0
x,12,4,9254,53,45,84.0,1012,0.0
x,12,4,750,47,60,54.0,66.0,0.0
x,12,4,1417,60,56,66.0,72.0,0.0
x,12,4,162,56,45,72.0,84.0,0.0
x,12,4,1179,44,47,42.0,48.0,0.0
x,12,4,749,47,60,48.0,60.0,0.0
x,12,4,1484,60,53,60.0,66.0,0.0
x,12,4,5619,53,53,66.0,72.0,0.0
x,12,4,3993,53,45,72.0,84.0,0.0
x,12,4,1428,60,64,60.0,72.0,0.0
x,12,4,196,64,56,72.0,84.0,0.0
x,12,4,9452,56,45,84.0,1012,0.0
x,12,4,2253,54,60,54.0,60.0,0.0
x,12,4,1404,60,55,60.0,66.0,0.0
x,12,4,3163,37,45,72.0,84.0,0.0
x,12,4,5340,30,30,48.0,54.0,0.0
x,12,5,3416,26,21,18.0,30.0,0.0
x,12,5,3427,26,22,18.0,24.0,0.0
x,12,5,3777,22,21,24.0,36.0,0.0
x,12,5,3323,26,27,18.0,30.0,0.0
x,12,5,402,27,21,30.0,42.0,0.0
x,12,5,3405,26,18,18.0,30.0,0.0
x,12,5,3134,18,22,30.0,36.0,0.0
x,12,5,3779,22,21,36.0,48.0,0.0
x,12,5,5240,22,22,24.0,30.0,0.0
x,12,5,3778,22,21,30.0,42.0,0.0
x,12,5,3417,26,21,24.0,36.0,1.0
x,12,5,3753,22,18,24.0,30.0,0.0
x,12,5,3123,18,21,30.0,42.0,0.0
x,12,6,2917,30,37,18.0,30.0,0.0
x,12,6,3156,37,45,30.0,42.0,0.0
x,12,6,5421,37,37,30.0,36.0,0.0
x,12,6,3157,37,45,36.0,48.0,1.0
x,12,6,2919,30,37,30.0,42.0,0.0
x,12,6,3158,37,45,42.0,54.0,0.0
x,12,6,2918,30,37,24.0,36.0,1.0
x,12,6,5422,37,37,36.0,42.0,0.0
x,12,7,1527,31,27,42.0,54.0,0.0
x,12,7,385,27,23,54.0,66.0,0.0
x,12,7,1509,23,17,66.0,72.0,1.0
x,12,7,2071,36,40,24.0,36.0,0.0
x,12,7,244,40,39,36.0,42.0,0.0
x,12,7,621,39,32,42.0,54.0,0.0
x,12,7,4126,32,27,54.0,66.0,0.0
x,12,7,5307,27,27,66.0,72.0,0.0
x,12,7,2115,36,31,24.0,36.0,1.0
x,12,7,4753,31,28,36.0,48.0,1.0
x,12,7,2755,28,23,48.0,54.0,0.0
x,12,7,3024,23,19,54.0,66.0,0.0
x,12,7,5211,19,19,66.0,72.0,0.0
x,12,7,576,39,31,42.0,54.0,0.0
x,12,7,4756,31,28,54.0,66.0,0.0
x,12,7,2758,28,23,66.0,72.0,0.0
x,12,7,1507,23,17,54.0,60.0,-0.0
x,12,7,2021,17,13,60.0,72.0,0.0
x,12,7,2082,36,39,24.0,36.0,0.0
x,12,7,575,39,31,36.0,48.0,0.0
x,12,7,4755,31,28,48.0,60.0,-0.0
x,12,7,2757,28,23,60.0,66.0,1.0
x,12,7,5350,31,31,36.0,42.0,0.0
x,12,7,406,27,21,54.0,66.0,0.0
x,12,7,5235,21,21,66.0,72.0,0.0
x,12,7,1529,31,27,54.0,66.0,0.0
x,12,7,1552,31,29,36.0,48.0,0.0
x,12,7,1033,29,26,48.0,54.0,0.0
x,12,7,3422,26,21,54.0,66.0,0.0
x,12,7,5446,39,39,36.0,42.0,0.0
x,12,7,5447,39,39,42.0,48.0,0.0
x,12,7,577,39,31,48.0,60.0,0.0
x,12,7,1530,31,27,60.0,72.0,-0.0
x,12,7,1526,31,27,36.0,48.0,0.0
x,12,7,384,27,23,48.0,60.0,-0.0
x,12,7,3025,23,19,60.0,72.0,-0.0
x,12,7,5353,31,31,54.0,60.0,0.0
x,12,7,4754,31,28,42.0,54.0,0.0
x,12,7,2756,28,23,54.0,60.0,0.0
x,12,7,1508,23,17,60.0,66.0,0.0
x,12,7,5187,17,17,66.0,72.0,-0.0
x,12,7,5351,31,31,42.0,48.0,-0.0
x,12,7,2067,17,14,66.0,78.0,0.0
x,12,7,4085,19,13,66.0,78.0,0.0
x,12,7,5316,28,28,48.0,54.0,1.0
x,12,7,2022,17,13,66.0,78.0,0.0
x,12,7,3320,13,14,72.0,78.0,0.0
x,12,7,4620,21,16,66.0,78.0,0.0
x,12,7,405,27,21,48.0,60.0,-0.0
x,12,7,5234,21,21,60.0,66.0,0.0
x,12,7,4945,21,19,66.0,78.0,0.0
x,12,7,278,40,35,36.0,48.0,0.0
x,12,7,3864,35,32,48.0,54.0,0.0
x,12,7,387,27,23,66.0,78.0,0.0
x,12,7,608,39,35,36.0,42.0,0.0
x,12,7,3863,35,32,42.0,48.0,0.0
x,12,7,4125,32,27,48.0,60.0,0.0
x,12,7,386,27,23,60.0,72.0,0.0
x,12,7,1510,23,17,72.0,78.0,-0.0
x,12,7,5258,23,23,60.0,66.0,-0.0
x,12,7,3026,23,19,66.0,78.0,0.0
x,12,7,5352,31,31,48.0,54.0,0.0
x,12,7,2066,17,14,60.0,72.0,0.0
x,12,7,5152,14,14,72.0,78.0,0.0
x,12,7,3661,21,17,60.0,72.0,-0.0
x,12,7,5188,17,17,72.0,78.0,0.0
x,12,7,5317,28,28,54.0,60.0,1.0
x,12,7,4944,21,19,60.0,72.0,-0.0
x,12,7,5212,19,19,72.0,78.0,0.0
x,12,7,5305,27,27,54.0,60.0,0.0
x,12,7,3662,21,17,66.0,78.0,0.0
x,12,7,2054,17,19,60.0,66.0,0.0
x,12,7,3275,13,8,72.0,84.0,0.0
x,12,7,2116,36,31,30.0,42.0,0.0
x,12,7,1553,31,29,42.0,54.0,0.0
x,12,7,5329,29,29,54.0,60.0,0.0
x,12,7,1035,29,26,60.0,66.0,0.0
x,12,7,3384,26,12,66.0,78.0,0.0
x,12,7,1808,12,9,78.0,84.0,0.0
x,12,7,6313,9,8,84.0,1012,0.0
x,12,7,3321,13,14,78.0,84.0,0.0
x,12,7,6643,14,8,84.0,1012,0.0
x,12,7,4215,14,8,72.0,84.0,-0.0
x,12,7,5153,14,14,78.0,84.0,0.0
x,12,7,2117,36,31,36.0,48.0,-0.0
x,12,7,2023,17,13,72.0,84.0,1.0
x,12,7,6577,13,8,84.0,1012,1.0
x,12,7,407,27,21,60.0,72.0,-0.0
x,12,7,4621,21,16,72.0,84.0,-0.0
x,12,7,6775,16,8,84.0,1012,-0.0
x,12,7,1528,31,27,48.0,60.0,-0.0
x,12,7,5306,27,27,60.0,66.0,0.0
x,12,7,1511,23,17,78.0,84.0,0.0
x,12,7,6841,17,8,84.0,1012,0.0
x,12,7,4086,19,13,72.0,84.0,-0.0
x,12,7,3833,35,29,42.0,54.0,0.0
x,12,7,1034,29,26,54.0,60.0,0.0
x,12,7,3423,26,21,60.0,72.0,0.0
x,12,7,3663,21,17,72.0,84.0,-0.0
x,12,7,5458,40,40,36.0,42.0,0.0
x,12,7,5459,40,40,42.0,48.0,0.0
x,12,7,246,40,39,48.0,54.0,0.0
x,12,7,578,39,31,54.0,66.0,0.0
x,12,7,4758,31,28,66.0,78.0,0.0
x,12,7,2760,28,23,78.0,84.0,0.0
x,12,7,7237,23,8,84.0,1012,0.0
x,12,7,5399,35,35,42.0,48.0,0.0
x,12,7,3834,35,29,48.0,60.0,0.0
x,12,7,3424,26,21,66.0,78.0,0.0
x,12,7,5237,21,21,78.0,84.0,0.0
x,12,7,7105,21,8,84.0,1012,0.0
x,12,7,5354,31,31,60.0,66.0,0.0
x,12,7,4757,31,28,60.0,72.0,-0.0
x,12,7,2759,28,23,72.0,78.0,-0.0
x,12,7,2083,36,39,30.0,42.0,0.0
x,12,7,5189,17,17,78.0,84.0,0.0
x,12,7,610,39,35,48.0,54.0,0.0
x,12,7,3865,35,32,54.0,60.0,0.0
x,12,7,4127,32,27,60.0,72.0,0.0
x,12,7,388,27,23,72.0,84.0,0.0
x,12,7,620,39,32,36.0,48.0,0.0
x,12,7,4147,32,29,48.0,54.0,-0.0
x,12,7,1056,29,22,54.0,66.0,0.0
x,12,7,3711,22,15,66.0,78.0,0.0
x,12,7,649,15,12,78.0,84.0,0.0
x,12,7,6511,12,8,84.0,1012,0.0
x,12,7,5448,39,39,48.0,54.0,0.0
x,12,7,5449,39,39,54.0,60.0,0.0
x,12,7,579,39,31,60.0,72.0,0.0
x,12,7,4759,31,28,72.0,84.0,0.0
x,12,7,7567,28,8,84.0,1012,0.0
x,12,7,3027,23,19,72.0,84.0,-0.0
x,12,7,6973,19,8,84.0,1012,-0.0
x,12,7,364,27,28,54.0,66.0,0.0
x,12,8,2896,30,28,18.0,30.0,0.0
x,12,8,5313,28,28,30.0,36.0,0.0
x,12,8,2753,28,23,36.0,42.0,0.0
x,12,8,3022,23,19,42.0,54.0,0.0
x,12,8,4019,19,10,54.0,66.0,0.0
x,12,8,2874,30,25,18.0,24.0,1.0
x,12,8,53,25,19,24.0,30.0,0.0
x,12,8,4015,19,10,30.0,42.0,0.0
x,12,8,54,25,19,30.0,36.0,1.0
x,12,8,5206,19,19,36.0,42.0,0.0
x,12,8,4017,19,10,42.0,54.0,0.0
x,12,8,4047,19,11,30.0,42.0,0.0
x,12,8,2577,11,10,42.0,48.0,0.0
x,12,8,11,25,17,30.0,42.0,0.0
x,12,8,2051,17,19,42.0,48.0,0.0
x,12,8,4029,19,16,48.0,54.0,0.0
x,12,8,1869,16,10,54.0,66.0,0.0
x,12,8,4016,19,10,36.0,48.0,1.0
x,12,8,4079,19,13,30.0,42.0,0.0
x,12,8,3281,13,17,42.0,54.0,0.0
x,12,8,1998,17,11,54.0,66.0,0.0
x,12,8,2581,11,10,66.0,72.0,0.0
x,12,8,4026,19,16,30.0,36.0,0.0
x,12,8,1887,16,11,36.0,42.0,-0.0
x,12,8,55,25,19,36.0,42.0,-0.0
x,12,8,4049,19,11,42.0,54.0,0.0
x,12,8,2579,11,10,54.0,60.0,0.0
x,12,8,5276,25,25,24.0,30.0,1.0
x,12,8,4018,19,10,48.0,60.0,-0.0
x,12,8,5278,25,25,36.0,42.0,0.0
x,12,8,56,25,19,42.0,48.0,-0.0
x,12,8,5277,25,25,30.0,36.0,0.0
x,12,8,1866,16,10,36.0,48.0,-0.0
x,12,8,4027,19,16,36.0,42.0,0.0
x,12,8,1867,16,10,42.0,54.0,0.0
x,12,8,4743,13,7,42.0,54.0,0.0
x,12,8,2645,7,9,54.0,66.0,0.0
x,12,8,1263,9,10,66.0,78.0,0.0
x,12,8,13,25,17,42.0,54.0,0.0
x,12,8,10,25,17,24.0,36.0,0.0
x,12,8,1995,17,11,36.0,48.0,0.0
x,12,8,2578,11,10,48.0,54.0,0.0
x,12,8,4051,19,11,54.0,66.0,0.0
x,12,8,2050,17,19,36.0,42.0,0.0
x,12,8,4048,19,11,36.0,48.0,-0.0
x,12,8,2752,28,23,30.0,36.0,0.0
x,12,8,1504,23,17,36.0,42.0,0.0
x,12,8,1996,17,11,42.0,54.0,0.0
x,12,8,3021,23,19,36.0,48.0,0.0
x,12,8,4050,19,11,48.0,60.0,-0.0
x,12,8,2580,11,10,60.0,66.0,-0.0
x,12,8,2634,7,3,54.0,66.0,0.0
x,12,8,939,3,10,66.0,78.0,0.0
x,12,8,4028,19,16,42.0,48.0,-0.0
x,12,8,1868,16,10,48.0,60.0,-0.0
x,12,8,4090,19,20,30.0,42.0,0.0
x,12,8,3515,20,17,42.0,54.0,0.0
x,12,8,12,25,17,36.0,48.0,0.0
x,12,8,5184,17,17,48.0,54.0,0.0
x,12,8,2052,17,19,48.0,54.0,0.0
x,12,8,2875,30,25,24.0,30.0,-0.0
x,12,8,3270,13,8,42.0,54.0,0.0
x,12,8,1660,8,4,54.0,66.0,0.0
x,12,8,2832,4,10,66.0,78.0,0.0
x,12,8,2876,30,25,30.0,36.0,0.0
x,12,8,5170,16,16,36.0,42.0,0.0
x,12,8,4101,19,21,30.0,42.0,0.0
x,12,8,4941,21,19,42.0,54.0,0.0
x,12,9,2641,7,9,30.0,42.0,0.0
x,12,9,1342,9,1,42.0,54.0,0.0
x,12,9,3921,1,8,54.0,66.0,0.0
x,12,9,491,6,11,18.0,30.0,0.0
x,12,9,2619,11,14,30.0,42.0,0.0
x,12,9,4210,14,8,42.0,54.0,0.0
x,12,9,5001,2,2,30.0,36.0,0.0
x,12,9,2531,2,7,36.0,42.0,0.0
x,12,9,2689,7,1,42.0,54.0,0.0
x,12,9,2814,4,8,24.0,36.0,1.0
x,12,9,5061,7,7,30.0,36.0,0.0
x,12,9,2653,7,8,36.0,42.0,-0.0
x,12,9,4581,2,8,30.0,42.0,0.0
x,12,9,5000,2,2,24.0,30.0,0.0
x,12,9,2652,7,8,30.0,36.0,-0.0
x,12,9,2819,4,8,54.0,66.0,0.0
x,12,9,4580,2,8,24.0,36.0,0.0
x,12,9,2529,2,7,24.0,30.0,-0.0
x,12,9,1293,9,4,42.0,54.0,0.0
x,12,9,852,5,2,12.0,24.0,-0.0
x,12,9,4732,9,7,42.0,54.0,0.0
x,12,9,2645,7,9,54.0,66.0,0.0
x,12,9,4736,9,7,66.0,78.0,0.0
x,12,9,863,5,4,12.0,24.0,1.0
x,12,9,2656,7,8,54.0,60.0,0.0
x,12,9,805,5,6,12.0,18.0,0.0
x,12,9,4761,6,4,18.0,24.0,-0.0
x,12,9,817,5,3,12.0,18.0,0.0
x,12,9,954,3,4,18.0,24.0,-0.0
x,12,9,4582,2,8,36.0,48.0,0.0
x,12,9,942,3,2,18.0,24.0,-0.0
x,12,9,864,5,4,18.0,30.0,0.0
x,12,9,2815,4,8,30.0,42.0,0.0
x,12,9,2687,7,1,30.0,42.0,0.0
x,12,9,3919,1,8,42.0,54.0,0.0
x,12,9,855,5,2,30.0,42.0,0.0
x,12,9,4583,2,8,42.0,54.0,0.0
x,12,9,875,5,1,18.0,30.0,0.0
x,12,9,3928,1,2,30.0,36.0,0.0
x,12,9,853,5,2,18.0,30.0,0.0
x,12,9,5025,4,4,30.0,36.0,0.0
x,12,9,5026,4,4,36.0,42.0,0.0
x,12,9,2817,4,8,42.0,54.0,0.0
x,12,9,2564,11,6,30.0,42.0,0.0
x,12,9,451,6,3,42.0,48.0,0.0
x,12,9,971,3,1,48.0,54.0,0.0
x,12,9,947,3,2,48.0,54.0,0.0
x,12,9,4585,2,8,54.0,66.0,0.0
x,12,9,829,5,9,12.0,18.0,0.0
x,12,9,4728,9,7,18.0,30.0,0.0
x,12,9,4989,1,1,30.0,36.0,0.0
x,12,9,4990,1,1,36.0,42.0,0.0
x,12,9,2816,4,8,36.0,48.0,0.0
x,12,10,2932,30,34,42.0,54.0,0.0
x,12,10,3466,34,30,54.0,66.0,0.0
