varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,162,29,4319,24,33,168.0,180.0,1.0
x,162,29,515,33,42,180.0,192.0,1.0
x,162,29,5483,42,42,192.0,198.0,0.0
x,162,29,727,42,41,192.0,204.0,1.0
x,162,29,5484,42,42,198.0,204.0,0.0
x,162,29,5373,33,33,180.0,186.0,0.0
x,162,29,516,33,42,186.0,198.0,0.0
x,162,29,728,42,41,198.0,210.0,0.0
x,162,29,5265,24,24,180.0,186.0,0.0
x,162,29,5266,24,24,186.0,192.0,0.0
x,162,29,4323,24,33,192.0,204.0,0.0
x,162,29,519,33,42,204.0,216.0,0.0
x,162,29,705,42,52,192.0,204.0,0.0
x,162,29,1162,52,41,204.0,216.0,0.0
x,162,29,5374,33,33,186.0,192.0,-0.0
x,162,29,517,33,42,192.0,204.0,0.0
x,162,29,729,42,41,204.0,216.0,-0.0
x,162,29,5263,24,24,168.0,174.0,0.0
x,162,29,5264,24,24,174.0,180.0,0.0
x,162,29,4320,24,33,174.0,186.0,0.0
x,162,29,716,42,46,192.0,204.0,0.0
x,162,29,2200,46,41,204.0,216.0,0.0
x,162,29,5605,52,52,204.0,210.0,0.0
x,162,29,1163,52,41,210.0,222.0,0.0
x,162,29,717,42,46,198.0,210.0,0.0
x,162,29,2201,46,41,210.0,222.0,0.0
x,162,29,2179,46,42,210.0,222.0,0.0
x,162,29,5375,33,33,192.0,198.0,0.0
x,162,29,518,33,42,198.0,210.0,0.0
x,162,29,730,42,41,210.0,222.0,0.0
x,162,29,5376,33,33,198.0,204.0,0.0
x,162,29,731,42,41,216.0,228.0,-0.0
x,162,29,706,42,52,198.0,210.0,0.0
x,162,29,5606,52,52,210.0,216.0,0.0
x,162,29,1164,52,41,216.0,228.0,0.0
x,162,29,1119,52,42,210.0,222.0,0.0
x,162,29,732,42,41,222.0,234.0,0.0
x,162,29,5485,42,42,204.0,210.0,0.0
x,162,29,1152,52,46,210.0,222.0,0.0
x,162,29,2203,46,41,222.0,234.0,0.0
x,162,29,5533,46,46,204.0,210.0,0.0
x,162,29,5607,52,52,216.0,222.0,0.0
x,162,29,1165,52,41,222.0,234.0,0.0
x,162,29,1118,52,42,204.0,216.0,0.0
x,162,29,5377,33,33,204.0,210.0,0.0
x,162,29,520,33,42,210.0,222.0,0.0
x,162,29,718,42,46,204.0,216.0,0.0
x,162,29,2202,46,41,216.0,228.0,0.0
x,162,29,4321,24,33,180.0,192.0,-0.0
x,162,29,5486,42,42,210.0,216.0,0.0
x,162,29,5487,42,42,216.0,222.0,0.0
x,162,40,5756,65,65,174.0,180.0,0.0
x,162,40,796,65,63,174.0,186.0,0.0
x,162,40,5757,65,65,180.0,186.0,0.0
x,162,40,5734,63,63,186.0,192.0,0.0
x,162,40,797,65,63,180.0,192.0,0.0
x,162,40,5758,65,65,186.0,192.0,0.0
x,162,40,798,65,63,186.0,198.0,0.0
x,162,40,5735,63,63,192.0,198.0,0.0
x,162,40,5759,65,65,192.0,198.0,0.0
x,162,40,5736,63,63,198.0,204.0,0.0
x,162,40,799,65,63,192.0,204.0,0.0
x,162,40,5760,65,65,198.0,204.0,0.0
x,162,40,3032,63,65,186.0,198.0,0.0
x,162,40,800,65,63,198.0,210.0,0.0
x,162,40,5737,63,63,204.0,210.0,0.0
x,162,40,5761,65,65,204.0,210.0,0.0
x,162,40,5738,63,63,210.0,216.0,0.0
x,162,40,801,65,63,204.0,216.0,0.0
x,162,40,5762,65,65,210.0,216.0,0.0
x,162,40,3034,63,65,198.0,210.0,0.0
x,162,40,802,65,63,210.0,222.0,0.0
