varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,60,2,1799,12,9,72.0,78.0,0.0
x,60,2,3741,22,12,66.0,78.0,0.0
x,60,2,3426,26,22,60.0,66.0,0.0
x,60,2,3342,26,15,60.0,72.0,-0.0
x,60,2,640,15,12,72.0,78.0,-0.0
x,60,2,3404,26,18,60.0,72.0,1.0
x,60,2,3099,18,12,72.0,78.0,-0.0
x,60,2,5228,21,21,72.0,78.0,0.0
x,60,2,3375,26,12,60.0,72.0,-0.0
x,60,2,4707,12,2,72.0,84.0,-0.0
x,60,2,3377,26,12,72.0,84.0,-0.0
x,60,2,3405,26,18,66.0,78.0,0.0
x,60,2,3100,18,12,78.0,84.0,-0.0
x,60,2,3088,18,9,72.0,84.0,1.0
x,60,2,1244,9,5,78.0,84.0,-0.0
x,60,2,3376,26,12,66.0,78.0,0.0
x,60,2,4708,12,2,78.0,90.0,0.0
x,60,2,3343,26,15,66.0,78.0,0.0
x,60,2,630,15,9,78.0,90.0,0.0
x,60,2,3378,26,12,78.0,90.0,0.0
x,60,2,3743,22,12,78.0,90.0,0.0
x,60,2,1280,9,2,78.0,90.0,0.0
x,60,2,3705,22,15,78.0,90.0,0.0
x,60,2,3344,26,15,72.0,84.0,0.0
x,60,2,642,15,12,84.0,90.0,-0.0
x,60,2,1800,12,9,78.0,84.0,0.0
x,60,2,1245,9,5,84.0,90.0,0.0
x,60,2,1802,12,9,90.0,96.0,-0.0
x,60,2,3345,26,15,78.0,90.0,0.0
x,60,2,643,15,12,90.0,96.0,-0.0
x,60,2,3407,26,18,78.0,90.0,0.0
x,60,2,3102,18,12,90.0,96.0,-0.0
x,60,2,822,5,3,90.0,96.0,-0.0
x,60,2,3379,26,12,84.0,96.0,0.0
x,60,2,3744,22,12,84.0,96.0,-0.0
x,60,2,4709,12,2,84.0,96.0,0.0
x,60,2,4422,9,6,78.0,90.0,0.0
x,60,2,451,6,3,90.0,96.0,0.0
