varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,156,29,3544,20,24,156.0,168.0,1.0
x,156,29,4320,24,33,168.0,180.0,1.0
x,156,29,516,33,42,180.0,192.0,1.0
x,156,29,5484,42,42,192.0,198.0,0.0
x,156,29,728,42,41,192.0,204.0,1.0
x,156,29,5485,42,42,198.0,204.0,-0.0
x,156,29,5374,33,33,180.0,186.0,0.0
x,156,29,517,33,42,186.0,198.0,0.0
x,156,29,729,42,41,198.0,210.0,0.0
x,156,29,5266,24,24,180.0,186.0,0.0
x,156,29,5267,24,24,186.0,192.0,0.0
x,156,29,4324,24,33,192.0,204.0,-0.0
x,156,29,520,33,42,204.0,216.0,-0.0
x,156,29,706,42,52,192.0,204.0,0.0
x,156,29,1163,52,41,204.0,216.0,0.0
x,156,29,5375,33,33,186.0,192.0,0.0
x,156,29,518,33,42,192.0,204.0,-0.0
x,156,29,730,42,41,204.0,216.0,-0.0
x,156,29,5264,24,24,168.0,174.0,0.0
x,156,29,5265,24,24,174.0,180.0,0.0
x,156,29,4321,24,33,174.0,186.0,0.0
x,156,29,3510,20,17,156.0,168.0,0.0
x,156,29,5180,17,17,168.0,174.0,0.0
x,156,29,5181,17,17,174.0,180.0,0.0
x,156,29,1965,17,25,180.0,192.0,0.0
x,156,29,35,25,30,192.0,198.0,0.0
x,156,29,2934,30,34,198.0,210.0,0.0
x,156,29,3488,34,38,210.0,222.0,0.0
x,156,29,717,42,46,192.0,204.0,-0.0
x,156,29,2201,46,41,204.0,216.0,-0.0
x,156,29,5606,52,52,204.0,210.0,0.0
x,156,29,1164,52,41,210.0,222.0,0.0
x,156,29,2027,17,20,174.0,186.0,0.0
x,156,29,5219,20,20,186.0,192.0,0.0
x,156,29,3550,20,24,192.0,204.0,0.0
x,156,29,4326,24,33,204.0,216.0,0.0
x,156,29,5380,33,33,216.0,222.0,0.0
x,156,29,718,42,46,198.0,210.0,0.0
x,156,29,2202,46,41,210.0,222.0,0.0
x,156,29,2180,46,42,210.0,222.0,0.0
x,156,29,3523,20,19,156.0,168.0,0.0
x,156,29,5204,19,19,168.0,174.0,0.0
x,156,29,4090,19,20,174.0,186.0,0.0
x,156,29,522,33,42,216.0,228.0,-0.0
x,156,29,8524,42,41,228.0,1156,-0.0
x,156,29,5376,33,33,192.0,198.0,0.0
x,156,29,519,33,42,198.0,210.0,0.0
x,156,29,731,42,41,210.0,222.0,0.0
x,156,29,5214,20,20,156.0,162.0,0.0
x,156,29,3545,20,24,162.0,174.0,0.0
x,156,29,5377,33,33,198.0,204.0,-0.0
x,156,29,732,42,41,216.0,228.0,-0.0
x,156,29,707,42,52,198.0,210.0,0.0
x,156,29,5607,52,52,210.0,216.0,0.0
x,156,29,1165,52,41,216.0,228.0,0.0
x,156,40,5756,65,65,168.0,174.0,0.0
x,156,40,796,65,63,168.0,180.0,0.0
x,156,40,5757,65,65,174.0,180.0,0.0
x,156,40,797,65,63,174.0,186.0,0.0
x,156,40,5734,63,63,180.0,186.0,0.0
x,156,40,5758,65,65,180.0,186.0,0.0
x,156,40,5735,63,63,186.0,192.0,0.0
x,156,40,798,65,63,180.0,192.0,0.0
x,156,40,5759,65,65,186.0,192.0,0.0
x,156,40,799,65,63,186.0,198.0,0.0
x,156,40,5736,63,63,192.0,198.0,0.0
x,156,40,5760,65,65,192.0,198.0,0.0
x,156,40,5737,63,63,198.0,204.0,0.0
x,156,40,800,65,63,192.0,204.0,0.0
x,156,40,5761,65,65,198.0,204.0,0.0
x,156,40,3033,63,65,186.0,198.0,0.0
x,156,40,801,65,63,198.0,210.0,0.0
x,156,40,5738,63,63,204.0,210.0,0.0
x,156,40,5762,65,65,204.0,210.0,0.0
x,156,40,5739,63,63,210.0,216.0,0.0
x,156,40,802,65,63,204.0,216.0,0.0
x,156,40,5763,65,65,210.0,216.0,0.0
x,156,40,3035,63,65,198.0,210.0,0.0
x,156,40,803,65,63,210.0,222.0,0.0
