varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,6,1,2308,45,37,42.0,54.0,0.0
x,6,1,3986,53,45,24.0,36.0,1.0
x,6,1,2307,45,37,36.0,48.0,1.0
x,6,1,3963,53,56,24.0,30.0,0.0
x,6,1,156,56,45,30.0,42.0,0.0
x,6,1,5520,45,45,42.0,48.0,0.0
x,6,1,2309,45,37,48.0,60.0,-0.0
x,6,1,4381,53,64,24.0,36.0,0.0
x,6,1,191,64,56,36.0,48.0,0.0
x,6,1,159,56,45,48.0,60.0,0.0
x,6,1,2311,45,37,60.0,72.0,0.0
x,6,1,5519,45,45,36.0,42.0,0.0
x,6,1,157,56,45,36.0,48.0,0.0
x,6,1,2310,45,37,54.0,66.0,0.0
x,6,1,3951,53,55,24.0,30.0,0.0
x,6,1,5638,55,55,30.0,36.0,0.0
x,6,1,168,55,56,36.0,42.0,0.0
x,6,1,158,56,45,42.0,54.0,0.0
x,6,1,167,55,56,30.0,36.0,0.0
x,6,1,4382,53,64,30.0,42.0,0.0
x,6,1,192,64,56,42.0,54.0,0.0
x,6,1,160,56,45,54.0,66.0,0.0
x,6,1,2312,45,37,66.0,78.0,0.0
x,6,1,3987,53,45,30.0,42.0,0.0
x,6,1,3989,53,45,42.0,54.0,0.0
x,6,1,5522,45,45,54.0,60.0,0.0
x,6,1,3988,53,45,36.0,48.0,0.0
x,6,1,3990,53,45,48.0,60.0,0.0
x,6,1,3964,53,56,30.0,36.0,0.0
x,6,1,3966,53,56,42.0,48.0,-0.0
x,6,1,5521,45,45,48.0,54.0,-0.0
x,6,2,4179,32,26,42.0,54.0,0.0
x,6,2,3383,26,12,54.0,66.0,0.0
x,6,2,1807,12,9,66.0,72.0,0.0
x,6,2,607,39,35,24.0,30.0,1.0
x,6,2,3832,35,29,30.0,42.0,0.0
x,6,2,1033,29,26,42.0,48.0,1.0
x,6,2,3382,26,12,48.0,60.0,1.0
x,6,2,4714,12,2,60.0,72.0,1.0
x,6,2,3862,35,32,30.0,36.0,1.0
x,6,2,4146,32,29,36.0,42.0,1.0
x,6,2,1055,29,22,42.0,54.0,0.0
x,6,2,3748,22,12,54.0,66.0,0.0
x,6,2,4178,32,26,36.0,48.0,-0.0
x,6,2,574,39,31,24.0,36.0,0.0
x,6,2,1553,31,29,36.0,48.0,0.0
x,6,2,1034,29,26,48.0,54.0,0.0
x,6,2,3350,26,15,54.0,66.0,0.0
x,6,2,648,15,12,66.0,72.0,0.0
x,6,2,619,39,32,24.0,36.0,0.0
x,6,2,5398,35,35,30.0,36.0,0.0
x,6,2,3863,35,32,36.0,42.0,0.0
x,6,2,3412,26,18,54.0,66.0,0.0
x,6,2,3107,18,12,66.0,72.0,-0.0
x,6,2,3710,22,15,54.0,66.0,0.0
x,6,2,3759,22,18,54.0,60.0,0.0
x,6,2,3095,18,9,60.0,72.0,-0.0
x,6,2,3433,26,22,48.0,54.0,0.0
x,6,2,3106,18,12,60.0,66.0,-0.0
x,6,2,3096,18,9,66.0,78.0,0.0
x,6,2,6307,9,2,78.0,1006,0.0
x,6,2,4715,12,2,66.0,78.0,0.0
x,6,2,637,15,9,66.0,78.0,0.0
x,6,2,1806,12,9,60.0,66.0,0.0
x,6,2,1287,9,2,66.0,78.0,0.0
x,6,2,1056,29,22,48.0,60.0,0.0
x,6,2,3749,22,12,60.0,72.0,-0.0
x,6,2,1808,12,9,72.0,78.0,0.0
x,6,2,575,39,31,30.0,42.0,0.0
x,6,2,1554,31,29,42.0,54.0,0.0
x,6,2,1057,29,22,54.0,66.0,0.0
x,6,2,3750,22,12,66.0,78.0,0.0
x,6,2,6505,12,2,78.0,1006,0.0
x,6,2,3833,35,29,36.0,48.0,0.0
x,6,2,577,39,31,42.0,54.0,0.0
x,6,2,1556,31,29,54.0,66.0,0.0
x,6,2,1059,29,22,66.0,78.0,0.0
x,6,2,7165,22,2,78.0,1006,0.0
x,6,2,1527,31,27,36.0,48.0,0.0
x,6,2,406,27,21,48.0,60.0,0.0
x,6,2,4620,21,16,60.0,72.0,0.0
x,6,2,1894,16,11,72.0,78.0,0.0
x,6,2,6439,11,2,78.0,1006,0.0
x,6,2,4737,9,7,66.0,78.0,0.0
x,6,2,6175,7,2,78.0,1006,0.0
x,6,2,620,39,32,30.0,42.0,0.0
x,6,2,5294,26,26,54.0,60.0,-0.0
x,6,2,3435,26,22,60.0,66.0,0.0
x,6,2,5329,29,29,48.0,54.0,0.0
x,6,2,1035,29,26,54.0,60.0,-0.0
x,6,2,3351,26,15,60.0,72.0,0.0
x,6,2,649,15,12,72.0,78.0,-0.0
x,6,2,3413,26,18,60.0,72.0,0.0
x,6,2,3108,18,12,72.0,78.0,0.0
x,6,2,1252,9,5,72.0,78.0,-0.0
x,6,2,6043,5,2,78.0,1006,-0.0
x,6,2,576,39,31,36.0,48.0,0.0
x,6,2,1555,31,29,48.0,60.0,0.0
x,6,2,1036,29,26,60.0,66.0,0.0
x,6,2,3385,26,12,66.0,78.0,0.0
x,6,2,3411,26,18,48.0,60.0,0.0
x,6,2,4755,31,28,42.0,54.0,0.0
x,6,2,2757,28,23,54.0,60.0,0.0
x,6,2,1509,23,17,60.0,66.0,0.0
x,6,2,2001,17,11,66.0,78.0,0.0
x,6,2,1298,9,4,66.0,78.0,0.0
x,6,2,5977,4,2,78.0,1006,0.0
x,6,2,5364,32,32,42.0,48.0,0.0
x,6,2,4126,32,27,48.0,60.0,0.0
x,6,2,408,27,21,60.0,72.0,0.0
x,6,2,5237,21,21,72.0,78.0,0.0
x,6,2,7099,21,2,78.0,1006,0.0
x,6,2,3434,26,22,54.0,60.0,0.0
x,6,2,3711,22,15,60.0,72.0,0.0
x,6,2,3760,22,18,60.0,66.0,0.0
x,6,2,3083,18,15,60.0,66.0,0.0
x,6,2,3384,26,12,60.0,72.0,0.0
x,6,2,4147,32,29,42.0,48.0,-0.0
x,6,2,3084,18,15,66.0,72.0,0.0
x,6,3,2919,30,37,24.0,36.0,1.0
x,6,3,3158,37,45,36.0,48.0,1.0
x,6,3,2920,30,37,30.0,42.0,0.0
x,6,3,3159,37,45,42.0,54.0,0.0
x,6,3,5424,37,37,42.0,48.0,0.0
x,6,3,3160,37,45,48.0,60.0,-0.0
x,6,4,4751,31,28,18.0,30.0,0.0
x,6,4,2742,28,30,30.0,42.0,0.0
x,6,4,2922,30,37,42.0,54.0,0.0
x,6,4,3161,37,45,54.0,66.0,0.0
x,6,4,1561,31,36,18.0,30.0,0.0
x,6,4,2095,36,47,30.0,42.0,0.0
x,6,4,749,47,60,42.0,54.0,0.0
x,6,4,1484,60,53,54.0,60.0,0.0
x,6,4,3992,53,45,60.0,72.0,-0.0
x,6,4,1524,31,27,18.0,30.0,0.0
x,6,4,361,27,28,30.0,42.0,0.0
x,6,4,2744,28,30,42.0,54.0,0.0
x,6,4,2924,30,37,54.0,66.0,0.0
x,6,4,5428,37,37,66.0,72.0,0.0
x,6,4,2743,28,30,36.0,48.0,1.0
x,6,4,2923,30,37,48.0,60.0,1.0
x,6,4,3162,37,45,60.0,72.0,1.0
