varname,currtime,i,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
x,114,12,2695,28,27,114.0,120.0,1.0
x,114,12,2696,28,27,120.0,126.0,-0.0
x,114,12,5310,28,28,114.0,120.0,0.0
x,114,12,2701,28,27,150.0,156.0,0.0
x,114,12,2754,28,23,144.0,150.0,0.0
x,114,12,2950,23,27,150.0,162.0,0.0
x,114,12,2717,28,31,114.0,126.0,0.0
x,114,12,1524,31,27,126.0,138.0,0.0
x,114,12,2991,23,28,150.0,156.0,0.0
x,114,12,2702,28,27,156.0,162.0,0.0
x,114,12,1526,31,27,138.0,150.0,0.0
x,114,12,4753,31,28,138.0,150.0,0.0
x,114,12,2718,28,31,120.0,132.0,0.0
x,114,12,5349,31,31,132.0,138.0,0.0
x,114,12,1552,31,29,138.0,150.0,0.0
x,114,12,983,29,27,150.0,162.0,0.0
x,114,12,5348,31,31,126.0,132.0,0.0
x,114,12,1528,31,27,150.0,162.0,0.0
x,114,12,2738,28,30,114.0,126.0,0.0
x,114,12,2929,30,34,126.0,138.0,0.0
x,114,12,3463,34,30,138.0,150.0,0.0
x,114,12,5340,30,30,150.0,156.0,0.0
x,114,12,2902,30,28,156.0,168.0,0.0
x,114,12,2704,28,27,168.0,174.0,-0.0
x,114,12,5336,30,30,126.0,132.0,0.0
x,114,12,2898,30,28,132.0,144.0,-0.0
x,114,12,5315,28,28,144.0,150.0,0.0
x,114,12,2723,28,31,150.0,162.0,0.0
x,114,12,1530,31,27,162.0,174.0,0.0
x,114,12,5350,31,31,138.0,144.0,0.0
x,114,12,1553,31,29,144.0,156.0,0.0
x,114,12,5329,29,29,156.0,162.0,0.0
x,114,12,985,29,27,162.0,174.0,0.0
x,114,12,1527,31,27,144.0,156.0,-0.0
x,114,12,1550,31,29,126.0,138.0,0.0
x,114,12,5326,29,29,138.0,144.0,0.0
x,114,12,5327,29,29,144.0,150.0,0.0
x,114,12,5328,29,29,150.0,156.0,0.0
x,114,12,1079,29,32,162.0,168.0,0.0
x,114,12,4128,32,27,168.0,180.0,0.0
x,114,12,1525,31,27,132.0,144.0,-0.0
x,114,12,5351,31,31,144.0,150.0,0.0
x,114,12,1554,31,29,150.0,162.0,0.0
x,114,12,5256,23,23,150.0,156.0,0.0
x,114,12,5257,23,23,156.0,162.0,0.0
x,114,12,2952,23,27,162.0,174.0,0.0
x,114,12,1002,29,31,144.0,156.0,0.0
x,114,12,5353,31,31,156.0,162.0,0.0
x,114,12,1556,31,29,162.0,174.0,0.0
x,114,12,987,29,27,174.0,186.0,0.0
x,114,12,5386,34,34,138.0,144.0,0.0
x,114,12,5387,34,34,144.0,150.0,0.0
x,114,12,3465,34,30,150.0,162.0,0.0
x,114,12,2903,30,28,162.0,174.0,0.0
x,114,12,5320,28,28,174.0,180.0,0.0
x,114,12,2706,28,27,180.0,186.0,-0.0
x,114,12,2727,28,31,174.0,186.0,0.0
x,114,12,7784,31,27,186.0,1114,0.0
x,114,14,1241,9,5,114.0,120.0,1.0
x,114,14,1288,9,4,114.0,126.0,0.0
x,114,14,818,5,3,120.0,126.0,1.0
x,114,14,2663,7,2,126.0,132.0,0.0
x,114,14,875,5,1,120.0,132.0,-0.0
x,114,14,2541,2,1,126.0,132.0,0.0
x,114,14,1337,9,1,114.0,126.0,0.0
x,114,14,2772,4,6,126.0,132.0,0.0
x,114,14,5024,4,4,126.0,132.0,0.0
x,114,14,819,5,3,126.0,132.0,-0.0
x,114,14,967,3,1,126.0,132.0,1.0
x,114,14,876,5,1,126.0,138.0,0.0
x,114,14,2686,7,1,126.0,138.0,0.0
x,114,14,449,6,3,132.0,138.0,-0.0
x,114,14,4727,9,7,114.0,126.0,0.0
x,114,14,2542,2,1,132.0,138.0,0.0
x,114,14,968,3,1,132.0,138.0,-0.0
x,114,14,2784,4,5,126.0,138.0,0.0
x,114,14,854,5,2,126.0,138.0,0.0
x,114,14,853,5,2,120.0,132.0,-0.0
x,114,14,4419,9,6,114.0,126.0,0.0
x,114,14,503,6,1,126.0,138.0,0.0
x,114,14,2543,2,1,138.0,144.0,-0.0
x,114,14,450,6,3,138.0,144.0,0.0
x,114,14,5026,4,4,138.0,144.0,0.0
x,114,14,448,6,3,126.0,132.0,0.0
x,114,14,944,3,2,132.0,138.0,-0.0
x,114,14,821,5,3,138.0,144.0,-0.0
x,114,14,504,6,1,132.0,144.0,-0.0
